origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,forecaster_id
1,2004,116.029933930427,117.956038970179,2.05448758657639,2.03496174842263,82
2,2004,117.434443492159,119.258597553432,2.04043763768747,2.02087076283433,82
3,2004,118.982099942284,120.656241758143,2.04016426216213,2.02087813212413,82
4,2004,119.567403511906,121.141683367639,2.01022136958747,1.99433322564508,82
1,2005,124.298265031476,126.201508321353,2.04357741060842,2.02491581323082,82
2,2005,124.350866960431,126.157333958899,1.98150273663306,1.96425960591303,82
3,2005,120.42216607711,122.114806844535,1.79761667121055,1.78634682935695,82
4,2005,123.134655339525,124.634800596612,1.84458371402206,1.83137698630182,82
1,2006,123.311886201768,125.051288063532,1.73420298957525,1.71944466281244,82
2,2006,125.204223229336,126.910451776764,1.74326009011965,1.72990025425513,82
3,2006,125.625643819105,127.131896252663,1.71513821926817,1.70119979839013,82
4,2006,125.459079998548,127.272682851094,1.67726711304499,1.67704034325011,82
1,2007,129.701433711462,131.438491445363,1.69306681318971,1.68014721318004,82
2,2007,131.354082450139,133.108156308916,1.69553091440824,1.68533468883977,82
3,2007,132.076983112563,133.58384804522,1.67848902730611,1.66625329702747,82
4,2007,133.05010144774,134.407666399284,1.67331204392206,1.66164220864442,82
1,2008,137.011891079903,138.800045843672,1.68101560609852,1.67040035094193,82
2,2008,138.730197952896,140.379946020315,1.68514352602757,1.67319111802846,82
3,2008,142.969178697601,144.657089352681,1.75793482307932,1.74926860862484,82
4,2008,142.011521077714,143.519992400108,1.7033227241843,1.69534315663294,82
1,2009,145.501005454819,148.507293587638,1.69877791688455,1.71761952831945,82
2,2009,151.251351176413,153.413711992277,1.8019436824347,1.80097968198259,82
3,2009,161.618963640342,163.443064037679,2.04006612210881,2.03020161007332,82
4,2009,165.660990167507,167.213918906086,2.11617999444061,2.10189727329266,82
1,2010,169.169482622813,171.104246418879,2.10519959326766,2.09113409137468,82
2,2010,171.546320281226,173.417272581714,2.12205125774977,2.10831558197009,82
3,2010,172.184872578096,173.985957730272,2.09554365838859,2.08459667328799,82
4,2010,173.765856963001,175.318781983487,2.10058184367573,2.08732399812255,82
2,2011,177.749018555699,179.580461669636,2.05640207298903,2.04354966763579,82
3,2011,180.016093159923,181.736860080616,2.07459397925735,2.06250044230685,82
4,2011,181.600099034918,183.143752482696,2.07968092122211,2.06721485905517,82
1,2012,185.458548642597,187.895360762298,2.07923210613594,2.07952439280884,82
2,2012,187.166363692784,189.135474452126,2.07776377290563,2.06852751357021,82
3,2012,189.116224819762,191.161380140125,2.08711221670279,2.0833025162945,82
4,2012,189.211790531099,191.10138614138,2.05552769510362,2.0522790570763,82
1,2013,192.52459830315,194.521001301662,2.04238587412054,2.0327643194935,82
2,2013,194.634945865181,196.467912251861,2.05089585453051,2.0393370783198,82
3,2013,197.144946756037,198.837497115184,2.07316230770843,2.06152376677895,82
4,2013,198.759226255843,200.299608167132,2.07851026984333,2.06709328224033,82
1,2014,201.153747531052,203.059337862448,2.04458646457736,2.03332285886324,82
2,2014,202.457640226487,204.286251390462,2.034595731736,2.02370585255302,82
3,2014,203.712751929254,205.381840143171,2.02804605077443,2.01711755851649,82
4,2014,204.621396541261,206.152153744608,2.01816235186839,2.00797166304743,82
1,2015,209.38217814591,211.28525643643,2.03789590895591,2.02715694887365,82
2,2015,212.082602639234,213.916535159258,2.05846471795681,2.04776974946332,82
3,2015,213.181871855549,214.861177683338,2.04853643002007,2.0379550410005,82
4,2015,213.056755305678,214.560891071783,2.01714031036053,2.00683460528015,82
1,2016,216.150547354783,218.03752093736,2.00172479695992,1.99163780489156,82
2,2016,218.007855740988,219.81286090886,2.00433162846798,1.99428795502516,82
3,2016,218.701971828709,220.399080890859,1.98751252004448,1.9785917855672,82
4,2016,220.773737242283,222.275923752614,2.00190975849359,1.99219150561455,82
1,2017,223.977830719271,225.859696180068,1.98950647976094,1.97988894753909,82
2,2017,225.666733615069,227.46965459536,1.98886066712584,1.97938466339805,82
3,2017,226.269343321201,227.912914196465,1.97122294514731,1.96186580250226,82
4,2017,227.304506922427,228.786980890847,1.96560985105728,1.95640162479328,82
1,2018,230.131008453517,231.998679515474,1.94727830431358,1.93834749284901,82
2,2018,231.294067831804,233.068637586907,1.93751499822112,1.9285855774516,82
3,2018,232.236192738178,233.863500898544,1.9274814900163,1.91877573478718,82
4,2018,234.238210419173,235.704560436174,1.93971973979434,1.93091185331548,82
1,2019,237.612391745011,239.480932412192,1.93211171966095,1.92371960321372,82
2,2019,238.787155423344,240.553771574642,1.92311093938842,1.91455532504899,82
3,2019,240.74387832162,242.415396583506,1.93104826458618,1.9233546996183,82
4,2019,246.051319325357,247.662857538864,2.00051166626312,1.99373921751836,82
1,2020,253.751419833156,255.670952216124,2.06945885667396,2.06046547911102,82
2,2020,264.389221539474,289.925925242114,2.23550667091535,2.72854044470608,82
3,2020,275.826453793797,301.955875154931,2.43239884288379,2.98044102927886,82
3,2021,468.549469822785,471.977956238228,11.2231203099609,11.181082979057,82
1,2022,476.579899255507,480.192058407939,11.1675638311344,11.1228064578024,82
2,2022,480.108378486366,483.633479899878,11.1749212820194,11.1298963722755,82
3,2022,484.522218714289,487.923128310683,11.279839507158,11.2360121821599,82
1,2023,487.643314293697,491.222084425788,10.7959321975856,10.7540625263638,82
2,2023,490.690419138891,494.176905736732,10.7648203600232,10.7226974071977,82
3,2023,491.249297781673,494.567386406593,10.5435169819363,10.5025716367746,82
4,2023,492.834292750798,495.982686905886,10.4275737390124,10.3875057794214,82
1,2024,497.019240723405,500.545064038949,10.323544779176,10.284083128746,82
2,2024,500.283358134523,503.727164398901,10.3152919865494,10.2761468518799,82
3,2024,498.503251885216,501.763841506686,9.93524130870288,9.8979594999981,82
4,2024,500.185512685669,503.275062353515,9.84084191361224,9.80408688529087,82
1,2001,89.1531777904895,91.0285367119703,1.99014241299771,1.96449096146676,85
2,2001,90.4171829285338,92.1994762266938,1.96687459406911,1.94214034725301,85
3,2001,93.2361411672539,95.1163405737022,2.03190115361597,2.01741282697132,85
4,2001,96.0011541288862,97.7654535956593,2.10248814513389,2.08834590898937,85
1,2002,99.5632319694466,101.499402483153,2.08628258292969,2.06253288476306,85
2,2002,102.076779640554,104.055419721371,2.12267953856248,2.10413296279204,85
3,2002,103.008739917293,104.747728755521,2.09097237157018,2.06955958770399,85
4,2002,103.905213591964,105.431238174351,2.06800425960608,2.04542606758416,85
1,2003,106.760864056348,108.68847310387,2.02287954518696,2.00275089130145,85
2,2003,107.290764997022,109.157757841159,1.97150468153129,1.95417199203097,85
3,2003,109.212918836437,110.956181094107,1.98808113213871,1.97157841999702,85
4,2003,110.692267418257,112.232086186555,1.99361458925592,1.97557534739011,85
1,2004,116.029933930427,117.944129999589,2.05448758657639,2.03448668757106,85
2,2004,117.481040072139,119.302625562127,2.04230266083325,2.02258248615201,85
3,2004,118.982099942284,120.708926932823,2.04016426216213,2.02288678930905,85
4,2004,119.584277515756,121.120706401763,2.01086107329082,1.99355885448539,85
1,2005,124.338243682005,124.338243682005,2.04509088851547,2.04509088851547,85
2,2005,124.485388426725,126.285820968269,1.98635488970723,1.96877138760985,85
3,2005,120.233944023616,121.895496179433,1.79158591302393,1.77949001067321,85
4,2005,123.141573381018,124.563980560739,1.84480743925146,1.82914922319904,85
1,2006,123.279721415253,125.061871150824,1.73324156681184,1.71975297017202,85
2,2006,125.256832437009,126.928042539656,1.74481511545754,1.73040760225296,85
3,2006,125.602097515398,127.187366803717,1.71446539287504,1.70274580953178,85
