origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,forecaster_id
1,2001,89.1462041234737,91.0213312671647,1.98977722917502,1.96412805346678,1
2,2001,90.4064315375175,92.1994621377562,1.96633249787743,1.9421396691488,1
3,2001,93.2862275935672,95.0115243904188,2.03444733047301,2.01226688207221,1
4,2001,96.1281354315912,97.6840923893699,2.10900985069188,2.0843145473869,1
1,2002,99.5632250405092,101.489948726846,2.08628254920799,2.06207949883326,1
2,2002,102.076782275657,103.937419346291,2.12268063619958,2.09850038555871,1
4,2002,103.904973817156,105.432270251082,2.06799345389552,2.04547223027306,1
1,2003,106.760855855289,108.699251766827,2.02287917984974,2.00321032313079,1
3,2003,109.21286241512,110.978457503818,1.98807889878426,1.97247537202685,1
4,2003,110.84869608659,112.34220839958,1.9999914088702,1.97993057479002,1
1,2004,116.025490975957,117.9482802147,2.0543050446994,2.03465226236234,1
2,2004,117.445758111958,119.266397093927,2.04089037958431,2.02117395336891,1
4,2004,119.567129039466,121.06519051712,2.0102110071006,1.99151400443678,1
2,2005,124.4451321427,126.249513711533,1.98490183542851,1.96749579892432,1
3,2005,120.194617674057,121.737310916187,1.79032843549254,1.77456099955281,1
1,2006,123.583198490398,125.789991063756,1.73960886106333,1.73127045942016,1
2,2006,125.332319380598,127.065568083113,1.74704902709699,1.73437850210639,1
4,2006,125.458745524125,126.953072510616,1.67725895421696,1.6684287646613,1
1,2007,129.666135924145,131.381210268796,1.69210321760147,1.67862040603764,1
2,2007,131.097523049909,132.77784573718,1.68864084132357,1.67665850365457,1
4,2007,133.247577398031,134.639358506767,1.67812689852115,1.666854715164,1
1,2008,136.899309535038,138.647336480654,1.67814659077737,1.66658299497473,1
2,2008,138.708203398271,140.356216476081,1.68459342546877,1.67260529887746,1
4,2008,142.83474238786,144.554662787108,1.72086442068521,1.71249047583238,1
1,2009,145.502707917731,148.290812916615,1.69879155428977,1.71182478935322,1
2,2009,151.430964915818,153.709500030745,1.80600520899032,1.80825315059955,1
3,2009,161.264622851949,163.026326738235,2.01967391975999,2.00583782625072,1
4,2009,165.947024325042,168.446203854517,2.12241874952578,2.12384211467909,1
1,2010,169.183563533932,171.15194757698,2.10559717230845,2.09243562279162,1
2,2010,171.509837908882,173.386090987373,2.121001213507,2.10742880686722,1
4,2010,173.99168410671,175.693721390382,2.10216793093258,2.09045555083859,1
2,2011,177.76045455627,179.619800002668,2.0566936283598,2.0445230414634,1
4,2011,183.37695328578,185.651070084928,2.09210731565363,2.08442815392588,1
1,2012,185.586373125564,188.034340554167,2.07967825107408,2.07277923761819,1
2,2012,187.749316101074,190.235597305655,2.08606193692653,2.08018011858059,1
4,2012,190.89330299278,193.193624798114,2.06518043257782,2.05849616580496,1
1,2013,192.913355729452,195.362544749187,2.04882994335512,2.04310610712271,1
2,2013,194.835021640313,197.370616690705,2.04770671824933,2.04469249213822,1
4,2013,200.462750136307,202.709368107888,2.0891809241038,2.08189732500251,1
1,2014,201.509148829136,203.933715384329,2.05018578980404,2.04444863415032,1
2,2014,203.022630926921,205.405221296754,2.04211275840668,2.0354202171657,1
4,2014,206.353460388512,208.615168827481,2.02844852081371,2.02233198873389,1
1,2015,210.177844071135,212.927227478488,2.04644824512059,2.04195537915669,1
2,2015,212.79269984711,215.271174133442,2.0666747264578,2.06058835402787,1
4,2015,215.006392627166,217.324057504145,2.02739701877779,2.02200031230097,1
1,2016,216.619324523096,219.105580071718,2.00783664228368,2.00255496154241,1
3,2016,219.701878715534,222.096802980566,1.99228359039862,1.98659482835872,1
4,2016,222.69028599802,224.987919751476,2.01139756766131,2.00613694166548,1
1,2017,224.434567683254,226.90590711243,1.99532439401062,1.99018918167554,1
2,2017,226.350481965688,228.789348647688,1.99566472580771,1.99018081971291,1
3,2017,227.430765978673,229.814312863216,1.9789368753892,1.97348028011231,1
4,2017,229.204481838215,231.507207825418,1.97417732318542,1.96945630753174,1
1,2018,230.591140934205,233.047311961859,1.95278752519564,1.94800330075664,1
2,2018,232.00282601267,234.425371972432,1.94427333767758,1.93920206629783,1
4,2018,236.16399034956,238.42908355939,1.94844305745612,1.94371933937276,1
1,2019,238.034035805897,240.475091661549,1.93656682391262,1.93206359690803,1
2,2019,239.491483016581,241.896147088194,1.92963904679398,1.92473481094102,1
4,2019,247.844174086751,250.114650165446,2.00765889084148,2.00273480332183,1
1,2020,254.149725623006,256.617683171332,2.07440568908492,2.06953124102206,1
2,2020,257.588177874961,261.007048302683,2.07904365470429,2.07067138980354,1
4,2020,325.381550832286,350.840873068578,3.41004175347339,4.19957242500767,1
1,2021,453.938955671218,458.432456575858,10.4638163144099,10.4677064607606,1
2,2021,465.292476397527,468.922375928884,11.2230213421078,11.1846107252465,1
3,2021,468.682547696386,472.273156490558,11.2339380434132,11.2009777481877,1
1,2022,476.578663518332,480.239707613921,11.1671528907792,11.1262415505626,1
2,2022,480.153619734889,483.769035215931,11.1788518737875,11.1406618325132,1
4,2022,485.80693250853,489.375263154484,11.1038739256383,11.0710518509433,1
2,2023,490.735548888224,494.319795936607,10.7684739790118,10.7332792332513,1
3,2023,491.3904481828,494.922887853791,10.5536019720751,10.5238236917543,1
4,2023,493.301934088945,496.820761719184,10.4521454241479,10.4209387352514,1
1,2024,497.051102181576,500.639319405204,10.3259889585751,10.2909140830955,1
2,2024,500.336600348317,503.877170110828,10.3192445198397,10.2863866509601,1
