origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd
1,2001,177.952113114233,179.715616786571,1.96455364009579,1.940434299748,1.99676244573114,1.99396821843835
2,2001,181.060232089286,182.615722363245,1.9402197339169,1.9247963178657,1.98391098419892,1.97491026597221
3,2001,185.220488222572,188.673795491561,2.01495050048396,1.99595531901464,2.048097866342,2.02651388064196
4,2001,190.013591484755,195.389364391875,2.09302102162005,2.07240208282587,2.15222843487595,2.10838375974466
1,2002,199.061190081357,200.919304626689,2.0594510167659,2.04733448521091,2.09503129572014,2.08898042006013
2,2002,203.991547851848,205.63016636128,2.0981078816537,2.07883694271798,2.10327439344641,2.09979201328002
3,2002,205.429270051711,209.033034687934,2.08285390960133,2.06629343683466,2.13211783332991,2.10533009070454
4,2002,206.40503951768,211.827360953772,2.06122211114226,2.03498498324542,2.14045115400611,2.11856816995532
1,2003,215.265871197764,217.14240189537,1.98154549856271,1.96292167071289,2.13461686582247,2.13489021791492
2,2003,219.492850418598,221.069541141058,1.95394589855516,1.94067300887486,2.17303496834541,2.16911919740685
3,2003,222.475119687315,226.155093151861,1.97753335462857,1.96114779091816,2.22326573434541,2.20838583494856
4,2003,225.8282472543,231.685855347396,2.03648329212957,2.01316951130299,2.25753953309812,2.24890365869501
1,2004,237.152844992374,238.976173748178,2.04241575101459,2.02674524133544,2.26558837747852,2.26217315353796
2,2004,240.759251935319,242.400910759177,2.02338279268788,2.00962283061863,2.26659422134037,2.2630584264484
3,2004,241.843514679528,245.421504885536,2.02742610528057,2.00826544023814,2.25108467294433,2.23852131305678
4,2004,242.81581484339,248.426081114498,2.02948632450197,2.00758093416317,2.24719994349205,2.2302269969151
1,2005,252.736032043492,254.549249472816,1.99665273941292,1.97826914453317,2.2424070457724,2.24046963096903
2,2005,256.217614543838,257.850700533938,1.96911810936117,1.95546345635167,2.25258046143121,2.24797537765148
3,2005,250.348525487922,253.735570747422,1.78467787343956,1.76985992138382,2.18965892381076,2.17998354128717
4,2005,255.63099842542,261.058600520833,1.84120195687459,1.82412828810277,2.28443157115441,2.26185913080403
1,2006,258.491111001306,260.155659675793,1.72197192675725,1.70895606489681,2.13838331781191,2.13800472833598
2,2006,263.424718443333,265.009818989763,1.74211154842023,1.73397925744017,2.15058352817792,2.14689580602254
3,2006,262.431994272018,265.798157610196,1.71142757200567,1.69515373411987,2.12326905061537,2.10973724624865
4,2006,263.248191065131,268.377431650121,1.70411541534704,1.6886349889301,2.11535950653345,2.09665067124418
1,2007,271.952158424305,273.590869337728,1.68260084791833,1.66951586726535,2.09168738806358,2.08338577647072
2,2007,275.165400012941,276.620223977362,1.68363790886507,1.67384690952976,2.06530341044368,2.0618524038175
3,2007,274.822874099661,277.938577344506,1.66794846193451,1.65788297465843,2.03752884880551,2.02141089726736
4,2007,275.892781318598,280.65556893887,1.66963185037726,1.65460966354142,2.03499248399196,2.01477649419703
1,2008,285.624876012299,287.318579324161,1.67764685475538,1.66906806764372,2.01317063733487,2.01171848050446
2,2008,287.651033888201,289.073747901698,1.64950386539222,1.64298056363081,1.99332193891355,1.98875231377765
3,2008,294.340582429618,297.662788373907,1.75528604623761,1.74866894184649,2.03744085077972,2.01899989023644
