origin_year,origin_month,target_quarter,target_year,rgdp_growth,rgdp_growth_ann
2010,3,1,2006,3.18358541374546,
2010,3,2,2006,4.53656720545934,
2010,3,3,2006,2.5492863256938,
2010,3,4,2006,3.51033674301493,3.09976942058536
2010,3,1,2007,3.23169407359747,
2010,3,2,2007,1.60325286502592,
2010,3,3,2007,2.4884146990263,
2010,3,4,2007,1.4082236617901,2.76120882576574
2010,3,1,2008,3.22423921475552,
2010,3,2,2008,-1.24740854628671,
2010,3,3,2008,-1.60568550279053,
2010,3,4,2008,-7.45687536497415,0.545549398882206
2010,3,1,2009,-9.62050720399646,
2010,3,2,2009,-0.51142826333076,
2010,3,3,2009,1.66798313791434,
2010,3,4,2009,0.459223433597322,-4.04440854393032
2010,3,1,2010,,
2010,3,2,2010,,
2010,3,3,2010,,
2010,3,4,2010,,
2010,4,2,1991,0.472542367737017,
2010,4,3,1991,0.248231853796344,
2010,4,4,1991,3.88979781079915,
2010,4,1,1992,4.90857609692299,
2010,4,2,1992,-2.32958000732851,
2010,4,3,1992,-0.669839968852493,
2010,4,4,1992,-1.12894134416554,
2010,4,1,1993,-3.00576412195293,
2010,4,2,1993,0.674577157633105,
2010,4,3,1993,1.7499747799856,
2010,4,4,1993,1.22017253115438,-0.785455317561989
2010,4,1,1994,3.43288683480183,
2010,4,2,1994,2.88271984513331,
2010,4,3,1994,3.25830290835503,
2010,4,4,1994,3.23611547553799,2.49655847490176
2010,4,1,1995,2.74021940497011,
2010,4,2,1995,2.53620206149714,
2010,4,3,1995,1.25999237304228,
2010,4,4,1995,1.37145791415474,3.33437727571535
2010,4,1,1996,0.176165624641955,
2010,4,2,1996,2.95362891779611,
2010,4,3,1996,1.99179198822728,
2010,4,4,1996,1.35219970173517,1.74087815924737
2010,4,1,1997,1.57513130246829,
2010,4,2,1997,5.08321475793394,
2010,4,3,1997,2.67531187231433,
2010,4,4,1997,4.02637504216019,2.61479468264267
2010,4,1,1998,2.8587838189124,
2010,4,2,1998,1.58094019286505,
2010,4,3,1998,2.2192216185944,
2010,4,4,1998,0.808047653797028,2.73577091095276
2010,4,1,1999,3.84383292426769,
2010,4,2,1999,2.46478154771455,
2010,4,3,1999,4.85299927776755,
2010,4,4,1999,4.77768830669516,2.85221571647667
2010,4,1,2000,5.00085643663708,
2010,4,2,2000,3.73905862887738,
2010,4,3,2000,1.91704575024287,
2010,4,4,2000,2.92827384114458,4.0208336113285
2010,4,1,2001,3.0075472379911,
2010,4,2,2001,0.271203433819367,
2010,4,3,2001,0.32319809941268,
2010,4,4,2001,0.514692574756226,1.88664588393754
2010,4,1,2002,0.929325917919743,
2010,4,2,2002,1.86791402699531,
2010,4,3,2002,1.45498073586521,
2010,4,4,2002,0.420980899646661,0.943630644524185
2010,4,1,2003,0.116020903086844,
2010,4,2,2003,0.00585785569156005,
2010,4,3,2003,2.05246618786596,
2010,4,4,2003,2.49302130157134,0.816676555067519
2010,4,1,2004,2.35892871611898,
2010,4,2,2004,1.9757238678574,
2010,4,3,2004,1.45540842252128,
2010,4,4,2004,1.37890659941275,1.9506521561883
2010,4,1,2005,0.962060296122758,
2010,4,2,2005,2.74541921917346,
2010,4,3,2005,2.6786458138965,
2010,4,4,2005,2.18410431313079,1.78965768597872
2010,4,1,2006,3.17170448001425,
2010,4,2,2006,4.53667944181062,
2010,4,3,2006,2.58744165583447,
2010,4,4,2006,3.50202072367187,3.10091556597099
2010,4,1,2007,3.17168909841472,
2010,4,2,2007,1.60317359451976,
2010,4,3,2007,2.45099011802126,
2010,4,4,2007,1.41188748325871,2.74498185491292
2010,4,1,2008,3.08732551857978,
2010,4,2,2008,-1.25995960047218,
2010,4,3,2008,-1.67714084644384,
2010,4,4,2008,-7.42922740119018,0.498700502339333
2010,4,1,2009,-9.4917403417199,
2010,4,2,2009,-0.531830602217964,
2010,4,3,2009,1.62699663227945,
2010,4,4,2009,0.16877425567865,-4.04034110599593
2010,4,1,2010,,
2010,4,2,2010,,
2010,4,3,2010,,
2010,4,4,2010,,
2010,5,2,1991,0.472542367737017,
2010,5,3,1991,0.248231853796344,
2010,5,4,1991,3.88979781079915,
2010,5,1,1992,4.90857609692299,
2010,5,2,1992,-2.32958000732851,
2010,5,3,1992,-0.669839968852493,
2010,5,4,1992,-1.12894134416554,
2010,5,1,1993,-3.00576412195293,
2010,5,2,1993,0.674577157633105,
2010,5,3,1993,1.7499747799856,
2010,5,4,1993,1.22017253115438,-0.785455317561989
2010,5,1,1994,3.43288683480183,
2010,5,2,1994,2.88271984513331,
2010,5,3,1994,3.25830290835503,
2010,5,4,1994,3.23611547553799,2.49655847490176
2010,5,1,1995,2.74021940497011,
2010,5,2,1995,2.53620206149714,
2010,5,3,1995,1.25999237304228,
2010,5,4,1995,1.37145791415474,3.33437727571535
2010,5,1,1996,0.176165624641955,
2010,5,2,1996,2.95362891779611,
2010,5,3,1996,1.99179198822728,
2010,5,4,1996,1.35219970173517,1.74087815924737
2010,5,1,1997,1.57513130246829,
2010,5,2,1997,5.08321475793394,
2010,5,3,1997,2.67531187231433,
2010,5,4,1997,4.02637504216019,2.61479468264267
2010,5,1,1998,2.8587838189124,
2010,5,2,1998,1.58094019286505,
2010,5,3,1998,2.2192216185944,
2010,5,4,1998,0.808047653797028,2.73577091095276
2010,5,1,1999,3.84383292426769,
2010,5,2,1999,2.46478154771455,
2010,5,3,1999,4.85299927776755,
2010,5,4,1999,4.77768830669516,2.85221571647667
2010,5,1,2000,5.00085643663708,
2010,5,2,2000,3.73905862887738,
2010,5,3,2000,1.91704575024287,
2010,5,4,2000,2.92827384114458,4.0208336113285
2010,5,1,2001,3.0075472379911,
2010,5,2,2001,0.271203433819367,
2010,5,3,2001,0.32319809941268,
2010,5,4,2001,0.514692574756226,1.88664588393754
2010,5,1,2002,0.929325917919743,
2010,5,2,2002,1.86791402699531,
2010,5,3,2002,1.45498073586521,
2010,5,4,2002,0.420980899646661,0.943630644524185
2010,5,1,2003,0.116020903086844,
2010,5,2,2003,0.00585785569156005,
2010,5,3,2003,2.05246618786596,
2010,5,4,2003,2.49302130157134,0.816676555067519
2010,5,1,2004,2.35892871611898,
2010,5,2,2004,1.9757238678574,
2010,5,3,2004,1.45540842252128,
2010,5,4,2004,1.37890659941275,1.9506521561883
2010,5,1,2005,0.962060296122758,
2010,5,2,2005,2.74541921917346,
2010,5,3,2005,2.6786458138965,
2010,5,4,2005,2.18410431313079,1.78965768597872
2010,5,1,2006,3.17170448001425,
2010,5,2,2006,4.53667944181062,
2010,5,3,2006,2.58744165583447,
2010,5,4,2006,3.50202072367187,3.10091556597099
2010,5,1,2007,3.17168909841472,
2010,5,2,2007,1.60317359451976,
2010,5,3,2007,2.45099011802126,
2010,5,4,2007,1.41188748325871,2.74498185491292
2010,5,1,2008,3.08732551857978,
2010,5,2,2008,-1.25995960047218,
2010,5,3,2008,-1.67714084644384,
2010,5,4,2008,-7.42922740119018,0.498700502339333
2010,5,1,2009,-9.4917403417199,
2010,5,2,2009,-0.531830602217964,
2010,5,3,2009,1.62699663227945,
2010,5,4,2009,0.16877425567865,-4.04034110599593
2010,5,1,2010,,
2010,5,2,2010,,
2010,5,3,2010,,
2010,5,4,2010,,
2010,6,2,1991,0.472542367737017,
2010,6,3,1991,0.248231853796344,
2010,6,4,1991,3.88979781079915,
2010,6,1,1992,4.90857609692299,
2010,6,2,1992,-2.32958000732851,
2010,6,3,1992,-0.669839968852493,
2010,6,4,1992,-1.12894134416554,
2010,6,1,1993,-3.00576412195293,
2010,6,2,1993,0.674577157633105,
2010,6,3,1993,1.7499747799856,
2010,6,4,1993,1.22017253115438,-0.785455317561989
2010,6,1,1994,3.43288683480183,
2010,6,2,1994,2.88271984513331,
2010,6,3,1994,3.25830290835503,
2010,6,4,1994,3.23611547553799,2.49655847490176
2010,6,1,1995,2.74021940497011,
2010,6,2,1995,2.52862959035727,
2010,6,3,1995,1.27258741175706,
2010,6,4,1995,1.34606357213962,3.33209279474829
2010,6,1,1996,0.208214302653831,
2010,6,2,1996,2.99475249225221,
2010,6,3,1996,1.92892592924769,
2010,6,4,1996,1.38363474735548,1.74683302081311
2010,6,1,1997,1.57048896309564,
2010,6,2,1997,5.09840709578098,
2010,6,3,1997,2.66060361241651,
2010,6,4,1997,3.97838075090804,2.6121868468282
2010,6,1,1998,2.84453020216979,
2010,6,2,1998,1.62324350252545,
2010,6,3,1998,2.27320575857697,
2010,6,4,1998,0.79807992205394,2.7366619801781
2010,6,1,1999,3.76439456811291,
2010,6,2,1999,2.47294131294455,
2010,6,3,1999,4.89288975737372,
2010,6,4,1999,4.80942278999335,2.84851560440942
2010,6,1,2000,4.97873973222682,
2010,6,2,2000,3.71244257242676,
2010,6,3,2000,1.92576596802965,
2010,6,4,2000,2.90708213117556,4.02137921374239
2010,6,1,2001,3.04717725849828,
2010,6,2,2001,0.279088157805618,
2010,6,3,2001,0.293241037201453,
2010,6,4,2001,0.508027944765321,1.88926287984381
2010,6,1,2002,0.928574154520412,
2010,6,2,2002,1.87968103585425,
2010,6,3,2002,1.47455945272368,
2010,6,4,2002,0.425803977752048,0.943855761209056
2010,6,1,2003,0.0811401801116052,
2010,6,2,2003,0.0109668840097221,
2010,6,3,2003,2.07463586032901,
2010,6,4,2003,2.52094816845385,0.817392784471638
2010,6,1,2004,2.31299587262486,
2010,6,2,2004,1.94838197163143,
2010,6,3,2004,1.49552009901079,
2010,6,4,2004,1.35289823819429,1.94576476900366
2010,6,1,2005,1.02690846037699,
2010,6,2,2005,2.76811723203636,
2010,6,3,2005,2.50020078223063,
2010,6,4,2005,2.28637673651591,1.79280484981612
2010,6,1,2006,3.24028135439316,
2010,6,2,2006,4.46200418160372,
2010,6,3,2006,2.55203760682545,
2010,6,4,2006,3.54636593007756,3.10088950498213
2010,6,1,2007,3.2081783867717,
2010,6,2,2007,1.63253983768312,
2010,6,3,2007,2.4629048595854,
2010,6,4,2007,1.37487908436065,2.75808110772671
2010,6,1,2008,3.14653887452803,
2010,6,2,2008,-1.42254104477458,
2010,6,3,2008,-1.9033629993813,
2010,6,4,2008,-7.43891399556086,0.449226986806472
2010,6,1,2009,-9.62117294500969,
2010,6,2,2009,-0.44040965639075,
2010,6,3,2009,1.57130451768195,
2010,6,4,2009,0.484417161816708,-4.08552166317586
2010,6,1,2010,0.799151150325228,
2010,6,2,2010,,
2010,6,3,2010,,
2010,6,4,2010,,
2010,7,2,1991,0.472542367737017,
2010,7,3,1991,0.248231853796344,
2010,7,4,1991,3.88979781079915,
2010,7,1,1992,4.90857609692299,
2010,7,2,1992,-2.32958000732851,
2010,7,3,1992,-0.669839968852493,
2010,7,4,1992,-1.12894134416554,
2010,7,1,1993,-3.00576412195293,
2010,7,2,1993,0.674577157633105,
2010,7,3,1993,1.7499747799856,
2010,7,4,1993,1.22017253115438,-0.785455317561989
2010,7,1,1994,3.43288683480183,
2010,7,2,1994,2.88271984513331,
2010,7,3,1994,3.25830290835503,
2010,7,4,1994,3.23611547553799,2.49655847490176
2010,7,1,1995,2.74021940497011,
2010,7,2,1995,2.60210452490139,
2010,7,3,1995,1.21635447650561,
2010,7,4,1995,1.29813818169449,3.37189077509155
2010,7,1,1996,0.309191672770459,
2010,7,2,1996,2.94494187737655,
2010,7,3,1996,1.92629544732228,
2010,7,4,1996,1.35496191820965,1.76116493737535
2010,7,1,1997,1.5667395353721,
2010,7,2,1997,5.16425454261795,
2010,7,3,1997,2.66483554003627,
2010,7,4,1997,4.04123389154429,2.61897919582086
2010,7,1,1998,2.75300666668146,
2010,7,2,1998,1.68566593710959,
2010,7,3,1998,2.26011026569788,
2010,7,4,1998,0.820433756041727,2.74150170556413
2010,7,1,1999,3.78920333928166,
2010,7,2,1999,2.50463434547932,
2010,7,3,1999,4.85422125655772,
2010,7,4,1999,4.72124754759782,2.85691642595709
2010,7,1,2000,5.0748844639539,
2010,7,2,2000,3.63674375845051,
2010,7,3,2000,1.934783198162,
2010,7,4,2000,2.96237188697639,4.01649014067769
2010,7,1,2001,3.01512660626051,
2010,7,2,2001,0.308682718181519,
2010,7,3,2001,0.292092378310715,
2010,7,4,2001,0.53270270268877,1.8951459144956
2010,7,1,2002,0.915768443560006,
2010,7,2,2002,1.87153433707128,
2010,7,3,2002,1.42915054972106,
2010,7,4,2002,0.427037141263509,0.939907832745623
2010,7,1,2003,0.0826928648042236,
2010,7,2,2003,0.0142548823837796,
2010,7,3,2003,2.05394311765696,
2010,7,4,2003,2.57697787322544,0.813416822736413
2010,7,1,2004,2.24357068808461,
2010,7,2,2004,2.02122909951721,
2010,7,3,2004,1.46647199424867,
2010,7,4,2004,1.31986092647118,1.94445080650849
2010,7,1,2005,1.07410026707391,
2010,7,2,2005,2.82620692124831,
2010,7,3,2005,2.38647194469654,
2010,7,4,2005,2.22699886802804,1.7922461425067
2010,7,1,2006,3.33230300375809,
2010,7,2,2006,4.45485994413943,
2010,7,3,2006,2.52529671127726,
2010,7,4,2006,3.57086861911391,3.09887636911401
2010,7,1,2007,3.17218223280837,
2010,7,2,2007,1.67116946688792,
2010,7,3,2007,2.49375541356363,
2010,7,4,2007,1.49099570673474,2.76853081217165
2010,7,1,2008,2.9990929399063,
2010,7,2,2008,-1.46912115357838,
2010,7,3,2008,-1.84396504620507,
2010,7,4,2008,-7.35428531958355,0.445249672366543
2010,7,1,2009,-9.76873623919247,
2010,7,2,2009,-0.342708483357101,
2010,7,3,2009,1.58205825548154,
2010,7,4,2009,0.510570997855564,-4.08323322967077
2010,7,1,2010,0.808084746335025,
2010,7,2,2010,,
2010,7,3,2010,,
2010,7,4,2010,,
2010,8,2,1991,0.472542367737017,
2010,8,3,1991,0.248231853796344,
2010,8,4,1991,3.88979781079915,
2010,8,1,1992,4.90857609692299,
2010,8,2,1992,-2.32958000732851,
2010,8,3,1992,-0.669839968852493,
2010,8,4,1992,-1.12894134416554,
2010,8,1,1993,-3.00576412195293,
2010,8,2,1993,0.674577157633105,
2010,8,3,1993,1.7499747799856,
2010,8,4,1993,1.22017253115438,-0.785455317561989
2010,8,1,1994,3.43288683480183,
2010,8,2,1994,2.88271984513331,
2010,8,3,1994,3.25830290835503,
2010,8,4,1994,3.23611547553799,2.49655847490176
2010,8,1,1995,2.74021940497011,
2010,8,2,1995,2.60210452490139,
2010,8,3,1995,1.21635447650561,
2010,8,4,1995,1.29813818169449,3.37189077509155
2010,8,1,1996,0.309191672770459,
2010,8,2,1996,2.94494187737655,
2010,8,3,1996,1.92629544732228,
2010,8,4,1996,1.35496191820965,1.76116493737535
2010,8,1,1997,1.5667395353721,
2010,8,2,1997,5.16425454261795,
2010,8,3,1997,2.66483554003627,
2010,8,4,1997,4.04123389154429,2.61897919582086
2010,8,1,1998,2.75300666668146,
2010,8,2,1998,1.68566593710959,
2010,8,3,1998,2.26011026569788,
2010,8,4,1998,0.820433756041727,2.74150170556413
2010,8,1,1999,3.78920333928166,
2010,8,2,1999,2.50463434547932,
2010,8,3,1999,4.85422125655772,
2010,8,4,1999,4.72124754759782,2.85691642595709
2010,8,1,2000,5.0748844639539,
2010,8,2,2000,3.63674375845051,
2010,8,3,2000,1.934783198162,
2010,8,4,2000,2.96237188697639,4.01649014067769
2010,8,1,2001,3.01512660626051,
2010,8,2,2001,0.308682718181519,
2010,8,3,2001,0.292092378310715,
2010,8,4,2001,0.53270270268877,1.8951459144956
2010,8,1,2002,0.915768443560006,
2010,8,2,2002,1.87153433707128,
2010,8,3,2002,1.42915054972106,
2010,8,4,2002,0.427037141263509,0.939907832745623
2010,8,1,2003,0.0826928648042236,
2010,8,2,2003,0.0142548823837796,
2010,8,3,2003,2.05394311765696,
2010,8,4,2003,2.57697787322544,0.813416822736413
2010,8,1,2004,2.24357068808461,
2010,8,2,2004,2.02122909951721,
2010,8,3,2004,1.46647199424867,
2010,8,4,2004,1.31986092647118,1.94445080650849
2010,8,1,2005,1.07410026707391,
2010,8,2,2005,2.82620692124831,
2010,8,3,2005,2.38647194469654,
2010,8,4,2005,2.22699886802804,1.7922461425067
2010,8,1,2006,3.33230300375809,
2010,8,2,2006,4.45485994413943,
2010,8,3,2006,2.52529671127726,
2010,8,4,2006,3.57086861911391,3.09887636911401
2010,8,1,2007,3.17218223280837,
2010,8,2,2007,1.67116946688792,
2010,8,3,2007,2.49375541356363,
2010,8,4,2007,1.49099570673474,2.76853081217165
2010,8,1,2008,2.9990929399063,
2010,8,2,2008,-1.46912115357838,
2010,8,3,2008,-1.84396504620507,
2010,8,4,2008,-7.35428531958355,0.445249672366543
2010,8,1,2009,-9.76873623919247,
2010,8,2,2009,-0.342708483357101,
2010,8,3,2009,1.58205825548154,
2010,8,4,2009,0.510570997855564,-4.08323322967077
2010,8,1,2010,0.808084746335025,
2010,8,2,2010,,
2010,8,3,2010,,
2010,8,4,2010,,
2010,9,2,1991,0.472542367737017,
2010,9,3,1991,0.248231853796344,
2010,9,4,1991,3.88979781079915,
2010,9,1,1992,4.90857609692299,
2010,9,2,1992,-2.32958000732851,
2010,9,3,1992,-0.669839968852493,
2010,9,4,1992,-1.12894134416554,
2010,9,1,1993,-3.00576412195293,
2010,9,2,1993,0.674577157633105,
2010,9,3,1993,1.7499747799856,
2010,9,4,1993,1.22017253115438,-0.785455317561989
2010,9,1,1994,3.43288683480183,
2010,9,2,1994,2.88271984513331,
2010,9,3,1994,3.25830290835503,
2010,9,4,1994,3.23611547553799,2.49655847490176
2010,9,1,1995,2.74021940497011,
2010,9,2,1995,2.51509535921666,
2010,9,3,1995,1.17551649471421,
2010,9,4,1995,1.28830483286384,3.3665060020299
2010,9,1,1996,0.395915579992079,
2010,9,2,1996,2.92618796831454,
2010,9,3,1996,1.92527937158198,
2010,9,4,1996,1.36072879947913,1.77311306302916
2010,9,1,1997,1.55222534418757,
2010,9,2,1997,5.1732112098462,
2010,9,3,1997,2.69665139584405,
2010,9,4,1997,4.00400044476101,2.61844882047144
2010,9,1,1998,2.78409426513859,
2010,9,2,1998,1.69179832075947,
2010,9,3,1998,2.24282684934616,
2010,9,4,1998,0.771674269665312,2.74275186211896
2010,9,1,1999,3.76929000174595,
2010,9,2,1999,2.55513077528455,
2010,9,3,1999,4.88000549971002,
2010,9,4,1999,4.74423636151675,2.85506002192562
2010,9,1,2000,5.0344537099261,
2010,9,2,2000,3.62900060307085,
2010,9,3,2000,1.9748665761629,
2010,9,4,2000,2.99377815679465,4.02274774701561
2010,9,1,2001,3.00669582299178,
2010,9,2,2001,0.242284784633418,
2010,9,3,2001,0.288390449088527,
2010,9,4,2001,0.492055548596881,1.88766716043067
2010,9,1,2002,0.941449569674591,
2010,9,2,2002,1.91022742663591,
2010,9,3,2002,1.43922708110449,
2010,9,4,2002,0.465256220282639,0.944908862816018
2010,9,1,2003,0.011160927955034,
2010,9,2,2003,-0.00849998202011593,
2010,9,3,2003,2.08164914864508,
2010,9,4,2003,2.69727402535569,0.812775170265434
2010,9,1,2004,2.18433698971026,
2010,9,2,2004,1.99176312688514,
2010,9,3,2004,1.39222550030529,
2010,9,4,2004,1.40777315543243,1.94468950044806
2010,9,1,2005,1.02370034751966,
2010,9,2,2005,2.87013259688422,
2010,9,3,2005,2.33168925173657,
2010,9,4,2005,2.29567641588802,1.79060868544583
2010,9,1,2006,3.45976337612099,
2010,9,2,2006,4.48015402208983,
2010,9,3,2006,2.4983422179865,
2010,9,4,2006,3.79705648785884,3.1549998552278
2010,9,1,2007,3.44478109062349,
2010,9,2,2007,1.56250581908928,
2010,9,3,2007,2.4311490564261,
2010,9,4,2007,1.55591387990184,2.8519943353327
2010,9,1,2008,2.8110528323426,
2010,9,2,2008,-1.66771392042153,
2010,9,3,2008,-2.06919572936997,
2010,9,4,2008,-7.0884100010622,0.348323575602483
2010,9,1,2009,-9.59858770239885,
2010,9,2,2009,-0.518810133713032,
2010,9,3,2009,1.69670254825702,
2010,9,4,2009,0.682086124822789,-4.03421475061373
2010,9,1,2010,1.28519723898608,
2010,9,2,2010,3.90162069670983,
2010,9,3,2010,,
2010,9,4,2010,,
2010,10,2,1991,0.472542367737017,
2010,10,3,1991,0.248231853796344,
2010,10,4,1991,3.88979781079915,
2010,10,1,1992,4.90857609692299,
2010,10,2,1992,-2.32958000732851,
2010,10,3,1992,-0.669839968852493,
2010,10,4,1992,-1.12894134416554,
2010,10,1,1993,-3.00576412195293,
2010,10,2,1993,0.674577157633105,
2010,10,3,1993,1.7499747799856,
2010,10,4,1993,1.22017253115438,-0.785455317561989
2010,10,1,1994,3.43288683480183,
2010,10,2,1994,2.88271984513331,
2010,10,3,1994,3.25830290835503,
2010,10,4,1994,3.23611547553799,2.49655847490176
2010,10,1,1995,2.74021940497011,
2010,10,2,1995,2.49922631315076,
2010,10,3,1995,1.16474202954475,
2010,10,4,1995,1.29053270404336,3.36485567171858
2010,10,1,1996,0.414729930118263,
2010,10,2,1996,2.91477502153894,
2010,10,3,1996,1.91405866468803,
2010,10,4,1996,1.35726087833754,1.77307269777511
2010,10,1,1997,1.54840492429449,
2010,10,2,1997,5.18315299546888,
2010,10,3,1997,2.69700898966037,
2010,10,4,1997,4.00566494694503,2.61669368029243
2010,10,1,1998,2.78014703108418,
2010,10,2,1998,1.69019787685751,
2010,10,3,1998,2.24270406679623,
2010,10,4,1998,0.782697758791606,2.74310117759964
2010,10,1,1999,3.76507470938281,
2010,10,2,1999,2.55883023846093,
2010,10,3,1999,4.8852999743203,
2010,10,4,1999,4.73905680276467,2.85703692257819
2010,10,1,2000,5.03043515357466,
2010,10,2,2000,3.62296825179143,
2010,10,3,2000,1.98008464173949,
2010,10,4,2000,2.99313615246641,4.02116358375924
2010,10,1,2001,3.0124895219926,
2010,10,2,2001,0.249063308696029,
2010,10,3,2001,0.304363985453127,
2010,10,4,2001,0.510502427876469,1.89375500187099
2010,10,1,2002,0.942518722221153,
2010,10,2,2002,1.90824968094692,
2010,10,3,2002,1.44283216700754,
2010,10,4,2002,0.448284209893823,0.950094608921814
2010,10,1,2003,0.0110210147867162,
2010,10,2,2003,-0.0144531711866347,
2010,10,3,2003,2.0777365500517,
2010,10,4,2003,2.69564642459861,0.808162683818114
2010,10,1,2004,2.13643585001464,
2010,10,2,2004,2.00350795233146,
2010,10,3,2004,1.39478134092506,
2010,10,4,2004,1.4224384708073,1.93502829003043
2010,10,1,2005,0.992424111970913,
2010,10,2,2005,2.85948407906247,
2010,10,3,2005,2.32945812963306,
2010,10,4,2005,2.31150511202609,1.78526336856222
2010,10,1,2006,3.47105397162748,
2010,10,2,2006,4.46987742928473,
2010,10,3,2006,2.48267239869,
2010,10,4,2006,3.81251495369024,3.1569311160407
2010,10,1,2007,3.4022457859088,
2010,10,2,2007,1.55396468114235,
2010,10,3,2007,2.39287111183895,
2010,10,4,2007,1.56302744173131,2.83570563787725
2010,10,1,2008,2.75103084535622,
2010,10,2,2008,-1.70142644860691,
2010,10,3,2008,-2.0709181806985,
2010,10,4,2008,-7.1112190090371,0.321641199026046
2010,10,1,2009,-9.59886923137251,
2010,10,2,2009,-0.583396131270364,
2010,10,3,2009,1.72337780945073,
2010,10,4,2009,0.791494763093636,-4.04302719308424
2010,10,1,2010,1.36488153616738,
2010,10,2,2010,3.88561036634787,
2010,10,3,2010,,
2010,10,4,2010,,
2010,11,2,1991,0.472542367737017,
2010,11,3,1991,0.248231853796344,
2010,11,4,1991,3.88979781079915,
2010,11,1,1992,4.90857609692299,
2010,11,2,1992,-2.32958000732851,
2010,11,3,1992,-0.669839968852493,
2010,11,4,1992,-1.12894134416554,
2010,11,1,1993,-3.00576412195293,
2010,11,2,1993,0.674577157633105,
2010,11,3,1993,1.7499747799856,
2010,11,4,1993,1.22017253115438,-0.785455317561989
2010,11,1,1994,3.43288683480183,
2010,11,2,1994,2.88271984513331,
2010,11,3,1994,3.25830290835503,
2010,11,4,1994,3.23611547553799,2.49655847490176
2010,11,1,1995,2.74021940497011,
2010,11,2,1995,2.49922631315076,
2010,11,3,1995,1.16474202954475,
2010,11,4,1995,1.29053270404336,3.36485567171858
2010,11,1,1996,0.414729930118263,
2010,11,2,1996,2.91477502153894,
2010,11,3,1996,1.91405866468803,
2010,11,4,1996,1.35726087833754,1.77307269777511
2010,11,1,1997,1.54840492429449,
2010,11,2,1997,5.18315299546888,
2010,11,3,1997,2.69700898966037,
2010,11,4,1997,4.00566494694503,2.61669368029243
2010,11,1,1998,2.78014703108418,
2010,11,2,1998,1.69019787685751,
2010,11,3,1998,2.24270406679623,
2010,11,4,1998,0.782697758791606,2.74310117759964
2010,11,1,1999,3.76507470938281,
2010,11,2,1999,2.55883023846093,
2010,11,3,1999,4.8852999743203,
2010,11,4,1999,4.73905680276467,2.85703692257819
2010,11,1,2000,5.03043515357466,
2010,11,2,2000,3.62296825179143,
2010,11,3,2000,1.98008464173949,
2010,11,4,2000,2.99313615246641,4.02116358375924
2010,11,1,2001,3.0124895219926,
2010,11,2,2001,0.249063308696029,
2010,11,3,2001,0.304363985453127,
2010,11,4,2001,0.510502427876469,1.89375500187099
2010,11,1,2002,0.942518722221153,
2010,11,2,2002,1.90824968094692,
2010,11,3,2002,1.44283216700754,
2010,11,4,2002,0.448284209893823,0.950094608921814
2010,11,1,2003,0.0110210147867162,
2010,11,2,2003,-0.0144531711866347,
2010,11,3,2003,2.0777365500517,
2010,11,4,2003,2.69564642459861,0.808162683818114
2010,11,1,2004,2.13643585001464,
2010,11,2,2004,2.00350795233146,
2010,11,3,2004,1.39478134092506,
2010,11,4,2004,1.4224384708073,1.93502829003043
2010,11,1,2005,0.992424111970913,
2010,11,2,2005,2.85948407906247,
2010,11,3,2005,2.32945812963306,
2010,11,4,2005,2.31150511202609,1.78526336856222
2010,11,1,2006,3.47105397162748,
2010,11,2,2006,4.46987742928473,
2010,11,3,2006,2.48267239869,
2010,11,4,2006,3.81251495369024,3.1569311160407
2010,11,1,2007,3.4022457859088,
2010,11,2,2007,1.55396468114235,
2010,11,3,2007,2.39287111183895,
2010,11,4,2007,1.56302744173131,2.83570563787725
2010,11,1,2008,2.75103084535622,
2010,11,2,2008,-1.70142644860691,
2010,11,3,2008,-2.0709181806985,
2010,11,4,2008,-7.1112190090371,0.321641199026046
2010,11,1,2009,-9.59886923137251,
2010,11,2,2009,-0.583396131270364,
2010,11,3,2009,1.72337780945073,
2010,11,4,2009,0.791494763093636,-4.04302719308424
2010,11,1,2010,1.36488153616738,
2010,11,2,2010,3.88561036634787,
2010,11,3,2010,,
2010,11,4,2010,,
2010,12,2,1991,0.472542367737017,
2010,12,3,1991,0.248231853796344,
2010,12,4,1991,3.88979781079915,
2010,12,1,1992,4.90857609692299,
2010,12,2,1992,-2.32958000732851,
2010,12,3,1992,-0.669839968852493,
2010,12,4,1992,-1.12894134416554,
2010,12,1,1993,-3.00576412195293,
2010,12,2,1993,0.674577157633105,
2010,12,3,1993,1.7499747799856,
2010,12,4,1993,1.22017253115438,-0.785455317561989
2010,12,1,1994,3.43288683480183,
2010,12,2,1994,2.88271984513331,
2010,12,3,1994,3.25830290835503,
2010,12,4,1994,3.23611547553799,2.49655847490176
2010,12,1,1995,2.74021940497011,
2010,12,2,1995,2.43430974459082,
2010,12,3,1995,1.21653020665635,
2010,12,4,1995,1.31882967353281,3.36377847232794
2010,12,1,1996,0.400420218400721,
2010,12,2,1996,2.89369472161949,
2010,12,3,1996,1.91794398294161,
2010,12,4,1996,1.34596291636875,1.77401102300092
2010,12,1,1997,1.55944574758116,
2010,12,2,1997,5.18407258812874,
2010,12,3,1997,2.69082131790386,
2010,12,4,1997,4.02102587530198,2.61687632419774
2010,12,1,1998,2.76980317125761,
2010,12,2,1998,1.69405797524049,
2010,12,3,1998,2.24248848379034,
2010,12,4,1998,0.782703936404605,2.74334221487682
2010,12,1,1999,3.76289390287869,
2010,12,2,1999,2.5526543492896,
