origin_year,origin_month,target_quarter,target_year,rgdp_growth,rgdp_growth_ann
2001,4,4,1997,3.59973205362374,2.31477722000311
2001,4,1,1998,3.56629010829461,
2001,4,2,1998,1.2979694127919,
2001,4,3,1998,2.32838326100828,
2001,4,4,1998,1.031845155816,2.79543343272097
2001,4,1,1999,3.14396944211055,
2001,4,2,1999,2.19943459981997,
2001,4,3,1999,4.07845750807045,
2001,4,4,1999,4.02089109551278,2.5236384761715
2001,4,1,2000,3.7440865434178,
2001,4,2,2000,3.06382008204198,
2001,4,3,2000,2.23845215236032,
2001,4,4,2000,2.84977351479012,3.36534227141199
2001,4,1,2001,,
2001,4,2,2001,,
2001,4,3,2001,,
2001,4,4,2001,,
2001,5,2,1991,1.12498016162488,
2001,5,3,1991,0.148815841229366,
2001,5,4,1991,3.87301470725134,
2001,5,1,1992,5.95594093058895,
2001,5,2,1992,-2.45561850958964,
2001,5,3,1992,-1.05851591465951,
2001,5,4,1992,-1.12472806440553,
2001,5,1,1993,-2.72660949136438,
2001,5,2,1993,0.162038884735183,
2001,5,3,1993,1.57649647215792,
2001,5,4,1993,1.62923287945829,-0.861354265450365
2001,5,1,1994,3.59586130502141,
2001,5,2,1994,2.2504675990455,
2001,5,3,1994,2.98757229601374,
2001,5,4,1994,3.18368938526112,2.40389789432036
2001,5,1,1995,2.28350917833167,
2001,5,2,1995,2.17301888543981,
2001,5,3,1995,0.382008238114961,
2001,5,4,1995,1.02750689639974,2.19501135830089
2001,5,1,1996,1.16946291942803,
2001,5,2,1996,2.15011642939214,
2001,5,3,1996,2.50193949805644,
2001,5,4,1996,0.632818857244355,1.42240525699282
2001,5,1,1997,1.13490336842408,
2001,5,2,1997,4.75635876569991,
2001,5,3,1997,2.84976929426788,
2001,5,4,1997,3.58184983691825,2.31477763728785
2001,5,1,1998,3.8009913844905,
2001,5,2,1998,1.3395867391635,
2001,5,3,1998,2.33251961747425,
2001,5,4,1998,0.944886278737345,2.86696214263329
2001,5,1,1999,3.25148316482584,
2001,5,2,1999,2.11810759070918,
2001,5,3,1999,4.12102083953767,
2001,5,4,1999,4.03884030982378,2.52799670277242
2001,5,1,2000,3.77528860696574,
2001,5,2,2000,3.1226687751984,
2001,5,3,2000,2.27915682084887,
2001,5,4,2000,2.68168566946252,3.38220156568767
2001,5,1,2001,,
2001,5,2,2001,,
2001,5,3,2001,,
2001,5,4,2001,,
2001,6,2,1991,1.12498016162488,
2001,6,3,1991,0.148815841229366,
2001,6,4,1991,3.87301470725134,
2001,6,1,1992,5.95594093058895,
2001,6,2,1992,-2.45561850958964,
2001,6,3,1992,-1.05851591465951,
2001,6,4,1992,-1.12472806440553,
2001,6,1,1993,-2.72660949136438,
2001,6,2,1993,0.162038884735183,
2001,6,3,1993,1.57649647215792,
2001,6,4,1993,1.62923287945829,-0.861354265450365
2001,6,1,1994,3.59586130502141,
2001,6,2,1994,2.2504675990455,
2001,6,3,1994,2.98757229601374,
2001,6,4,1994,3.18368938526112,2.40389789432036
2001,6,1,1995,2.28350917833167,
2001,6,2,1995,2.17301888543981,
2001,6,3,1995,0.382008238114961,
2001,6,4,1995,1.02750689639974,2.19501135830089
2001,6,1,1996,1.16946291942803,
2001,6,2,1996,2.15011642939214,
2001,6,3,1996,2.50193949805644,
2001,6,4,1996,0.632818857244355,1.42240525699282
2001,6,1,1997,1.13490336842408,
2001,6,2,1997,4.75635876569991,
2001,6,3,1997,2.84976929426788,
2001,6,4,1997,3.58184983691825,2.31477763728785
2001,6,1,1998,3.8009913844905,
2001,6,2,1998,1.3395867391635,
2001,6,3,1998,2.33251961747425,
2001,6,4,1998,0.944886278737345,2.86696214263329
2001,6,1,1999,3.25148316482584,
2001,6,2,1999,2.11810759070918,
2001,6,3,1999,4.12102083953767,
2001,6,4,1999,4.03884030982378,2.52799670277242
2001,6,1,2000,3.77528860696574,
2001,6,2,2000,3.1226687751984,
2001,6,3,2000,2.27915682084887,
2001,6,4,2000,2.68168566946252,3.38220156568767
2001,6,1,2001,,
2001,6,2,2001,,
2001,6,3,2001,,
2001,6,4,2001,,
2001,7,2,1991,1.05121673845479,
2001,7,3,1991,-0.00996940672730595,
2001,7,4,1991,3.9205399913538,
2001,7,1,1992,5.99421609034667,
2001,7,2,1992,-2.49120673522403,
2001,7,3,1992,-0.937605519471374,
2001,7,4,1992,-1.15104916961237,
2001,7,1,1993,-2.88262496431672,
2001,7,2,1993,0.314659308714549,
2001,7,3,1993,1.60944996498464,
2001,7,4,1993,1.62043889784009,-0.861355029208777
2001,7,1,1994,3.51688399695422,
2001,7,2,1994,2.32002058474339,
2001,7,3,1994,2.83021061053559,
2001,7,4,1994,3.40629517199069,2.40389906208551
2001,7,1,1995,2.21391989285327,
2001,7,2,1995,2.15905713703166,
2001,7,3,1995,0.379495896299087,
2001,7,4,1995,0.93747579658503,2.19500963382258
2001,7,1,1996,1.32324665575336,
2001,7,2,1996,2.05471436340903,
2001,7,3,1996,2.49460789548872,
2001,7,4,1996,0.606355068013964,1.42240600846943
2001,7,1,1997,1.15901880189271,
2001,7,2,1997,4.82842628678435,
2001,7,3,1997,2.82310645558797,
2001,7,4,1997,3.51580695634033,2.31477891574361
2001,7,1,1998,3.91281199136773,
2001,7,2,1998,1.33558559800491,
2001,7,3,1998,2.2249500460034,
2001,7,4,1998,0.911296120925131,2.86696032176415
2001,7,1,1999,3.29251087836839,
2001,7,2,1999,2.1866755556742,
2001,7,3,1999,4.11598662193462,
2001,7,4,1999,4.00286635529183,2.52820096018607
2001,7,1,2000,3.84502351856724,
2001,7,2,2000,3.02277283784982,
2001,7,3,2000,2.39410547984213,
2001,7,4,2000,2.43192810853234,3.37643084908619
2001,7,1,2001,2.20515515349451,
2001,7,2,2001,,
2001,7,3,2001,,
2001,7,4,2001,,
2001,8,2,1991,1.08135113756724,
2001,8,3,1991,-0.0169395832674168,
2001,8,4,1991,3.86028875985958,
2001,8,1,1992,6.01759821926522,
2001,8,2,1992,-2.48899087981659,
2001,8,3,1992,-0.908697812907111,
2001,8,4,1992,-1.14652181647289,
2001,8,1,1993,-2.86109101661087,
2001,8,2,1993,0.301059793002567,
2001,8,3,1993,1.54294792637655,
2001,8,4,1993,1.62932190995664,-0.861355029208777
2001,8,1,1994,3.61471200474433,
2001,8,2,1994,2.22191706702244,
2001,8,3,1994,2.85778965287489,
2001,8,4,1994,3.38045585698541,2.4038992559364
2001,8,1,1995,2.21457864675907,
2001,8,2,1995,2.18009776647807,
2001,8,3,1995,0.413072824375704,
2001,8,4,1995,0.922298218968831,2.19500962966739
2001,8,1,1996,1.32240040106226,
2001,8,2,1996,2.01469288041298,
2001,8,3,1996,2.53722220976198,
2001,8,4,1996,0.601959944668584,1.42240600583465
2001,8,1,1997,1.15716726294,
2001,8,2,1997,4.832350331747,
2001,8,3,1997,2.75135947650118,
2001,8,4,1997,3.62429539138061,2.31477854624291
2001,8,1,1998,3.83512185520549,
2001,8,2,1998,1.373338851907,
2001,8,3,1998,2.24435213020706,
2001,8,4,1998,0.882114399433442,2.86696032688185
2001,8,1,1999,3.41209063640835,
2001,8,2,1999,2.07100897825991,
2001,8,3,1999,4.01443095623535,
2001,8,4,1999,4.0920859996628,2.52820113810275
2001,8,1,2000,3.75637945658089,
2001,8,2,2000,3.17804551457606,
2001,8,3,2000,2.36536613610974,
2001,8,4,2000,2.42528734565577,3.37638802870124
2001,8,1,2001,2.35745927445967,
2001,8,2,2001,,
2001,8,3,2001,,
2001,8,4,2001,,
2001,9,2,1991,0.841332714400411,
2001,9,3,1991,0.292186238986236,
2001,9,4,1991,3.68470964114307,
2001,9,1,1992,6.06693048044398,
2001,9,2,1992,-2.72207460449393,
2001,9,3,1992,-0.626125724150328,
2001,9,4,1992,-1.35108610362086,
2001,9,1,1993,-2.72852484101649,
2001,9,2,1993,0.161374048233709,
2001,9,3,1993,1.79007511522771,
2001,9,4,1993,1.41953252002818,-0.854229962877096
2001,9,1,1994,3.41086556010453,
2001,9,2,1994,2.32592621854888,
2001,9,3,1994,2.98886113363803,
2001,9,4,1994,3.30255754421043,2.36713711005461
2001,9,1,1995,2.14354500889271,
2001,9,2,1995,2.49469266604576,
2001,9,3,1995,0.404027558746245,
2001,9,4,1995,0.827940929629678,2.23731239775924
2001,9,1,1996,1.12207578076406,
2001,9,2,1996,2.40174720864823,
2001,9,3,1996,2.32072270311448,
2001,9,4,1996,0.683361866531751,1.42312730155909
2001,9,1,1997,1.11341834296861,
2001,9,2,1997,4.76930198987045,
2001,9,3,1997,2.69049087496911,
2001,9,4,1997,3.92622136013234,2.31594438316227
2001,9,1,1998,3.56600240421159,
2001,9,2,1998,1.52315176565991,
2001,9,3,1998,2.05970231992401,
2001,9,4,1998,0.639755161962263,2.83438828885305
2001,9,1,1999,3.92114602390967,
2001,9,2,1999,2.02195374370384,
2001,9,3,1999,4.48486091449987,
2001,9,4,1999,3.97973979890973,2.63635449245252
2001,9,1,2000,3.96621216858499,
2001,9,2,2000,3.122870020304,
2001,9,3,2000,2.0006956078134,
2001,9,4,2000,2.41662200697821,3.4051373037326
2001,9,1,2001,2.06303883718004,
2001,9,2,2001,0.201769249791095,
2001,9,3,2001,,
2001,9,4,2001,,
2001,10,2,1991,0.841332714400411,
2001,10,3,1991,0.292186238986236,
2001,10,4,1991,3.68470964114307,
2001,10,1,1992,6.06693048044398,
2001,10,2,1992,-2.72207460449393,
2001,10,3,1992,-0.626125724150328,
2001,10,4,1992,-1.35108610362086,
2001,10,1,1993,-2.72852484101649,
2001,10,2,1993,0.161374048233709,
2001,10,3,1993,1.79007511522771,
2001,10,4,1993,1.41953252002818,-0.854229962877096
2001,10,1,1994,3.41086556010453,
2001,10,2,1994,2.32592621854888,
2001,10,3,1994,2.98886113363803,
2001,10,4,1994,3.30255754421043,2.36713711005461
2001,10,1,1995,2.14354500889271,
2001,10,2,1995,2.49469266604576,
2001,10,3,1995,0.404027558746245,
2001,10,4,1995,0.827940929629678,2.23731239775924
2001,10,1,1996,1.12207578076406,
2001,10,2,1996,2.40174720864823,
2001,10,3,1996,2.32072270311448,
2001,10,4,1996,0.683361866531751,1.42312730155909
2001,10,1,1997,1.11341834296861,
2001,10,2,1997,4.76930198987045,
2001,10,3,1997,2.69049087496911,
2001,10,4,1997,3.92622136013234,2.31594438316227
2001,10,1,1998,3.56600240421159,
2001,10,2,1998,1.52315176565991,
2001,10,3,1998,2.05970231992401,
2001,10,4,1998,0.639755161962263,2.83438828885305
2001,10,1,1999,3.92114602390967,
2001,10,2,1999,2.02195374370384,
2001,10,3,1999,4.48486091449987,
2001,10,4,1999,3.97973979890973,2.63635449245252
2001,10,1,2000,3.96621216858499,
2001,10,2,2000,3.122870020304,
2001,10,3,2000,2.0006956078134,
2001,10,4,2000,2.41662200697821,3.4051373037326
2001,10,1,2001,2.06303883718004,
2001,10,2,2001,0.201769249791095,
2001,10,3,2001,,
2001,10,4,2001,,
2001,11,2,1991,0.826895509254677,
2001,11,3,1991,0.230060490920181,
2001,11,4,1991,3.72589521448536,
2001,11,1,1992,6.03463816090324,
2001,11,2,1992,-2.80754843857051,
2001,11,3,1992,-0.664829897832187,
2001,11,4,1992,-1.28048891377872,
2001,11,1,1993,-2.67508180764632,
2001,11,2,1993,0.13180414926246,
2001,11,3,1993,1.85337563765786,
2001,11,4,1993,1.31147933649682,-0.842026132440921
2001,11,1,1994,3.61072844414394,
2001,11,2,1994,1.97302501710628,
2001,11,3,1994,2.99321426262205,
2001,11,4,1994,3.48303183078535,2.34748603266628
2001,11,1,1995,1.96485389324383,
2001,11,2,1995,2.72692324144741,
2001,11,3,1995,0.49370221110423,
2001,11,4,1995,0.57370259011964,2.24328939971314
2001,11,1,1996,1.12832360921509,
2001,11,2,1996,2.54427374009882,
2001,11,3,1996,2.20632456491232,
2001,11,4,1996,0.806562515820142,1.42235443576608
2001,11,1,1997,1.22140924010326,
2001,11,2,1997,4.56556006164524,
2001,11,3,1997,2.73852610796739,
2001,11,4,1997,4.03637234912262,2.33662989614065
2001,11,1,1998,3.54857143052616,
2001,11,2,1998,1.60432316259735,
2001,11,3,1998,2.09753788214615,
2001,11,4,1998,0.64364517487383,2.86449901526038
2001,11,1,1999,3.6614354259018,
2001,11,2,1999,2.277791914628,
2001,11,3,1999,4.51125156113943,
2001,11,4,1999,3.93194926611447,2.63139381659301
2001,11,1,2000,3.68578388969572,
2001,11,2,2000,3.37183655789,
2001,11,3,2000,1.8733580142565,
2001,11,4,2000,2.48658105516149,3.38079139024221
2001,11,1,2001,1.99771693451605,
2001,11,2,2001,0.344061185137323,
2001,11,3,2001,,
2001,11,4,2001,,
2001,12,2,1991,0.742142212305152,
2001,12,3,1991,0.268200000827212,
2001,12,4,1991,3.82022940707094,
2001,12,1,1992,5.90925337701715,
2001,12,2,1992,-2.68131949792176,
2001,12,3,1992,-0.826490125677681,
2001,12,4,1992,-1.14660403126766,
2001,12,1,1993,-2.68611156197771,
2001,12,2,1993,0.0565558984629622,
2001,12,3,1993,1.78118513866556,
2001,12,4,1993,1.54337786662402,-0.840323031541246
2001,12,1,1994,3.53139355203718,
2001,12,2,1994,1.89929396154855,
2001,12,3,1994,3.01419371429839,
2001,12,4,1994,3.36153944687025,2.33895626338585
2001,12,1,1995,1.98781955531187,
2001,12,2,1995,2.75703540512031,
2001,12,3,1995,0.580136080980509,
2001,12,4,1995,0.601155352389338,2.24301386596704
2001,12,1,1996,0.982036561426947,
2001,12,2,1996,2.71332076485076,
2001,12,3,1996,2.16568562540456,
2001,12,4,1996,0.763363490809454,1.42715899877435
2001,12,1,1997,1.36275116811306,
2001,12,2,1997,4.47783525681538,
2001,12,3,1997,2.63946907005797,
2001,12,4,1997,4.09849575483685,2.34475392105351
2001,12,1,1998,3.62541929634577,
2001,12,2,1998,1.63615515407727,
2001,12,3,1998,2.02859436086245,
2001,12,4,1998,0.54179337520861,2.86821525288536
2001,12,1,1999,3.73481250667911,
2001,12,2,1999,2.39387770401616,
2001,12,3,1999,4.4851492073912,
2001,12,4,1999,3.96834345197199,2.64442293698333
2001,12,1,2000,3.51941360992301,
2001,12,2,2000,3.54970613337475,
2001,12,3,2000,1.87014333502742,
2001,12,4,2000,2.37732271028879,3.37615826817732
2001,12,1,2001,2.09132922558055,
2001,12,2,2001,0.286681828233037,
2001,12,3,2001,0.385792469003743,
2001,12,4,2001,,
2002,1,2,1991,0.786385002418832,
2002,1,3,1991,0.288195043804129,
2002,1,4,1991,3.69325564874532,
2002,1,1,1992,5.97145724898835,
2002,1,2,1992,-2.79774822990261,
2002,1,3,1992,-0.723737344476427,
2002,1,4,1992,-0.948044383700275,
2002,1,1,1993,-2.87990289662321,
2002,1,2,1993,0.0643690235962779,
2002,1,3,1993,1.82521421678954,
2002,1,4,1993,1.54027352980426,-0.840322840988661
2002,1,1,1994,3.58471206957427,
2002,1,2,1994,1.84282664278237,
2002,1,3,1994,2.93809189475087,
2002,1,4,1994,3.38692934308438,2.33895626338587
2002,1,1,1995,2.00543866781941,
2002,1,2,1995,2.71771075129093,
2002,1,3,1995,0.605258348529514,
2002,1,4,1995,0.725899239844985,2.24302674290566
2002,1,1,1996,0.88695654637565,
2002,1,2,1996,2.71309327189351,
2002,1,3,1996,2.14173184003821,
2002,1,4,1996,0.804261679394935,1.42711492369727
2002,1,1,1997,1.37415590078684,
2002,1,2,1997,4.48490669018675,
2002,1,3,1997,2.53794313508893,
2002,1,4,1997,4.19256644987249,2.34679855784861
2002,1,1,1998,3.59520478034243,
2002,1,2,1998,1.6559111335777,
2002,1,3,1998,2.08758882679774,
2002,1,4,1998,0.486926641901331,2.87356297844765
2002,1,1,1999,3.68906050600992,
2002,1,2,1999,2.52550991846712,
2002,1,3,1999,4.41874542105116,
2002,1,4,1999,3.94443374673268,2.64633809971848
2002,1,1,2000,3.60552915185686,
2002,1,2,2000,3.55783336618241,
2002,1,3,2000,1.65103910582047,
2002,1,4,2000,2.35250056722371,3.36523313581993
2002,1,1,2001,2.32500340291779,
2002,1,2,2001,0.252532341855338,
2002,1,3,2001,0.496624005674784,
2002,1,4,2001,,
2002,1,1,2002,,
2002,1,2,2002,,
2002,1,3,2002,,
2002,1,4,2002,,
2002,2,2,1991,0.786385002418832,
2002,2,3,1991,0.288195043804129,
2002,2,4,1991,3.69325564874532,
2002,2,1,1992,5.97145724898835,
2002,2,2,1992,-2.79774822990261,
2002,2,3,1992,-0.723737344476427,
2002,2,4,1992,-0.948044383700275,
2002,2,1,1993,-2.87990289662321,
2002,2,2,1993,0.0643690235962779,
2002,2,3,1993,1.82521421678954,
2002,2,4,1993,1.54027352980426,-0.840322840988661
2002,2,1,1994,3.58471206957427,
2002,2,2,1994,1.84282664278237,
2002,2,3,1994,2.93809189475087,
2002,2,4,1994,3.38692934308438,2.33895626338587
2002,2,1,1995,2.00543866781941,
2002,2,2,1995,2.71771075129093,
2002,2,3,1995,0.605258348529514,
2002,2,4,1995,0.725899239844985,2.24302674290566
2002,2,1,1996,0.88695654637565,
2002,2,2,1996,2.71309327189351,
2002,2,3,1996,2.14173184003821,
2002,2,4,1996,0.804261679394935,1.42711492369727
2002,2,1,1997,1.37415590078684,
2002,2,2,1997,4.48490669018675,
2002,2,3,1997,2.53794313508893,
2002,2,4,1997,4.19256644987249,2.34679855784861
2002,2,1,1998,3.59520478034243,
2002,2,2,1998,1.6559111335777,
2002,2,3,1998,2.08758882679774,
2002,2,4,1998,0.486926641901331,2.87356297844765
2002,2,1,1999,3.68906050600992,
2002,2,2,1999,2.52550991846712,
2002,2,3,1999,4.41874542105116,
2002,2,4,1999,3.94443374673268,2.64633809971848
2002,2,1,2000,3.60552915185686,
2002,2,2,2000,3.55783336618241,
2002,2,3,2000,1.65103910582047,
2002,2,4,2000,2.35250056722371,3.36523313581993
2002,2,1,2001,2.32500340291779,
2002,2,2,2001,0.252532341855338,
2002,2,3,2001,0.496624005674784,
2002,2,4,2001,,
2002,2,1,2002,,
2002,2,2,2002,,
2002,2,3,2002,,
2002,2,4,2002,,
2002,3,2,1991,0.791194054964572,
2002,3,3,1991,0.289261964666565,
2002,3,4,1991,3.68869198911346,
2002,3,1,1992,5.96953026353801,
2002,3,2,1992,-2.79762707910471,
2002,3,3,1992,-0.722336591836825,
2002,3,4,1992,-0.952704396219783,
2002,3,1,1993,-2.88273414198299,
2002,3,2,1993,0.0658083814104149,
2002,3,3,1993,1.8372648041949,
2002,3,4,1993,1.54120851738055,-0.839941622116436
2002,3,1,1994,3.58098198147026,
2002,3,2,1994,1.83958156739161,
2002,3,3,1994,2.93754585560444,
2002,3,4,1994,3.38543337129269,2.33903673262592
2002,3,1,1995,2.00393086843522,
2002,3,2,1995,2.72522052207989,
2002,3,3,1995,0.601242596929663,
2002,3,4,1995,0.733980267188739,2.24351085586338
2002,3,1,1996,0.886536201486066,
2002,3,2,1996,2.70894098174717,
2002,3,3,1996,2.13074108015476,
2002,3,4,1996,0.81490455784492,1.42702033337554
2002,3,1,1997,1.36973911890961,
2002,3,2,1997,4.48181521481041,
2002,3,3,1997,2.52983320337041,
2002,3,4,1997,4.21115718165805,2.34564517524847
2002,3,1,1998,3.58719594713985,
2002,3,2,1998,1.6516907901911,
2002,3,3,1998,2.081767768581,
2002,3,4,1998,0.509029507417758,2.87368619439627
2002,3,1,1999,3.66700224797512,
2002,3,2,1999,2.5258463015212,
2002,3,3,1999,4.42390577531273,
2002,3,4,1999,3.98232108035077,2.64718620975852
2002,3,1,2000,3.62410238081641,
2002,3,2,2000,3.56746726403421,
2002,3,3,2000,1.59424557655972,
2002,3,4,2000,2.37539358051737,3.37355274726725
2002,3,1,2001,2.22905036541663,
2002,3,2,2001,0.274394080162121,
2002,3,3,2001,0.575357921956687,
2002,3,4,2001,,
2002,3,1,2002,,
2002,3,2,2002,,
2002,3,3,2002,,
2002,3,4,2002,,
2002,4,2,1991,0.776908417843236,
2002,4,3,1991,0.225689915502469,
2002,4,4,1991,3.71561726558081,
2002,4,1,1992,6.01893356468819,
2002,4,2,1992,-2.81194330843926,
2002,4,3,1992,-0.770033722316832,
2002,4,4,1992,-0.936530950474157,
2002,4,1,1993,-2.83792400619181,
2002,4,2,1993,0.032447975194283,
2002,4,3,1993,1.83991390890552,
2002,4,4,1993,1.51358535541912,-0.839938931756801
2002,4,1,1994,3.60233648005317,
2002,4,2,1994,1.86559523521346,
2002,4,3,1994,2.88508884116343,
2002,4,4,1994,3.43945734810545,2.33903395601596
2002,4,1,1995,1.99937686420095,
2002,4,2,1995,2.72954032024495,
2002,4,3,1995,0.558504595099341,
2002,4,4,1995,0.744095366510211,2.24350063004755
2002,4,1,1996,0.780341221206848,
2002,4,2,1996,2.85991541894535,
2002,4,3,1996,2.10998531818669,
2002,4,4,1996,0.885786834255153,1.42701899440414
2002,4,1,1997,1.23804014289481,
2002,4,2,1997,4.52495430723028,
2002,4,3,1997,2.5092033556706,
2002,4,4,1997,4.33538722378974,2.34566077970892
2002,4,1,1998,3.53989334836493,
2002,4,2,1998,1.57094190546569,
2002,4,3,1998,2.02485233533483,
2002,4,4,1998,0.645572083094481,2.87107685630639
2002,4,1,1999,3.66898844239227,
2002,4,2,1999,2.35397182857779,
2002,4,3,1999,4.45215706398308,
2002,4,4,1999,4.16833169045137,2.64428047095693
2002,4,1,2000,3.47137380775711,
2002,4,2,2000,3.49191228614774,
2002,4,3,2000,1.62286699920469,
2002,4,4,2000,2.6009432289396,3.36647849470941
2002,4,1,2001,2.05083219419673,
2002,4,2,2001,0.288494506647408,
2002,4,3,2001,0.757582858574812,
2002,4,4,2001,-0.660316880827816,1.52078036134014
2002,4,1,2002,,
2002,4,2,2002,,
2002,4,3,2002,,
