origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd
1,2001,180.081957352967,181.672028017772,1.95309524120194,1.93025322086901,1.98883166754589,1.98308993976057
2,2001,181.203952803634,184.49956706233,1.94212944181057,1.92142726600432,1.98581038417434,1.96285466982822
3,2001,185.48886252903,190.607713804063,2.01977860049552,1.99397035143008,2.05931187075395,2.01180081142828
4,2001,190.359278386082,197.78860226446,2.09739646125118,2.07319752955595,2.17385650970708,2.11899167873288
1,2002,201.631825405163,203.262692100836,2.0546451384715,2.03679042486955,2.11105468381838,2.09966134168114
2,2002,204.71581744106,208.201218602151,2.09604448459182,2.07900796363432,2.1390587800823,2.11774076114504
3,2002,206.243689859945,211.739928868552,2.08236040300108,2.05935886085084,2.16275361761505,2.13002929102998
4,2002,207.152205378368,214.731185399055,2.0620480965646,2.02226173860511,2.17500711588429,2.14464396428282
1,2003,218.161347870015,219.759454297516,1.9727506247797,1.95493222515764,2.15398769407079,2.15321166485346
2,2003,220.075857335133,223.754287710453,1.95194512527404,1.93398256792329,2.1942321356111,2.18772177321742
3,2003,222.927288325172,228.806776531861,1.98172212785755,1.95887182602805,2.24166731675496,2.22195815052614
4,2003,226.218812553133,234.445117143924,2.03499256219836,2.00474458831795,2.27231816531732,2.27466074730182
1,2004,239.844854478568,241.510015493755,2.03865387128143,2.02271727985656,2.27778488888111,2.2734364201473
2,2004,241.164560329893,244.844410989594,2.02507777631259,2.00619156981758,2.28414828996728,2.27154859277548
3,2004,242.281500209217,247.919824876666,2.02900418862951,2.00373416006188,2.2704998407115,2.24981494098506
4,2004,243.305900736163,251.223078903016,2.03103716370603,2.00064350513318,2.26718690235525,2.25161548024419
1,2005,255.540780903406,257.162861120313,1.99019042715808,1.97741918027391,2.25831035817142,2.25529448589226
2,2005,256.819629318476,260.418221433258,1.97001089907075,1.95166201451182,2.27076365884234,2.25857228633977
3,2005,251.055291394323,256.417896558491,1.78376090143617,1.76598678085476,2.21790009500072,2.19410391513803
4,2005,256.076338240591,263.656269881338,1.84112226552981,1.81769044728831,2.3021225815286,2.27858654497839
1,2006,261.322284349874,262.839680844738,1.71733437367642,1.70787619025967,2.15667029516945,2.15455898889303
2,2006,264.04485722875,267.54582184204,1.74397937430478,1.73473130711067,2.17151282897258,2.1600505992363
3,2006,263.049825711404,268.363488768843,1.70615050686065,1.69190012737589,2.14290274415552,2.12367043688129
4,2006,263.870124963235,271.054027244505,1.7081155344608,1.68753653138359,2.13775514370938,2.10720989547621
1,2007,274.670854929255,276.150419688812,1.67803092524934,1.6677729721329,2.09960980719438,2.09576592294485
2,2007,275.763031502196,278.985778900391,1.68688916700585,1.66754667883238,2.08278989042103,2.06712621243539
3,2007,275.396879511802,280.329847931788,1.67166703411664,1.65389929307812,2.05106539355148,2.02764064413522
4,2007,276.435908674565,283.195341314392,1.67048010543286,1.65184393532322,2.05829411102377,2.02584142194005
1,2008,288.669945689346,290.137141771301,1.67211315321937,1.66427674251824,2.03516000146837,2.02676599191558
2,2008,288.782806790173,291.976604130435,1.65512624709464,1.64579768965016,2.01879232423492,2.01013841112661
3,2008,295.789439702217,300.874302477041,1.75403131196907,1.74685349468523,2.06623580230537,2.04438751916781
4,2008,294.903515466604,302.145561586256,1.70394370043094,1.68358212758075,2.08459093953315,2.06276849554258
1,2009,313.785309971042,315.844255886214,1.68764926255066,1.69793774392405,2.27117331229774,2.2629292395551
2,2009,326.905101103952,331.039874566096,1.79312504574352,1.79886631169161,2.51372007667951,2.49213176539119
3,2009,343.745846408421,349.762316694411,2.01089956093737,1.99898870616951,2.77201762296101,2.74886894226274
4,2009,347.426925235848,355.485119529399,2.11139167020097,2.09221061299736,2.72889924928423,2.70520090901127
1,2010,360.685869786166,362.39389464595,2.1034768985674,2.09489276937225,2.70493065541394,2.70447847398682
2,2010,361.711941692427,365.484930067078,2.08904365975408,2.07769457366206,2.7111315379165,2.69015106242424
3,2010,363.428211546646,369.414965192808,2.09434916630878,2.080869200365,2.71290055765566,2.69528960791975
4,2010,364.464656692491,372.54805179528,2.09422362586882,2.0769141876398,2.70689710543818,2.68153618885934
1,2011,376.097821927394,377.807443280602,2.06118821807357,2.05352534103559,2.66777007247635,2.66628294574889
2,2011,377.198021103368,380.968527264035,2.04934918792204,2.03958812902164,2.66667570430117,2.65154319011549
3,2011,379.45353007294,385.195929527747,2.06894061836653,2.05512320856956,2.67413753141313,2.64846068690518
4,2011,382.989696152153,391.129844674618,2.08640379686968,2.07301422668241,2.71993727578255,2.69359092910612
1,2012,397.235215762321,398.940679547679,2.06967255674258,2.06274615031529,2.74953517977124,2.74385324199996
2,2012,400.109955361596,403.922931240764,2.07839030075868,2.0701244439569,2.77517191795117,2.76508589542466
3,2012,401.842508655962,407.800451871482,2.07492740078634,2.0637771749826,2.79760559512212,2.77143180830251
4,2012,402.670427672065,410.953325385092,2.05202175428289,2.04209038808247,2.81600984904725,2.79016958702757
1,2013,415.117091217761,416.812807471973,2.03201155390189,2.02826740235686,2.78534301815111,2.77946236039517
2,2013,417.858312832098,421.660698194711,2.04321516458072,2.02990007443196,2.80863284886259,2.79585005292083
3,2013,419.601847664537,425.608155042259,2.04123073959895,2.0289784909632,2.82019932115237,2.80225031407859
4,2013,422.652666231904,430.736500446492,2.07851843503132,2.06513369239464,2.83104690164759,2.79968529666963
1,2014,433.714464814697,435.409196472819,2.03153123505174,2.0252176026469,2.7944669146819,2.78959334037967
2,2014,434.631562650504,438.452044945237,2.02648854008997,2.01676269147552,2.78545955997271,2.77180759851204
3,2014,435.890014149039,441.778659251955,2.02356755385183,2.01095634774701,2.78744367702421,2.76624684376945
