origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd
1,2001,183.031764989365,184.69545682668,2.07514009122771,2.05750551764011,2.0148619349966,2.01077856984805
2,2001,182.420148135038,185.739223320566,1.98951920505885,1.9657973773985,1.99777060508177,1.97777085412814
3,2001,187.977196960979,193.087968925268,2.12630792664372,2.10112733045966,2.01744713370448,1.98340734130996
4,2001,186.356987683259,193.976186324397,2.03553381512411,2.03118125326736,1.99054194585674,1.94950609280703
1,2002,198.721858556952,200.353794482717,2.06695679535812,2.04774135475993,1.96465974576097,1.96057286334595
2,2002,200.656550293718,204.157864683075,2.08314493514213,2.06596707664244,1.91089974125358,1.89854745249539
3,2002,202.083077279846,207.516346736273,2.0886873771172,2.07277623305226,1.92604214773691,1.90301988300706
4,2002,200.973310467601,207.838086855441,2.02575844834805,1.98846731175676,1.91096374749701,1.88132294926641
1,2003,211.902357058489,213.461903480238,1.95293220771211,1.94294647178834,1.86718630708523,1.86119692082263
2,2003,214.681412575242,218.342748341719,1.98419109755019,1.96579841531139,1.89853882237187,1.89619679775084
3,2003,217.977075350129,223.664601678112,1.99382670181196,1.97273727935596,1.97329322355924,1.97202524822116
4,2003,220.828868729556,229.404902564602,2.05793523607262,2.02908202219291,1.99436892815028,2.02002111052641
1,2004,234.690167980372,236.328313739521,2.02156338145055,2.0074387254458,2.02883319881133,2.02562847923236
2,2004,237.216611515722,240.735194336369,2.03066601626374,2.01371528712159,2.06546124931539,2.05411286488893
3,2004,236.289600548922,241.62134419431,2.00527318473646,1.98157529974958,2.01933845851881,1.99764011999423
4,2004,238.555582018684,246.516645045138,2.06485200084549,2.04377142613549,2.01243787121738,2.00797701433874
1,2005,249.325755046141,250.942151585839,1.96592593889139,1.95342538335411,1.99831480748801,1.99525289250417
2,2005,242.508863072061,245.791018398838,1.78387620355833,1.77052286019797,1.92281462604376,1.9076976502133
3,2005,249.019890210592,254.422316198687,1.84318171361042,1.82885638988919,2.0381584782562,2.02499032322543
4,2005,246.105433453709,254.055685802522,1.77945480807152,1.78057466487528,1.97749145306237,1.96168112293818
1,2006,256.17754438105,257.68344361818,1.72837611647558,1.72235011905979,1.92600588719595,1.92473609633462
2,2006,255.601443846044,258.819589093312,1.70276589987071,1.68963236340656,1.90316035122748,1.89107288366329
3,2006,255.797876678024,260.642000562072,1.69316428240701,1.67615104558541,1.8923958307865,1.87169632477369
4,2006,256.176085024089,262.72577596627,1.6943463574721,1.67790430443018,1.87953390012047,1.85181777280174
1,2007,268.501011190579,269.942089219054,1.68814363635764,1.68314318626787,1.86446499196494,1.85400663174219
2,2007,267.247556619474,270.282483295663,1.67338835907699,1.65939314073804,1.81537988943276,1.8024232743533
3,2007,267.946474877319,272.634507808314,1.67665560495613,1.65919946908086,1.80628883411894,1.78338544384347
4,2007,269.255433141719,275.547689336034,1.69140241908416,1.67832562222379,1.80890024228025,1.77547465043403
1,2008,279.732375059133,281.172970203606,1.67521090206729,1.66434622970026,1.75734898540069,1.75557023806798
2,2008,286.297789328098,289.584066935738,1.76338869594624,1.76024569102692,1.80610120644616,1.79302329733029
3,2008,285.282078220369,290.268497944749,1.74135519821385,1.7308940076174,1.77746684621922,1.75332735965011
4,2008,287.197265238022,293.839103562867,1.71318110716519,1.69889028757322,1.83777580406454,1.81292880970288
1,2009,303.666574993838,305.320565103256,1.83471808841077,1.82398581988004,1.79627611884634,1.79590306340508
2,2009,322.328666731633,327.275519120518,2.1796569918482,2.20555723847393,1.91908754856374,1.91068944190624
3,2009,325.697680567312,332.053322678942,2.12363423554437,2.13852583214687,2.0317596501096,2.0144459606417
4,2009,321.329602706305,328.55335360919,2.10265417683547,2.08657144082164,1.90862140666644,1.89647863472503
1,2010,334.955041362963,336.583753550328,2.10383069103458,2.09450202262868,1.90562189003208,1.90630514462746
2,2010,336.166657236271,339.597431773446,2.08122697551504,2.06658262417915,1.92750437559669,1.92073978749554
3,2010,342.468545901638,348.44261183644,2.16201216513007,2.17140113594902,1.98409139559395,1.95881824421191
4,2010,336.964337336142,344.263153178636,2.0862611543408,2.07169711065444,1.8981887383411,1.88426698454447
1,2011,348.711549242878,350.321287082445,2.04231183733831,2.03085562744216,1.88784786192668,1.89048935175811
2,2011,352.491699372785,355.92603311962,2.08098343064763,2.06819341398296,1.91384659062207,1.89962088532281
3,2011,351.915057182529,357.346074565643,2.08257047007849,2.07453933710447,1.8719634620008,1.86353798567167
4,2011,353.729789322186,361.092563007194,2.07729749230284,2.06100176110229,1.90362468860299,1.88992973685447
1,2012,368.995013965556,370.62210128145,2.07056248850989,2.0599746833678,1.94513146533704,1.94481948162914
2,2012,372.393166766395,375.932575281135,2.07911762077257,2.06916412025179,1.9853604437236,1.97601059048814
3,2012,371.438791298661,376.668763632547,2.05262840508351,2.03529211758317,1.96465185323515,1.95296877437137
4,2012,373.99405541802,382.038953027368,2.05929047640931,2.06084338348302,2.00030043256012,1.98009974344869
1,2013,386.954765683597,388.609131467408,2.04230286810814,2.03392539905092,1.99268097517174,1.99055496098472
2,2013,390.045379678798,393.603699515791,2.06746513248547,2.05620793443096,2.01008354690693,2.00248841254194
3,2013,394.154705303006,399.941232182339,2.08750762038058,2.08611869277537,2.05792232973953,2.04362926533955
4,2013,390.879801095288,398.540839313636,2.04718249266235,2.02572751893049,2.00750120617818,2.00383379711421
1,2014,403.371077126366,404.957666210935,2.02493570381298,2.01450885214358,1.9996784820536,1.99661814070357
2,2014,404.311324163401,407.870230801748,2.02291913804616,2.01162729296844,1.99558332754386,1.98956668157995
3,2014,405.743659650367,411.441529137213,2.02311027335041,2.01084166972168,2.00207166374523,1.99553151110517
4,2014,409.853475112285,417.240555693021,2.04902402436502,2.03911197225231,2.04377224662744,2.02900174965811
1,2015,423.055559986963,424.657466997805,2.04929453845264,2.04259238043464,2.03258174434325,2.02970553167273
2,2015,423.09137128176,426.457774377608,2.04093023537521,2.03088496347478,2.01340361470777,2.00538976582083
3,2015,421.763387876933,426.843062420179,2.01656232846688,1.99923106623922,1.98999504936719,1.97527710668989
4,2015,422.098928477539,428.906994067425,2.00218811099262,1.9857831126233,1.99444850721292,1.97532910533135
1,2016,434.177000987583,435.774150172134,1.99270401356546,1.98120978989993,1.96768663544324,1.96659793456897
2,2016,434.677709354833,437.989982931477,1.97991325150303,1.97154053068743,1.96478419398507,1.95760563807067
3,2016,436.204026843226,441.205469584943,2.00087782127715,1.98405118575665,1.95945749905614,1.94372191391603
4,2016,436.200612730273,442.88974891762,1.98960820852212,1.97704943558292,1.94911260328546,1.93317448804523
1,2017,448.010905523145,449.571035742473,1.9763783864225,1.97107311273667,1.92988681676002,1.92766894059952
2,2017,449.135303566105,452.457560464099,1.96887645195065,1.95910525139422,1.93691927150226,1.92684777212812
3,2017,450.143345509608,455.303536156725,1.97031440511192,1.96735521419582,1.93111958225246,1.91623437539757
4,2017,451.12919749296,458.688096144065,1.97148029030622,1.97036149056076,1.93608045349126,1.91624862260809
