origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd
1,2001,177.250405482642,179.127481815172,2.09967650734963,2.07493499830707,2.06213388956675,2.0608723388559
2,2001,178.574159612904,180.34410256701,2.00846692066324,1.98201356476073,2.02360370745538,2.01998609124511
3,2001,182.583524055272,184.495588967041,2.03992541924509,2.03229431767618,2.01190880937533,2.01298140056051
4,2001,187.247268291856,189.389876600073,2.09891212635947,2.09212712142054,2.01435135684881,2.02181853365582
1,2002,192.992969366059,194.855030581359,2.08728749776019,2.06124942290429,2.00912594180401,2.00909437208758
2,2002,196.512908677939,198.328335643003,2.11038789051575,2.0896572242008,1.96702002628894,1.97188181711019
3,2002,198.301318930877,199.982383568311,2.08265128605201,2.06915028644619,1.91943546512717,1.91324003360105
4,2002,201.265441602399,202.801083584228,2.05849534251905,2.04383795024477,1.9127725009336,1.91187886712744
1,2003,205.015278578823,206.907355018804,1.99280680343873,1.9724859874901,1.89721249275018,1.89091062850627
2,2003,207.903696553703,209.806327858644,1.96426588678157,1.94613348296093,1.88277996080473,1.88654051924942
3,2003,214.524377477971,216.337291660388,1.99964928796026,1.99241611139086,1.96075747459654,1.96887349901527
4,2003,220.572122978237,222.060218451529,2.06208972394045,2.04171368114709,2.01356777355267,2.01175752525252
1,2004,226.44398933722,228.440703159309,2.06274178950978,2.04277272629218,2.00012100916079,2.0071617970056
2,2004,230.579403644192,232.468277241824,2.04048682562785,2.01821695730803,2.04044619067442,2.04378157285225
3,2004,233.094611701909,234.857472719359,2.02551770693877,2.00770629715664,2.01160639777558,2.01164854261267
4,2004,237.132086887416,238.595860774475,2.03922420442673,2.02037432476336,2.0196143029356,2.01573437943645
1,2005,242.382877755269,244.294765385782,2.00776165850453,1.9893390974181,2.01367474934431,2.01587321220704
2,2005,245.444898905997,247.203838848462,1.98609178121699,1.9658270349386,2.01837296395979,2.01085487843567
3,2005,241.12478371906,242.708815856764,1.78675113516652,1.76633552117024,1.94688835294181,1.95190623363962
4,2005,243.562815466215,244.879957414356,1.74896901510143,1.73524766549366,1.95660249423013,1.95691346008865
1,2006,248.647055256998,250.443372625602,1.75591272717537,1.73332182864528,1.93373361377908,1.93437839527715
2,2006,250.400185254355,252.008164931921,1.71323354099559,1.69305622507554,1.91892761029904,1.91118343530536
3,2006,252.122118861456,253.620100719823,1.6830127388672,1.66912819545751,1.89463304209459,1.88667377586846
4,2006,255.610979492102,256.906739206555,1.70222157822702,1.68689520779623,1.88209535835218,1.8742994470237
1,2007,260.415482365997,262.101699666608,1.68772444809335,1.67448035773989,1.86365619596628,1.8630242987561
2,2007,263.47871483353,265.168100051347,1.69040066348392,1.68001416639911,1.84817245020761,1.84763184419276
3,2007,265.452889109358,266.940674513214,1.67452731188437,1.66650945879386,1.82035550396658,1.82002461563583
