origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd
1,2001,179.548766775525,181.159544872862,1.95907413563,1.9404855792604,1.96276175959397,1.9570524218779
2,2001,180.871704653798,184.15365655316,1.94189848639549,1.91299637217053,1.97021844580134,1.95143529083295
3,2001,184.262242998023,189.347834088812,2.01444561962011,1.99148145462253,1.99951579000307,1.95893108759806
4,2001,187.383774493717,195.045466715531,2.10481261036845,2.08133205824173,2.0186765351749,1.98236265820704
1,2002,198.789531198416,200.424774429046,2.07064945142507,2.04728660412805,1.96487575838542,1.96048762796168
2,2002,200.335216838494,203.759460167218,2.10179288943517,2.06630965939081,1.94390187456394,1.9241682064608
3,2002,200.670334225204,205.934776799555,2.08126126834561,2.06001128136914,1.91782933698503,1.89316429133689
4,2002,201.043575610845,208.116591442258,2.0572502752938,2.02293723394806,1.90613220237248,1.88119771402044
1,2003,211.213102925053,212.793166558996,1.97460421423453,1.95993972768028,1.87014101062886,1.87366517307099
2,2003,212.50809956977,216.114330167588,1.95372493133077,1.94143333073345,1.88867655707974,1.88321840835277
3,2003,215.962220618278,221.75537148428,1.98408065263587,1.95629926164952,1.94819577838075,1.94193929842383
4,2003,219.931281646153,228.175148029651,2.03703110351334,2.0023482874618,2.01130171012407,2.01621347008618
1,2004,233.769758895298,235.406193637519,2.03581746867964,2.01855229318541,2.03544124250867,2.03118741615687
2,2004,235.426924055138,239.036289945251,2.02006484242014,2.00367691873478,2.05639382736796,2.04623330247764
3,2004,235.946101252999,241.444875473146,2.02784562733959,2.00362632709692,2.02522829254165,2.00800343533467
4,2004,236.765343603086,244.331506704772,2.02752396703481,1.99815404030778,2.01177077896305,1.99875027294762
1,2005,248.901024405933,250.496029159792,1.98471307343331,1.97276452080104,2.0167882114791,2.01293145836487
2,2005,249.454585327761,252.967926382458,1.96355540873364,1.95057822055902,2.00593657450089,1.99263178189609
3,2005,243.722346741759,248.968597614238,1.78397303395528,1.7636530294486,1.95405187269377,1.93919320929525
4,2005,249.236603894684,256.841043056791,1.83882057381815,1.81750705008738,2.04953285326252,2.04000175525175
1,2006,254.310562037114,255.790070849872,1.71373534099941,1.70615270857121,1.92707887904447,1.92523851592715
2,2006,256.788584083278,260.130818726939,1.73986884940859,1.73190212051658,1.93277069329952,1.92019157509521
3,2006,255.394723524535,260.511493259378,1.70776360035242,1.69109871227863,1.8948798808067,1.87880798679193
4,2006,255.773562661563,262.726385024224,1.7043812859594,1.68916564571335,1.87501734707375,1.8580246154468
1,2007,266.069985898451,267.531162198757,1.68067092064786,1.668195017845,1.84351738936944,1.83693179919733
2,2007,267.264161822391,270.363250602884,1.68200925071871,1.6675643629617,1.83368861924124,1.82031210087048
3,2007,266.936234345694,271.620356386152,1.66736614442428,1.65998996756909,1.80823689284596,1.78745753014875
4,2007,267.828432341006,274.06701371968,1.67084326080663,1.64416365340143,1.807065600314,1.77763714960989
1,2008,279.107440373345,280.547332596381,1.6743129970394,1.66133207674782,1.77293327342078,1.77500945732633
2,2008,278.770312043587,281.824275257609,1.65100078155623,1.63816539672893,1.75391495699975,1.74549225119987
3,2008,285.614103701535,290.482428704536,1.75707699681049,1.73859193793512,1.79757642676174,1.78023457648569
4,2008,284.170712116166,290.824872626776,1.71244226434326,1.69081180921841,1.77794857096501,1.76279106799549
1,2009,296.127335753736,297.577552979672,1.71711324297179,1.71191857810877,1.76642522832371,1.75054783196376
2,2009,302.738239274489,306.170736837999,1.80955121186179,1.79791060463193,1.79718239609554,1.78790034944371
3,2009,315.850586000888,321.863902956197,2.00469710150144,1.99119537720415,1.90386327668213,1.9128849158673
4,2009,320.098774168189,327.637225171653,2.1101090339035,2.08624896175164,1.89568082650152,1.88824051943651
1,2010,333.235243605709,334.854453684328,2.09603279819024,2.0853813052793,1.90575986460326,1.90561895840727
2,2010,334.76907066957,338.272984152756,2.08614077059051,2.07175230571876,1.91992327134423,1.9115555944604
3,2010,335.991616208844,341.538929980052,2.09138064782357,2.07451229376687,1.91455758959702,1.90654046691749
4,2010,336.137381296436,343.585368426025,2.09171748767808,2.06858035043915,1.88923637604238,1.88125302206122
1,2011,348.060869956485,349.697151963221,2.05296690430253,2.04332742632285,1.89655985462553,1.89499691665894
2,2011,348.754378083543,352.256466084095,2.0450780616332,2.03390271416883,1.88783681230548,1.88162631360148
3,2011,349.282398469565,354.390283451164,2.06460165388704,2.04757394493585,1.85619294144025,1.84172439761073
4,2011,353.235184595111,360.666611804103,2.09074197360878,2.0675596413161,1.9032615489856,1.88462284692871
1,2012,367.415706422367,369.024727747144,2.06606994500047,2.05481744613823,1.94401725909391,1.94265434397537
2,2012,370.435719576056,373.972274881972,2.07801303582891,2.06380793667394,1.97146819877032,1.96408030736537
3,2012,371.50607249809,376.830771710453,2.07196071913137,2.06125851496324,1.97035028626593,1.95834006710328
4,2012,372.315552551656,379.747432110712,2.05134799720332,2.04040473676897,1.98447277514418,1.96818507846639
1,2013,384.573721636646,386.171355588202,2.02940442608674,2.02042354737019,1.98531498389516,1.98320488610054
2,2013,387.250936917421,390.796874671262,2.03588528129429,2.02824847699588,2.00203838902502,1.99642870927445
3,2013,388.924868629832,394.698342917027,2.04102465718095,2.0275877648452,2.01100994104293,2.00697065706442
4,2013,392.160687815103,399.718224494181,2.07763204449644,2.06152590708668,2.02312557714689,2.01126595702604
1,2014,402.204746703757,403.830068908107,2.02535113046287,2.02035421272096,1.99704621496049,1.99751327031579
2,2014,403.209484856085,406.829531131522,2.0227541661631,2.00950608896024,1.99760221981762,1.99175095189164
3,2014,404.655089539032,410.186290492685,2.01859761647623,2.00846989456652,2.00486224718223,1.99473389894777
4,2014,408.549158445458,416.01992783981,2.04453962008477,2.02855892013188,2.04221198140517,2.02666786509536
1,2015,420.750439174718,422.376038582138,2.03007712519837,2.0299120515056,2.02336973160519,2.02519556578334
2,2015,422.396082959812,425.837142343972,2.04719856213611,2.03634411083613,2.01922399825953,2.0114336228548
3,2015,422.88488779052,428.173463253241,2.04022087502116,2.02784279507369,2.00910346690414,1.99653533803835
4,2015,421.530089497672,428.515763604363,2.01362917344278,1.99671708030824,1.98647817288487,1.96754843692137
1,2016,432.497352431223,434.092513001749,1.9844042616529,1.97857997001264,1.96995041290521,1.96948412115069
2,2016,435.464838031388,438.770110971237,1.99138134958152,1.9824896462329,1.96896383440496,1.9630971372029
3,2016,435.363970463239,440.355588068251,1.97301363737227,1.9601035872355,1.9671359658461,1.95253797353521
4,2016,435.782901392356,442.60994149867,1.99523121326932,1.97834874551984,1.94939270019282,1.92885458766696
