target_quarter,target_year,spf_filter_cy,spf_filter_ny,origin_quarter,origin_year
2,1991,1.14565976995737,1.14611625207434,1,2001
3,1991,0.144476387390525,0.144476387390524,1,2001
4,1991,3.35460368274103,3.35460368274103,1,2001
1,1992,6.46223013878078,6.46223013878078,1,2001
2,1992,-2.39511450987036,-2.39511450987036,1,2001
3,1992,-1.39624048576191,-1.39624048576191,1,2001
4,1992,-1.04570304255245,-1.04570304255245,1,2001
1,1993,-2.47364717688081,-2.47364717688081,1,2001
2,1993,0.24745252699765,0.247452526997649,1,2001
3,1993,1.07831265507614,1.07831265507614,1,2001
4,1993,1.69484280297774,1.69484280297774,1,2001
1,1994,4.04820288338041,4.04820288338041,1,2001
2,1994,1.96600624989458,1.96600624989458,1,2001
3,1994,2.67686654786623,2.67686654786623,1,2001
4,1994,3.61151150126071,3.61151150126071,1,2001
1,1995,2.4718840660575,2.4718840660575,1,2001
2,1995,1.87564324462359,1.87564324462359,1,2001
3,1995,0.183191846613707,0.183191846613706,1,2001
4,1995,1.20251243351166,1.20251243351166,1,2001
1,1996,0.948039432270642,0.948039432270642,1,2001
2,1996,2.57913091639148,2.57913091639148,1,2001
3,1996,2.46706477164138,2.46706477164138,1,2001
4,1996,0.44913323226432,0.44913323226432,1,2001
1,1997,0.7383131966892,0.7383131966892,1,2001
2,1997,5.11811808396407,5.11811808396407,1,2001
3,1997,3.04867262818087,3.04867262818087,1,2001
4,1997,3.37697620804052,3.37697620804052,1,2001
1,1998,2.98718309270585,2.98718309270585,1,2001
2,1998,1.83437229422911,1.83437229422911,1,2001
3,1998,2.1915584913315,2.1915584913315,1,2001
4,1998,0.945873691654929,0.94587369165493,1,2001
1,1999,2.89837688208081,2.89837688208081,1,2001
2,1999,2.42167057545639,2.42167057545639,1,2001
3,1999,4.14408635224228,4.14408635224228,1,2001
4,1999,3.757040057663,3.757040057663,1,2001
1,2000,3.62161851635121,3.62161851635121,1,2001
2,2000,3.47702661674512,3.47702661674512,1,2001
3,2000,2.53258756694363,2.53258756694363,1,2001
4,2000,2.78743006597299,2.84122458861398,1,2001
1,2001,2.21429444175389,2.28560638661734,1,2001
2,2001,2.64176643831888,2.65458685522301,1,2001
3,2001,3.24241449657338,3.14541847277609,1,2001
4,2001,3.50753059409517,3.21621907869072,1,2001
1,2002,,2.80827215211297,1,2001
2,2002,,2.56350399616632,1,2001
3,2002,,2.44111991819299,1,2001
4,2002,,2.40032522553522,1,2001
2,1991,1.12520081276609,1.12615787449534,2,2001
3,1991,0.148815841229366,0.148815841229366,2,2001
4,1991,3.87301470725134,3.87301470725134,2,2001
1,1992,5.95594093058895,5.95594093058895,2,2001
2,1992,-2.45561850958964,-2.45561850958964,2,2001
3,1992,-1.05851591465951,-1.05851591465951,2,2001
4,1992,-1.12472806440553,-1.12472806440553,2,2001
1,1993,-2.72660949136438,-2.72660949136438,2,2001
2,1993,0.162038884735183,0.162038884735183,2,2001
3,1993,1.57649647215792,1.57649647215792,2,2001
4,1993,1.62923287945829,1.62923287945829,2,2001
1,1994,3.59586130502141,3.59586130502141,2,2001
2,1994,2.2504675990455,2.2504675990455,2,2001
3,1994,2.98757229601374,2.98757229601374,2,2001
4,1994,3.18368938526112,3.18368938526112,2,2001
1,1995,2.28350917833167,2.28350917833167,2,2001
2,1995,2.17301888543981,2.17301888543981,2,2001
3,1995,0.382008238114961,0.382008238114961,2,2001
4,1995,1.02750689639974,1.02750689639974,2,2001
1,1996,1.16946291942803,1.16946291942803,2,2001
2,1996,2.15011642939214,2.15011642939214,2,2001
3,1996,2.50193949805644,2.50193949805644,2,2001
4,1996,0.632818857244355,0.632818857244356,2,2001
1,1997,1.13490336842408,1.13490336842408,2,2001
2,1997,4.75635876569991,4.75635876569991,2,2001
3,1997,2.84976929426788,2.84976929426788,2,2001
4,1997,3.58184983691825,3.58184983691825,2,2001
