origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cy_gamma,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd,cyandny_gamma
1,2001,176.424125779013,178.172597586361,1.96701288705852,0.732764172092997,1.94710635373949,1.82570180202193,1.82491290259352,0.739745869559148
2,2001,177.41955065563,180.784341592138,1.94856432574883,0.715972430863432,1.93096992194234,1.82064595446183,1.80841715741244,0.725074220159499
3,2001,180.927674581993,185.944715073387,2.02566308552334,0.713463859175051,2.00333457567757,1.85250089145938,1.81736278103948,0.724419063613287
4,2001,183.922677727897,191.236756265033,2.10222766234354,0.704700569316439,2.09273281829641,1.86330319290583,1.8249871837546,0.705628093538277
1,2002,195.346353402748,197.131937674126,2.09093119783559,0.720654404588081,2.06465431470704,1.82447974942731,1.8287235190875,0.728703692637737
2,2002,196.739926213216,200.399660631607,2.10334684222142,0.721174487958566,2.08536967481825,1.80842039716608,1.79729640039438,0.734846333221423
3,2002,196.65504581067,202.290721513834,2.0856230198867,0.715160733977018,2.06770224032279,1.76574156806589,1.75782755002107,0.735042311035191
4,2002,197.596024356282,204.998196756048,2.06390355947119,0.726340679092617,2.03477971600199,1.7738552003553,1.76674618252276,0.748315713997963
1,2003,208.257513268602,209.944092844498,1.9902501704502,0.753228485565557,1.96826229852212,1.77402926834559,1.76997660303695,0.759510835793633
2,2003,209.569674912257,213.503340926305,1.96223146830565,0.748653783772627,1.94811934668407,1.78220381454303,1.78619727814481,0.767124501431532
3,2003,213.021375820384,219.348359489206,1.99066927498844,0.743285339717041,1.96558427340683,1.84007540865863,1.85771379937956,0.768749568872761
4,2003,216.598300578271,225.603925991778,2.03584456412899,0.719963349313678,2.00775387308645,1.88404115985019,1.93023265813992,0.755046210649047
1,2004,231.360323220094,233.096852522714,2.04202777718404,0.765975936840305,2.02730232057901,1.95218521863939,1.95004137211665,0.770790501420508
2,2004,233.173935817298,237.014744237473,2.02750176671678,0.769340364540584,2.01024236282491,1.97573079257893,1.97509054673888,0.783727572657446
3,2004,233.706318612663,239.550748693287,2.03092930017037,0.774061433855928,2.01258279950631,1.94465889227507,1.94407102722942,0.798147751435744
4,2004,234.482576479076,242.441671698371,2.03233579846862,0.773514345164214,2.00337588002605,1.93064331670226,1.93552429025005,0.799366412562583
1,2005,247.094954905151,248.760915875097,1.99283401031311,0.800238124847338,1.97878222649882,1.95769996512166,1.95588368087814,0.80705117991499
2,2005,247.644539755812,251.313167134307,1.96858000691785,0.803097140918046,1.95522447136268,1.94800795613845,1.93938783646309,0.814124200073082
3,2005,242.408169649188,247.848117886501,1.78445966149536,0.835995332503606,1.76964634897866,1.91377686321159,1.90316787330886,0.851767511501546
4,2005,246.972619258125,254.960343788321,1.84186252803032,0.780524220015043,1.81797963774864,1.97384047401865,1.97554893760236,0.805297929025921
1,2006,253.213109917065,254.739962745502,1.71847505348458,0.857260953578032,1.71047522388362,1.89336401458485,1.88992658890236,0.857175597261901
2,2006,255.530652898424,258.97931528079,1.74285781347695,0.849220639601464,1.73629865114232,1.8970506421514,1.88296936955997,0.85626047886685
3,2006,254.227451820366,259.475101944497,1.70452337202822,0.856817699397421,1.69159588379851,1.85456909749973,1.84477732760641,0.863487773743282
4,2006,254.518779862488,261.641523662158,1.70443878624034,0.855378287798393,1.68834117415276,1.84395410002778,1.83387164671907,0.868918852158941
1,2007,264.967873159254,266.478573827712,1.68546522428535,0.866503209423474,1.66772644526344,1.81075973128239,1.81367455203275,0.869287388461449
2,2007,265.927067375201,269.071859672512,1.68406171593693,0.860081414510757,1.67863963983958,1.79464302300908,1.78594802904606,0.860247956747158
3,2007,265.520160661908,270.280243934914,1.67277140111205,0.855663244555115,1.65722328129485,1.76963976872234,1.75408945113529,0.865289422740596
4,2007,266.415774476602,272.658740054202,1.67114006000873,0.857441253353661,1.6506115246263,1.76851878606069,1.73812437085338,0.859373438517283
1,2008,277.53705620681,279.026931167386,1.67614103009681,0.85434409009901,1.66875482112793,1.73001387652107,1.73065159400589,0.855177936710155
2,2008,277.16527257383,280.264480077855,1.64871074676381,0.852870063145934,1.64274712770978,1.71833482240979,1.70580551165376,0.856007470199715
3,2008,283.330912360262,288.160548996027,1.75704806853222,0.823669943868815,1.74283918383193,1.7402632766349,1.7210038020373,0.827567464763573
4,2008,282.513219179046,288.996261240946,1.71156834065455,0.850151723232579,1.6951044204719,1.73423339876806,1.72239642402711,0.844860591820049
1,2009,294.537899369132,296.021702858324,1.72027749903892,0.856492944494588,1.71117216879716,1.72966805918387,1.72300691781304,0.860908921603076
2,2009,299.659313349634,303.146691067735,1.81062970178414,0.811444271650332,1.80959462569211,1.72923749346322,1.71655074158792,0.812738866377852
3,2009,310.09167814045,316.375182152784,2.01297163333013,0.749027387220418,1.9960916783266,1.77078545803124,1.78039288850771,0.754857766264405
4,2009,314.715361411799,322.413859598896,2.10890700651067,0.756683590773973,2.0929171133279,1.7662739078599,1.76630572019357,0.760791604016898
1,2010,327.8692142708,329.560930062925,2.10227947767555,0.757247091084917,2.09162981574783,1.78397162280762,1.78137306262462,0.759986543898762
2,2010,329.625263602053,333.259267882872,2.08806805378289,0.761542923714403,2.07794053719529,1.79951910746933,1.79574273154019,0.765212277414293
3,2010,330.60011971589,336.356999071104,2.09570509870047,0.758307549253502,2.08071592859377,1.79101690126272,1.78829942000971,0.762982611493783
4,2010,330.615171432577,338.32965376302,2.09421972373224,0.75957374285236,2.07272842879049,1.76470501214681,1.76664094492644,0.766181714320187
1,2011,343.123326246415,344.850669027051,2.06264886030173,0.772891860015943,2.04941883286276,1.79054497806588,1.78921985388598,0.775970729740752
2,2011,343.770725434868,347.424973291178,2.05305395857517,0.774419930804764,2.04060099573468,1.77704055171586,1.77563210965798,0.779526272112538
3,2011,344.153189005064,349.348335262986,2.06699569757372,0.774001438990262,2.05484930585458,1.74750894675928,1.73691986735348,0.779143848665775
4,2011,347.655193340756,355.248185784707,2.09169547848939,0.761564698361887,2.07298510660428,1.77673850174676,1.77465338164226,0.767770334027221
1,2012,361.77505830445,363.45045428886,2.07089545910033,0.755984442544726,2.06074124924758,1.82391531552913,1.8214088217126,0.757940084248771
2,2012,364.432661559398,368.067848587432,2.08094532127386,0.745567865238047,2.07035376692923,1.8407463911117,1.83658589316645,0.749521748002755
3,2012,365.271186559889,370.622138294157,2.07506737524955,0.740868059018411,2.06321555958257,1.83867826655734,1.82515268043729,0.745448612309154
4,2012,365.934377068932,373.388149876175,2.05036908778095,0.736539916583521,2.04130411709178,1.84425723611208,1.83353526232743,0.740190850017542
1,2013,378.295245090306,379.961589556319,2.03219672906525,0.738460801562695,2.02457623410838,1.85382813282336,1.85363231897946,0.741076018380344
2,2013,380.61840745302,384.282761503066,2.04197487427679,0.731199574076819,2.03337647175738,1.86383798808225,1.86023108119244,0.735121875017147
3,2013,382.138119562906,388.147276583015,2.0439000121027,0.728223774143519,2.03110255238376,1.8673861842093,1.87131463969069,0.733065174582432
4,2013,385.135404006844,392.928107921378,2.07838758831901,0.723094131599915,2.06490172382534,1.87364471363363,1.87173049891019,0.728800807553229
1,2014,395.404773997283,397.131246644365,2.03466659065719,0.731068508699068,2.02492066541941,1.86554168493812,1.86164166739963,0.733860768079737
2,2014,396.588781315789,400.415604147462,2.02799799150196,0.735555866689671,2.01793522861237,1.86232653461192,1.86201900902164,0.741151815489044
3,2014,398.137379152531,403.967726115379,2.02349068142386,0.735443604454121,2.01301745338916,1.8718748027855,1.87078177443937,0.743521207045932
4,2014,401.287323860684,409.044261404802,2.04679607440766,0.720808454546637,2.03296681878367,1.88903244015435,1.88825329827659,0.729314996751427
1,2015,413.641532342836,415.362457610448,2.03785297040459,0.727810827968817,2.03114880299505,1.88908717931098,1.88748072628902,0.728642852119999
2,2015,415.132732223216,418.661106880071,2.04976241150962,0.727207907858953,2.04201576572682,1.87806752976765,1.87077745043208,0.730809677769517
3,2015,415.562386303257,421.033705146665,2.0436682240641,0.72835343615946,2.0331930514258,1.86667079588953,1.86107702828771,0.734044719160907
4,2015,414.514631841727,421.64787846925,2.0143597026411,0.736081657158668,2.00006653090063,1.85003032579145,1.84195164365347,0.742624392005735
1,2016,425.201728121065,426.889287723219,1.98827255403924,0.73602243625246,1.98450443784453,1.83619468691273,1.83536588060535,0.736768920688077
2,2016,428.322595480847,431.649460609885,1.99457396443944,0.738625099314699,1.98392247489583,1.84029469324179,1.83264618659225,0.739295121055
3,2016,428.431688482801,433.408832839652,1.97428386523773,0.74084162230056,1.96473276132534,1.83951444629525,1.82856781515686,0.744209557956509
4,2016,428.658662120157,435.474279871187,2.00062099132206,0.742140074261311,1.98459793820138,1.81941955207022,1.80768752467267,0.745435588581844
1,2017,439.312968072785,440.981328621158,1.98074506733332,0.744504486961697,1.9706183393064,1.80693343016326,1.80629174474563,0.745474915111077
2,2017,441.10319415232,444.532421802197,1.98411024300202,0.745677735062265,1.97341598258039,1.80882815782789,1.80258302648914,0.750084854872277
3,2017,441.504215821418,446.490741944356,1.97206575300456,0.748005192560711,1.96367114994899,1.80278729169395,1.7885479525795,0.751473831620769
4,2017,441.383262225321,448.087010344593,1.96232213610146,0.750454178537071,1.95027136690975,1.78802083626304,1.77634380667273,0.756069852891243
1,2018,451.759511463251,453.405408419626,1.93711286545797,0.756122769614428,1.93017138072873,1.7808562141007,1.77803304451192,0.757012085518422
2,2018,452.764726740482,456.080954715016,1.92909943385528,0.757656735344984,1.92078857373224,1.77579090482088,1.77103244333925,0.759061257753008
3,2018,453.523820845697,458.665689780907,1.92371936953456,0.758508719988194,1.91129172011791,1.7740997196406,1.76734912479307,0.76349260185605
4,2018,455.899156952711,462.656675090928,1.93921769285071,0.758567338378287,1.92517649936734,1.78062790095874,1.77012753555503,0.762563155677154
1,2019,466.749068646371,468.41814898169,1.92147507171709,0.75800197536187,1.91550732117829,1.77131470546207,1.76856589873871,0.759891650633692
2,2019,468.060090417458,471.385993211286,1.91696547078515,0.757166670394514,1.90855514806536,1.77530923379968,1.76849881863252,0.761111027207394
3,2019,469.845925721802,474.795086246424,1.92409882240708,0.757949133654885,1.91591999463984,1.7755927705004,1.76356890336735,0.758580204611542
