origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd
1,2001,173.935783048573,175.756002588628,1.98157974112883,1.95194481414401,2.01133872003064,2.00700877379163
2,2001,177.076022756823,178.816821020297,1.95940270004891,1.9333157541676,2.00433004098434,1.99758469840464
3,2001,182.180975931557,184.025022218536,2.02342339746286,2.01032468767698,2.00837447165159,2.0077358090511
4,2001,187.384933899252,189.452006020011,2.08964792673727,2.09403476474597,2.0168734208825,2.02773522718136
1,2002,192.993009201329,194.855400880938,2.07966422472565,2.06176963298038,2.00891234255109,2.00706666926921
2,2002,196.535750206553,198.350335700865,2.10888484904714,2.09028180078944,1.97180877900269,1.97525512056728
3,2002,198.696769416726,200.503340993309,2.09191625361816,2.08194095813727,1.93004866085212,1.9264026685469
4,2002,201.043485621414,202.524550305812,2.06090722425935,2.0378898724593,1.90950193797379,1.91128651644735
1,2003,205.015030948356,206.908115800257,1.98688285615614,1.97101672654061,1.88959145223308,1.89227898345979
2,2003,207.77021421917,209.715403242142,1.96292148888253,1.94904740680096,1.87808527335921,1.87819862419778
3,2003,213.321164582794,215.063214532245,1.98670212609809,1.9713892565444,1.93564378043001,1.94454918286276
4,2003,219.9311446815,221.395150007616,2.03739488124787,2.01606277951148,2.01175861527284,2.01001845075914
1,2004,226.443972600926,228.440702408957,2.06296999558561,2.04251208411456,2.00116372012382,2.00722384736846
2,2004,230.56965773395,232.468976091636,2.03707385334595,2.0174376772411,2.03466606854886,2.04134333698667
3,2004,233.533886133719,235.243440986978,2.03387269548123,2.01633619802072,2.01615481120293,2.01782636016406
4,2004,236.765213251145,238.236926633848,2.02665495830115,2.00827649388715,2.01209348990032,2.01022885455562
1,2005,242.382898591796,244.294398465994,2.00970225248088,1.99141507932081,2.0160752609545,2.0166633510136
2,2005,245.332678996369,247.089599343731,1.97947255708514,1.96005267853965,2.01361271879225,2.01234735534212
3,2005,241.33373720588,242.942344361509,1.79189878254267,1.7744400114377,1.94783186369565,1.95465034509149
4,2005,249.237217383479,250.606357133157,1.83401846655041,1.8258122260364,2.04990644687326,2.0463165994571
1,2006,247.986639434704,249.76785862524,1.73094036890543,1.71902592200457,1.92750792612001,1.92335126797634
2,2006,253.025393716196,254.667643834499,1.75322498879113,1.74250661956194,1.94805625211998,1.94557414600329
3,2006,253.57643616487,255.104014981457,1.71121738486344,1.69241363394904,1.90483438849918,1.89865118468921
4,2006,255.773371330817,257.114139022005,1.70456961705168,1.69251249735072,1.87985901730813,1.88971913296475
1,2007,260.416120559208,262.103717032128,1.69105908364328,1.67051872170499,1.86365675982709,1.86074859931952
2,2007,263.478174837373,265.16974408533,1.69292451455813,1.67766697714372,1.84839374749383,1.85347846054813
3,2007,265.165489967926,266.620907967712,1.67801237830825,1.66209041878688,1.81916415621854,1.81673400462046
4,2007,267.828425511889,269.098306699359,1.66988625267679,1.65885002938548,1.80161108578394,1.80610268083511
