origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd
1,2001,89.1468907098154,91.0256316950833,1.98981310877374,1.9643434538059
2,2001,90.4193380418654,92.2257478467847,1.96697885009792,1.94338906196742
3,2001,93.2418457107215,95.1254999246101,2.03214248492879,2.01733539147022
4,2001,96.0289793636157,97.8544221864057,2.10387546808049,2.09162593984708
1,2002,99.564039901708,101.527109054073,2.08631694960357,2.06385928826395
2,2002,102.076483302495,103.948141731566,2.12255561490956,2.09885958399767
3,2002,103.191055608791,105.021075061091,2.09940836166469,2.08143132634815
4,2002,103.933433149915,105.508457497947,2.06924039082875,2.04861498363138
1,2003,106.243732607382,108.171343843936,2.00026562415237,1.98082720956049
2,2003,107.292964035795,109.164390789997,1.97159551062429,1.95441816353969
3,2003,109.249534750776,110.980995161196,1.98956819792915,1.97254495139637
4,2003,111.874434118698,113.440805880242,2.04157549987883,2.02319873950477
1,2004,116.237949941881,118.154028608472,2.06305152709009,2.04287624272757
2,2004,117.463235524344,119.289090876927,2.04158355295522,2.02204974837712
3,2004,118.967017886651,120.659894736611,2.03956683342359,2.02098119996569
4,2004,120.217450184296,121.77712475581,2.03499438457604,2.01772106029811
1,2005,123.451235638406,125.341463691132,2.01176914797419,1.99349428185015
2,2005,124.446629667846,126.262245915278,1.98492984755709,1.9678868341963
3,2005,120.241786911581,121.843290519262,1.79181361700438,1.77772301895631
4,2005,123.174597640659,124.644684831534,1.84574955857002,1.83134753751125
1,2006,123.280970215408,125.02603405856,1.73327619102245,1.71870294711097
2,2006,125.671733494596,127.433181202815,1.7570967390132,1.74491837114187
3,2006,125.588789722305,127.180646985472,1.71408047357239,1.70243785150048
4,2006,126.631350214161,128.083348302636,1.70940228959053,1.69877704752027
1,2007,129.710937494778,131.435070176543,1.69332612287596,1.68005073655387
2,2007,131.30735193143,133.018927022387,1.69422828832673,1.68285588334913
3,2007,132.080036139304,133.5789622069,1.67856650587532,1.66610743913963
4,2007,133.083791843675,134.472920226107,1.6739040475713,1.66263750815879
1,2008,137.199384839316,138.988452862381,1.685783706009,1.67505130599215
2,2008,137.833340851259,139.461170227962,1.66273974408948,1.65073178014841
3,2008,143.051460427915,144.897448685439,1.75964067152629,1.75405097718388
4,2008,142.133714029471,143.549511083785,1.70611650466983,1.69574561298811
1,2009,145.408778480605,148.08398607065,1.696530481286,1.70716447932107
2,2009,151.16396310491,153.642765056546,1.79963956897611,1.8066595316698
3,2009,160.681149115807,162.357169235613,2.01126557991443,1.99767947297682
4,2009,165.612340209819,167.21436137935,2.11421245251793,2.10102098249259
1,2010,169.6730804179,171.636926173932,2.11957263669197,2.1060330670394
2,2010,170.846243657484,172.704171880086,2.10232492106719,2.08861073498208
3,2010,172.43423507723,174.174080166209,2.10240861650252,2.08961566091508
4,2010,173.62510786275,175.23566504477,2.09559309172346,2.08329454222533
1,2011,176.692978222367,178.619073197367,2.07492309618763,2.06191175904743
2,2011,177.94019997692,179.779896223079,2.06138163544423,2.04864336656815
3,2011,179.937835513524,181.692895640146,2.07244423634889,2.06109797647392
4,2011,182.121820736045,183.762123585485,2.09307897120803,2.08250174490516
1,2012,185.521972737517,187.570222655948,2.08083976731269,2.07137114716566
2,2012,187.566900288345,189.493011639802,2.0878088401692,2.07734563286206
3,2012,188.766927191576,190.64670437402,2.07844152273769,2.07054801142005
4,2012,189.166044980683,190.988195437046,2.05438196607087,2.04873727875669
1,2013,192.583663294026,194.556463318589,2.04378884648149,2.03358686738842
2,2013,194.634858081892,196.467018712208,2.050843282859,2.03926251075086
3,2013,196.082241930423,197.774157484585,2.04820320986298,2.03695320748109
4,2013,198.871093101587,200.566079686927,2.08095681643335,2.07238049460838
1,2014,201.174920890848,203.084826588011,2.04506585977887,2.03389130420308
2,2014,202.390990697102,204.216542445125,2.03310530899872,2.02217203993206
3,2014,203.7160693392,205.404501551297,2.02811485270722,2.01760050093639
4,2014,206.038242335146,207.660827097641,2.04911751242059,2.0402833408756
1,2015,209.971883978098,211.88333909358,2.05071967906397,2.03995833006627
2,2015,212.091527885689,213.928165510769,2.05865715241661,2.04801542308151
3,2015,213.200547683437,214.895380740674,2.04893060303571,2.03865701832801
4,2015,213.086938837278,214.650347003606,2.01774910056216,2.00852562036918
1,2016,216.168236658438,218.058906791289,2.00208502718876,1.99206533140526
2,2016,219.256704500101,220.969883881646,1.99854205364708,1.98970158540595
3,2016,219.507960053748,221.105669863868,1.97694558024784,1.96914662162841
4,2016,220.793858220754,222.340796816674,2.00228609240637,1.99334142867916
1,2017,223.976657532785,225.85795729448,1.98948352195675,1.9798552417376
2,2017,225.65006514147,227.453574633158,1.98853789555585,1.97907573290158
3,2017,226.647187083248,228.307853989362,1.97839438854241,1.96924438522037
4,2017,227.334104139394,228.864250775684,1.9661075785864,1.95768724600842
1,2018,230.136736731884,231.997669881852,1.94738321792355,1.93832884553218
2,2018,231.327620701148,233.104156120682,1.93812039813576,1.92921681706687
3,2018,232.263345197099,233.901336080768,1.92795973663631,1.91941914312921
4,2018,234.270637745073,235.790064682565,1.94027578577214,1.93229461948527
1,2019,237.629787064911,239.498506324483,1.93241458620319,1.92401609805422
2,2019,238.810213207728,240.581477525969,1.92350839958758,1.91502419042657
3,2019,240.680704056561,242.318503513781,1.92995520030863,1.92168965471098
4,2019,246.007607028102,247.595745847971,1.99970868095022,1.99232594295581
1,2020,253.749757352049,255.671404580998,2.0694285809632,2.0604730859586
2,2020,261.208021750631,278.461315351374,2.17412012242539,2.4684850816437
3,2020,275.822960786066,301.513496565585,2.43232510636414,2.96305374991342
4,2020,378.7219761642,384.469093016912,5.76957526948361,5.89188032438757
1,2021,454.545573940682,459.821990771971,10.5505029235517,10.6597677514989
2,2021,465.238444806056,468.812843797456,11.218255401437,11.1757757093342
3,2021,468.55505255421,471.977136462164,11.2236419917177,11.1810057586277
4,2021,473.001413710495,476.960366978075,11.3515123693525,11.3718904156981
1,2022,476.569921845778,480.181259085774,11.1666501037997,11.1218289524467
2,2022,480.109182357288,483.634082095737,11.1749943015172,11.12995040699
3,2022,484.515248153633,487.910313806853,11.2792049908933,11.2348580957984
4,2022,485.400341071731,488.629751435518,11.0829620997037,11.040759617978
1,2023,487.641534201928,491.223031636777,10.7957796422437,10.754142404562
2,2023,490.690861858613,494.178253740204,10.7648578723838,10.7228103217609
3,2023,491.253738563779,494.572662165931,10.5438824982418,10.5030006619853
4,2023,492.835454579601,495.98905292046,10.4276673646935,10.3880110004871
1,2024,497.019994300672,500.545836893603,10.3236046015178,10.2841437869023
2,2024,500.284053204972,503.728034478029,10.3153466687754,10.276214537952
3,2024,498.502668664785,501.762177133774,9.93519740175418,9.89783556006298
4,2024,500.186819444588,503.279538816368,9.84093847359734,9.80441301152647
