origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cy_gamma,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd,cyandny_gamma
1,2001,311.840490219932,313.717095787866,1.98977196720032,1.5,1.96416393830831,73.0520891045641,73.0527320276241,1.5
2,2001,318.983982613286,320.788373433743,1.96689173929612,1.5,1.94308833297592,73.349135086025,73.3536993475017,1.5
3,2001,327.686920203104,329.57462486995,2.03190931453381,1.5,2.01741756666655,73.6525155595385,73.6671557082612,1.5
4,2001,336.381108053909,338.188433432645,2.10248532854733,1.5,2.09018706513003,74.0245729720477,74.0343116304549,1.5
1,2002,345.790172234148,347.754063086834,2.08629512596117,1.5,2.0637062824711,74.236824388446,74.2426351355183,1.5
2,2002,354.201832383418,356.068307877536,2.12267390022805,1.5,2.09886637441211,74.528405263996,74.5252639360203,1.5
3,2002,361.165514090698,362.988281854162,2.09962052997238,1.5,2.08204574349105,74.7275952625904,74.7181680704111,1.5
4,2002,367.756325489689,369.284511013467,2.06799534744714,1.5,2.0455121826624,74.9602146685506,74.9611084195356,1.5
1,2003,375.957035210397,377.885577721461,2.00022088405318,1.5,1.98067487359469,75.1625916967227,75.1680460638148,1.5
2,2003,382.901329832189,384.773384531389,1.97150985520922,1.5,1.95418064555626,75.4100693387979,75.4177690403223,1.5
3,2003,390.748505421407,392.469789038299,1.98934622074819,1.5,1.97175502439475,75.6462378589118,75.6520746709321,1.5
4,2003,399.247882995604,400.763264393038,2.04178843969455,1.5,2.02134606172003,75.8514046657557,75.8516997318414,1.5
1,2004,409.497617194139,411.411695310896,2.06302099747757,1.5,2.04273965475372,76.0402909671226,76.0410028796483,1.5
2,2004,416.621155258735,418.442665727153,2.04151044957438,1.5,2.02180249637549,76.2586970838971,76.2587664962483,1.5
3,2004,423.987882797892,425.669306712508,2.039328278985,1.5,2.02028082151139,76.4236385241297,76.4256110190585,1.5
4,2004,431.099007143973,432.610404600914,2.03388515366698,1.5,2.01505356460856,76.6056929118221,76.6057227216771,1.5
1,2005,440.270720335442,442.158258064119,2.01175333343897,1.5,1.9933727840483,76.8167932394514,76.8172565459913,1.5
2,2005,447.183830097227,448.993070457593,1.9849077194723,1.5,1.96775273635926,77.0336928008334,77.0309631228115,1.5
3,2005,448.802284408726,450.393019592648,1.79158722101182,1.5,1.77719312930219,77.1244041103244,77.1282283072049,1.5
4,2005,457.641485368614,459.054879042743,1.84482696171001,1.5,1.82887735093822,77.3461250289979,77.3465182758754,1.5
1,2006,463.640951770941,465.3832278945,1.73324038149712,1.5,1.71856979680565,77.4707811979987,77.4712567591698,1.5
2,2006,472.00593133967,473.759607682722,1.75708155475461,1.5,1.74489690997941,77.7364277670264,77.7307727671277,1.5
3,2006,477.846131707472,479.419562513291,1.7138073051408,1.5,1.70189569221294,77.9384133467497,77.9341575567743,1.5
4,2006,484.800168557229,486.173783430731,1.70903745272085,1.5,1.69625380140674,78.1338899809831,78.1321762786321,1.5
1,2007,493.893082545498,495.61446588911,1.69329109095661,1.5,1.67991133054972,78.39399631993,78.3956013289595,1.5
2,2007,501.444478216769,503.156898604144,1.69425239976198,1.5,1.68286662998656,78.6075683705947,78.6131558742642,1.5
3,2007,508.197176425501,509.676423365135,1.67831149400877,1.5,1.66539320441273,78.8558257613173,78.856061824883,1.5
4,2007,515.219502098143,516.54864932141,1.67331130764671,1.5,1.66096422079857,79.1633463147692,79.1610637339693,1.5
1,2008,525.379985819735,527.170729015854,1.68576896887959,1.5,1.67502280257857,79.4248367225363,79.4295839753156,1.5
2,2008,532.088862887558,533.71085768845,1.66265935321319,1.5,1.65049086259228,79.7558929151672,79.757931686103,1.5
3,2008,543.294186936997,545.168203306665,1.76027263690706,1.5,1.75607869897441,79.9637631739179,79.9726566638715,1.5
4,2008,548.448547709999,549.794810365496,1.70550345561668,1.5,1.69354662098253,80.3223357799377,80.3231583136424,1.5
1,2009,557.750440198876,560.445298294502,1.69651347691898,1.5,1.70753742852166,80.5360647701656,80.5520262822348,1.5
2,2009,569.501639465627,571.986544999545,1.7997533057049,1.5,1.80655934388518,80.7444442010246,80.7592665221954,1.5
3,2009,585.134282635967,586.804982324764,2.01590913571031,1.5,2.00232437863174,80.995917557421,80.9938236191082,1.5
4,2009,595.756381345129,597.323343953066,2.11452644417263,1.5,2.10071136389331,80.9577903592685,80.9565924612953,1.5
1,2010,605.64351482085,607.607273718355,2.11955298523317,1.5,2.10594688637493,80.9645017446691,80.96680216379,1.5
2,2010,612.710660679532,614.563712768459,2.10229338656228,1.5,2.08847224516521,81.0523691134381,81.0517946895537,1.5
3,2010,620.184636824588,621.911783831569,2.10227180323392,1.5,2.08927226199542,81.1315729698456,81.1291896525279,1.5
4,2010,627.236189120009,628.831960679807,2.0971677895918,1.5,2.08506348665846,81.1570535263406,81.159142713667,1.5
1,2011,636.207635371283,638.132187895237,2.07489974371033,1.5,2.06183001579399,81.2650928850334,81.265590672609,1.5
2,2011,643.390144862747,645.224559197609,2.06133416155429,1.5,2.04849401623617,81.3867351656925,81.3854300561169,1.5
3,2011,651.2954006534,653.047698655194,2.07253054844611,1.5,2.06117989663653,81.4762584075829,81.4797039281655,1.5
4,2011,659.419037996931,661.026346893303,2.0924214988129,1.5,2.08127123414901,81.6223668039889,81.6239827167235,1.5
1,2012,668.801463536394,670.853736653177,2.0808230891713,1.5,2.07134315867974,81.7543575886811,81.7595691267511,1.5
2,2012,676.838389435013,678.764819890827,2.08777021184387,1.5,2.07719986554416,81.9197132273445,81.924232932955,1.5
3,2012,683.979858192302,685.860224478035,2.07830460558673,1.5,2.07044373851888,82.0362037482647,82.0426420728286,1.5
4,2012,690.327387899288,692.142838406098,2.05374108387398,1.5,2.04862475711035,82.1748344981229,82.1798017512591,1.5
1,2013,699.671278843599,701.64559396905,2.04377107022746,1.5,2.03351486515072,82.2466970194016,82.2455360576187,1.5
2,2013,707.699999562433,709.527531198771,2.05090524227031,1.5,2.03921712190124,82.3800385485296,82.3798529246095,1.5
3,2013,715.078612407093,716.757582326221,2.04819289016217,1.5,2.03667333277748,82.4768021305498,82.4765794416986,1.5
4,2013,723.744398735899,725.426858597041,2.08061580933155,1.5,2.07233699329725,82.5353170518637,82.538776898968,1.5
1,2014,731.999326349402,733.907196348074,2.04503983800617,1.5,2.03381115721889,82.6240098060768,82.6247764378322,1.5
2,2014,739.117363489064,740.938998048823,2.03305452204483,1.5,2.02202826351061,82.6870829706563,82.6881043195877,1.5
3,2014,746.367040392585,748.043129337694,2.02797423408334,1.5,2.01716954751911,82.7718227039694,82.7726538281458,1.5
4,2014,754.57763592864,756.1582453506,2.04850651371173,1.5,2.03886610567644,82.8385926380481,82.8407651991127,1.5
1,2015,764.46436572553,766.373460040595,2.05069503876528,1.5,2.03988729793519,82.9163073528856,82.9164914950885,1.5
2,2015,772.512685584549,774.3444541071,2.05861763066322,1.5,2.04788418464372,82.9963544787152,82.9961988480418,1.5
3,2015,779.545397185859,781.226772806681,2.04880096988534,1.5,2.03828182935871,83.0743442744625,83.0734381909621,1.5
4,2015,785.336058834726,786.853526801059,2.01715094190859,1.5,2.00708615828234,83.1500987404869,83.1509737323589,1.5
1,2016,794.393728632006,796.280939318057,2.00206806295831,1.5,1.99200442997827,83.2402098282125,83.2393819693178,1.5
2,2016,803.418021431331,805.121363399386,1.99846407035642,1.5,1.98949532295933,83.3236463911219,83.3235106857834,1.5
3,2016,809.597213649367,811.156273139169,1.97637825204487,1.5,1.96812761549515,83.4151914994243,83.4155626410239,1.5
4,2016,816.799736518125,818.297963398545,2.00170428321323,1.5,1.99191109696799,83.4757769213883,83.4760489635883,1.5
1,2017,825.978536824209,827.857173016456,1.98946560082487,1.5,1.97978362494855,83.5753313468594,83.5752147948064,1.5
2,2017,833.6037719664,835.403206252212,1.98850008419065,1.5,1.97894982440449,83.6621524905169,83.663024265137,1.5
3,2017,840.551773943159,842.199479227854,1.97827072521235,1.5,1.96887500988431,83.7498512223947,83.7506228117244,1.5
4,2017,847.188538303138,848.667284631998,1.96561658829458,1.5,1.95632531241614,83.8494433264756,83.8493016255415,1.5
1,2018,856.013841766891,857.871506204439,1.9473692103102,1.5,1.93826011693354,83.963646396428,83.9636057916628,1.5
2,2018,863.185314787309,864.956843983908,1.93808590473051,1.5,1.92909279308539,84.0669181254674,84.0671330592985,1.5
3,2018,870.12750732119,871.750470277702,1.92784660574656,1.5,1.91906860134871,84.1910791129309,84.190192935651,1.5
4,2018,878.126948107313,879.595100453392,1.93972300538701,1.5,1.93093844996795,84.3180779919799,84.3184490365327,1.5
1,2019,887.549982778765,889.414245899347,1.93241235290177,1.5,1.92396683418206,84.453681878604,84.4524636970738,1.5
2,2019,894.75960764781,896.525123809257,1.92347819333066,1.5,1.91491098064861,84.586177979186,84.5857497236292,1.5
3,2019,902.63081624767,904.255250315091,1.92983760512914,1.5,1.92134512335696,84.6979180800774,84.6983654848543,1.5
4,2019,913.968429272724,915.518447111428,1.99921029521119,1.5,1.99133959423775,84.8283235475141,84.8299022834187,1.5
1,2020,927.733402695758,929.652084674192,2.06941301960675,1.5,2.06041497295673,84.9270494853825,84.9269018156666,1.5
2,2020,941.319716987633,958.784785368267,2.17487822713976,1.5,2.47498462518015,85.1082030488952,85.1674352729297,1.5
3,2020,962.158640438169,988.186685203879,2.43223673553615,1.5,2.97516952576738,85.3887296256452,85.4601123485171,1.5
4,2020,1071.80002790749,1077.71491070597,5.79827627108776,1.5,5.94211664687179,85.812096068414,85.7824996063776,1.5
1,2021,1152.48268488317,1157.82381000373,10.5502264409756,1.5,10.6598025459553,85.288940114247,85.3343520247424,1.5
2,2021,1169.71987309704,1173.31474765957,11.2184692693633,1.5,11.1759412089667,85.7702125425841,85.7863581068647,1.5
3,2021,1179.0795143929,1182.51745770329,11.2237580713997,1.5,11.1810605070241,85.8945799428877,85.9071729269228,1.5
4,2021,1189.45819224793,1193.47285536872,11.3518348702501,1.5,11.3732173739511,85.9381842875142,85.9746297379874,1.5
1,2022,1198.69018099754,1202.30816589304,11.1667620396425,1.5,11.1219264590164,85.7879024570391,85.7935749600429,1.5
2,2022,1208.35532474722,1211.88347625851,11.1751750803349,1.5,11.1300717777368,85.9659680615727,85.969721845022,1.5
3,2022,1218.80868635498,1222.21132500288,11.2793282564531,1.5,11.2349096032964,86.0876161353639,86.0941732431467,1.5
4,2022,1225.73279885812,1228.96879200942,11.0829814524169,1.5,11.04065298763,86.2027315714912,86.2087720490347,1.5
1,2023,1233.97851230343,1237.56898851344,10.7960409818274,1.5,10.7543656141945,86.2839646059661,86.2912034066522,1.5
2,2023,1243.10446923668,1246.59481709383,10.7650371259195,1.5,10.7229315158864,86.4213321225513,86.4247362078822,1.5
3,2023,1249.72967928359,1253.04719205057,10.5439720556792,1.5,10.503019663987,86.5467132436954,86.5470191827027,1.5
4,2023,1257.32710142266,1260.48222706117,10.4276183925656,1.5,10.3877984037233,86.6398154737409,86.6425549508032,1.5
1,2024,1267.52614167741,1271.0530534777,10.3237766445103,1.5,10.2842821690289,86.722739856621,86.7244731731007,1.5
2,2024,1276.81339414842,1280.25786038429,10.3154461540708,1.5,10.276273565872,86.8179305637552,86.8194354007085,1.5
3,2024,1280.99488829559,1284.25502618668,9.93523654932831,1.5,9.89781696419616,86.8719023395734,86.8733971493424,1.5
4,2024,1288.64351502791,1291.73576461527,9.8408721200069,1.5,9.80417695712801,86.926557212484,86.9280427719296,1.5
