origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd
1,2001,91.392400997899,93.3269817654569,2.1109395633685,2.08374610832973
2,2001,91.4011815801101,93.2197079390957,2.01713152348353,1.99231314590651
3,2001,93.5760072871979,95.5200567126414,2.04923863229627,2.03737382536784
4,2001,95.9234311898199,97.7834639339036,2.09850668637952,2.08923405780749
1,2002,99.5632319694466,101.523710737774,2.08628258292969,2.06369916455545
2,2002,102.060554084288,103.929187895478,2.12187703935975,2.09810543433728
3,2002,103.097720317131,104.814667581621,2.09520658158141,2.07264198409459
4,2002,104.042540106617,105.613140975191,2.07432475775307,2.05352722344783
1,2003,106.242731017473,108.167796252852,2.00022224487185,1.98068646497864
2,2003,107.280136389628,109.124892924509,1.97105887479915,1.9528345743781
3,2003,109.645504710429,111.417590707562,2.00607910062924,1.99023123901869
4,2003,112.474310249267,114.001829184882,2.06744790322774,2.04674290359174
1,2004,116.237031408192,118.150519031967,2.06301472355159,2.04273656779878
2,2004,117.379905592419,119.199272431421,2.03825677865163,2.01856653476803
3,2004,118.72314708271,120.421968693212,2.03002976617089,2.0119640936838
4,2004,120.440675651021,121.957903689981,2.04361765651383,2.02471043101162
1,2005,123.450335580478,125.33786358789,2.01173911473661,1.99336772789049
2,2005,124.508913160605,126.320102511123,1.98720475768331,1.96997695580465
3,2005,120.029383862985,121.600184108219,1.78505358927524,1.77029620978857
4,2005,120.224064519862,121.586344592746,1.75275822691961,1.73761331336834
1,2006,123.808779623609,125.560882775128,1.74912395029771,1.7343601422275
2,2006,124.040501606402,125.741054300645,1.70921265471932,1.69651065250863
3,2006,124.531408530484,126.074061586428,1.68414259537752,1.67195009703263
4,2006,126.468437056929,127.80488305484,1.70524350427754,1.69150190293264
1,2007,129.709544477058,131.429944115799,1.69328835006114,1.67991688319282
2,2007,131.306039696103,133.014278692923,1.69423874852935,1.68286213123954
3,2007,132.225239941679,133.733695231328,1.68238139195872,1.67009816429953
4,2007,133.042318487357,134.381446242917,1.67311037016117,1.66098197072195
1,2008,137.198524638965,138.985325785759,1.68577588620604,1.67502550136412
2,2008,137.830211337817,139.451190324749,1.66266232132607,1.65049336372146
3,2008,138.772198423966,140.497159529442,1.65271435927531,1.64692091958256
4,2008,142.118203579566,143.471867982898,1.70595719489695,1.69418201079736
1,2009,145.153592422209,147.856772496807,1.69036364582795,1.70195476789926
2,2009,151.39610916445,153.699137273761,1.80562097649506,1.80813320099283
3,2009,161.162685112325,162.850588369591,2.02718049521945,2.01380029101104
4,2009,165.604210269907,167.17241802446,2.11452961825527,2.10071199016519
1,2010,169.672218921221,171.633845188673,2.11955043177817,2.10595292376841
2,2010,170.844656155559,172.698422031492,2.10229092815758,2.08846925456356
