origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cy_gamma,cyandny_rw_sd,cy_rw_us_sd,cyandny_rw_us_sd,cyandny_gamma
1,2001,179.393564176241,181.2022151172,2.09100556824352,0.711912777684568,2.0676826480134,1.85598655115751,1.85483140374364,0.718747552195205
2,2001,178.697274380628,182.106871523704,2.0003977042127,0.705165691447857,1.97406437022559,1.83380725876731,1.82329549721401,0.714650323693311
3,2001,181.371144100598,186.413319392864,2.04309545490687,0.712572266104775,2.01847594674924,1.85629520842498,1.81956899112031,0.722713207309239
4,2001,183.810003072384,191.176278558211,2.10007675200706,0.703981777620551,2.09091767225473,1.86504962864216,1.82414047896602,0.707235655902758
1,2002,195.346353402748,197.131937674126,2.09093119783559,0.720654404588081,2.06465431470704,1.82447974942731,1.8287235190875,0.728703692637737
2,2002,196.712256501849,200.373678334006,2.09914152870226,0.721192048840635,2.08001791101517,1.8062698066234,1.79722559968055,0.735584322056688
3,2002,196.506927031624,201.907463136063,2.08091378054291,0.723434767544638,2.05825740521664,1.76238862335442,1.74905465820856,0.742708197201615
4,2002,197.818400444075,205.112323721973,2.06498685798448,0.726622985652799,2.03906840050035,1.77958380946784,1.76629220048272,0.746139311452488
1,2003,208.257513268602,209.944092844498,1.9902501704502,0.753228485565557,1.96826229852212,1.77402926834559,1.76997660303695,0.759510835793633
2,2003,209.561109063056,213.510096005292,1.96278796974661,0.748890376650431,1.94548795011075,1.78343064576892,1.78797247782086,0.766821616267677
3,2003,214.123233632075,220.417591383686,2.0091203502944,0.730253059226087,1.984882869488,1.86306125104048,1.8799792142043,0.756560431660886
4,2003,217.132575438024,226.312550399697,2.06423833241612,0.718172012779121,2.0343193145648,1.87997025233036,1.9318089183288,0.751901393390129
1,2004,231.360323220094,233.096852522714,2.04202777718404,0.765975936840305,2.02730232057901,1.95218521863939,1.95004137211665,0.770790501420508
2,2004,233.136786646054,236.982715419236,2.02760694299006,0.767694166328444,2.01059589885792,1.97826670142299,1.97475428920272,0.783657618620284
3,2004,233.443681500831,239.220862532164,2.02348012586645,0.777695994135864,2.00143275998812,1.94203735049528,1.93893565024747,0.798814037751962
4,2004,234.8207984294,242.661485132308,2.04060374630074,0.773538591161492,2.01166243008414,1.93279750318855,1.93624768640041,0.797818862319386
1,2005,247.094954905151,248.760915875097,1.99283401031311,0.800238124847338,1.97878222649882,1.95769996512166,1.95588368087814,0.80705117991499
