origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd,forecaster_id
1,2001,89.1144886133607,90.6164049811549,1.96512048752402,1.94109788628645,1
2,2001,90.6402446533271,92.0161397002006,1.94166793971636,1.91962070450733,1
3,2001,98.9208635717875,101.934337084556,2.33480845893835,2.38274282613478,1
4,2001,95.320284911742,96.7660531223326,2.08712355133349,2.0663113069164,1
1,2002,99.5622387717264,101.121039376401,2.06202458331575,2.03950314553248,1
2,2002,102.401007798371,103.859409028909,2.09912462334118,2.07760582446992,1
4,2002,103.37941119976,104.916383769023,2.06145824993379,2.04689194407547,1
1,2003,106.752605643697,108.495640850157,2.00235345109174,1.99111291940052,1
4,2003,119.228164567026,123.568080183108,2.3763739757034,2.48457953527428,1
1,2004,116.127224535612,117.690129218736,2.03886055284931,2.02059238682383,1
2,2004,117.717783080845,119.097842862606,2.02120832608672,2.00207385746502,1
4,2004,119.788765385723,121.572653275349,2.03285132858558,2.02965546893933,1
2,2005,124.803185487684,126.212682444465,1.97111505859075,1.95561690854974,1
3,2005,122.005900816036,124.33851486624,1.85272813485832,1.86566939395782,1
1,2006,123.126279663757,124.483662548953,1.71948947038495,1.7051368218388,1
2,2006,126.051525061972,127.548193483647,1.74988469824494,1.74286064325394,1
4,2006,142.38392500246,147.448488955249,2.21146982643657,2.32072073075679,1
1,2007,129.501881614088,130.88979386102,1.67987757025268,1.66812221670861,1
2,2007,131.646445909246,133.060423369996,1.68761493535263,1.68006177197879,1
4,2007,132.162212754778,133.407701418897,1.66611080788831,1.65609647250526,1
1,2008,138.076747895263,140.330958080536,1.70062014984665,1.7106197892417,1
2,2008,138.789053144679,140.031504900851,1.67217302556069,1.66124758811514,1
4,2008,178.135345155241,185.483767528547,2.86136148333729,3.07493459267654,1
1,2009,146.477118003429,147.96554749298,1.71507739038794,1.7063286714118,1
2,2009,152.071053100574,153.443784439391,1.80614623387183,1.79631310652838,1
3,2009,232.696716800384,244.611693869859,5.40199831701407,6.09405805174207,1
4,2009,245.015843773477,256.231106141456,6.20480049606739,6.92660864625378,1
1,2010,169.315995813233,170.892010787008,2.09499056812,2.0817466929116,1
2,2010,171.911756256259,173.447870150572,2.10953318714858,2.09884354488371,1
4,2010,178.960296219365,183.805832350509,2.25233181664543,2.33398424990693,1
1,2012,186.172185407525,189.576374842553,2.08460220783692,2.1182540275817,1
2,2012,194.22084058349,201.77682491747,2.23833747217067,2.38953140689033,1
2,2013,195.309172420299,197.229629531702,2.04840167469985,2.04888878246182,1
4,2013,206.65600628195,209.405139475614,2.2734106469186,2.29142007117284,1
1,2014,203.651944133497,208.187834445871,2.09034156165465,2.14721661021916,1
2,2014,202.828024198115,204.325359387409,2.02571139965937,2.01724498720478,1
4,2014,203.931704488197,205.307676170651,2.01229295197797,2.0025438691119,1
1,2015,209.489653723441,211.08602220537,2.02995113860975,2.02087313908105,1
2,2015,212.394003609897,213.83863859133,2.04834426738415,2.03879961099398,1
4,2015,212.323991811546,213.850172537824,2.01052769756681,2.00410101650481,1
1,2016,216.283415722841,217.904054891954,1.9951069304497,1.98736279147904,1
3,2016,217.985481675285,219.480411716016,1.97431370207861,1.96485694638949,1
4,2016,220.068198172251,221.484206252912,1.99624829112335,1.98815793158747,1
1,2017,223.928496016138,225.428518666484,1.97979987871319,1.97028071545241,1
2,2017,225.940900766334,227.318104151519,1.97977817949923,1.97062874748462,1
3,2017,226.902058560082,228.53367821996,1.98406699099702,1.97734589377717,1
4,2017,235.003820954654,239.068481925667,2.11772997813388,2.15903136092341,1
1,2018,230.059928740999,231.552579552934,1.93812677992802,1.92940028096989,1
2,2018,231.515352565318,232.906052560338,1.92851778135326,1.92063083649381,1
4,2018,233.525845823815,234.826973871758,1.93507107124393,1.92640883781558,1
1,2019,237.852317866477,239.551849672886,1.92888407040321,1.92412099319182,1
2,2019,239.062656727571,240.453724605781,1.91555189181609,1.90811256778729,1
4,2019,250.284544466097,252.484717254089,2.0810082043939,2.08591298551982,1
2,2020,306.019395689598,312.884928554996,3.17623148200715,3.30127690826093,1
4,2020,486.929325078083,514.311772987538,14.3892800195875,17.5430689007747,1
1,2021,484.048847723035,499.545616128222,13.2800521287672,14.626830130369,1
2,2021,468.710949103532,473.323618233306,11.3114094014694,11.4058622077865,1
3,2021,494.237179053029,504.277769306041,13.6852022585632,14.3891103620688,1
