"spf_h0","spf_h1","spf_h2","spf_h3","spf_h4","ref_period","rgdp","target_quarter","target_year","origin_year","origin_month","origin_day","gdp_growth","origin_date","IQR_h0","IQR_h1","IQR_h2","IQR_h3","IQR_h4","EUP"
0.88871269074736,1.4055774220069,1.25577973629786,1.37479841371927,1.73950442146465,2019 Q4,2473535.4,4,2019,2020,1,31,0.375240511102204,2020-01-01,0.173539274789542,0.24227054298091,0.28350930389573,0.30412868435315,0.31100181117228,236.382630178153
1.03054512146581,0.923596168272392,1.37371228155646,1.2992786595724,1.41254060319959,2020 Q1,2380838.7,1,2020,2020,4,30,-14.4490704356445,2020-04-01,0.158072764590902,0.20596675858321,0.236003965351775,0.252976607347853,0.261676907022718,255.141975189727
-0.248243629506118,1.05631408407014,0.944526254787412,1.35459319728619,1.32537801353712,2020 Q2,2097429.7,2,2020,2020,7,31,-40.3281523250544,2020-07-01,0.779642561306261,1.03608153802915,1.61693835373844,2.31251483328513,2.75105623281135,275.932261389929
-5.07608942568308,0.443839786691407,1.07163400182073,0.954991298044921,1.34503365515106,2020 Q3,2367534.9,3,2020,2020,10,30,61.128509154819,2020-10-01,0.64442683438016,1.02694550723702,1.42862662728756,1.62792537006127,1.74002374480616,246.835141197253
-6.11013342096199,-1.02461278980547,1.40730313681703,1.07952399701199,0.958479645797425,2020 Q4,2348918.2,4,2020,2021,2,2,-2.76124382493568,2021-02-01,0.820275626532063,1.12384708004986,1.31896513490567,1.40606990798767,1.43438719062883,282.89789080138
1.46893803796387,4.34224563817823,2.2249537777391,2.32326423439175,1.0830031919383,2021 Q1,2338215.6,1,2021,2021,4,30,-2.46867534720872,2021-04-01,1.53108711517798,1.54787896034581,1.37880291839204,1.17250344238492,1.90453644568064,211.374499650355
-0.681528786950892,-8.23416269811507,10.6136730736624,4.17469371826584,2.87284089293658,2021 Q2,2401275.6,2,2021,2021,7,30,8.34819701428628,2021-07-01,0.75774076626572,0.755064654815043,0.64880481717969,0.95114373245201,1.22176334355469,157.886413403143
1.55035131005379,1.07954694310002,-8.0280206345803,13.7493867914044,5.1495636885292,2021 Q3,2465598.9,3,2021,2021,10,29,9.14302469228154,2021-10-01,0.77300352674739,0.79484678418547,0.6606415936473,0.87041357616561,0.93615380073807,197.104579869858
2.97324021173312,3.32301337704996,2.91399722412743,-2.17908669160293,14.7946246973185,2021 Q4,2478959.8,4,2021,2022,1,31,1.18311584585049,2022-01-01,0.581427015229733,0.747597757831337,0.781043424727703,0.859229811698873,0.890500090441849,247.759398790467
3.29320211890703,3.99705292868204,4.84355399384754,4.4732785212238,5.04618821064596,2022 Q1,2488130.4,1,2022,2022,4,29,0.758552434531379,2022-04-01,0.673938590302965,0.719730318685253,0.534392231677175,0.4876064549436,0.616726740415027,292.371372844845
1.56522596832174,2.14124094246592,4.61134055885139,5.75587836392609,5.40884729948163,2022 Q2,2512934.1,2,2022,2022,7,29,2.78235120324797,2022-07-01,0.78245366563328,0.5918911333369,0.73627072330871,0.811504427455528,0.987537874347442,331.924155185895
1.06743034925326,1.88261597331722,1.88951664022922,4.91848437393607,6.21204054896537,2022 Q3,2528867.4,3,2022,2022,10,31,0.737974787191176,2022-10-01,0.798739491848587,0.902403485075487,0.92014395491592,1.0556961567132,1.15249061399553,376.208330891072
0.219065392721193,1.30885032773153,2.18186767889131,2.17618715203662,5.02086564563096,2022 Q4,2536716.3,4,2022,2023,1,31,0.474327540765818,2023-01-01,0.662399825822567,0.67780642347137,0.863466172553364,0.9741391414653,1.0140649081769,351.784205806769
-0.360675505595409,-0.0975659996122585,1.73050656946402,2.42368647544413,2.63941041772784,2023 Q1,2550385.1,1,2023,2023,4,28,0.337553589914297,2023-04-01,0.796193560752982,0.758648446282633,0.662235468185664,0.771031275011737,0.69192519827171,292.984573608028
0.474308581747123,-0.285546358434342,-0.287544835012329,1.98350031450352,2.56877775337582,2023 Q2,2554906.9,2,2023,2023,7,31,1.08695684420583,2023-07-01,0.678573791909644,0.612948683238023,0.461263087394187,0.637557101435818,0.61219418754507,252.318087182619
0.912187023834126,0.781166101039407,0.212210935902418,-0.382534252712365,2.10999718702327,2023 Q3,2562114.7,3,2023,2023,10,31,-0.367023756228002,2023-10-01,0.570606060463312,0.501968958564587,0.477677241092625,0.640933639803798,0.711012501457939,290.348858180814
0.710200644277144,1.10836184586685,1.05590687949883,0.904064572021786,-0.41419739194571,2023 Q4,2562942,4,2023,2024,1,30,0.122218549437747,2024-01-01,0.447710175417056,0.52700533968858,0.561402902314089,0.580657534057133,0.589202525695568,303.899651535313
0.610724655997455,0.932921996798829,1.16487681694596,1.271475552868,1.56148274453068,2024 Q1,2572303.9,1,2024,2024,4,30,1.33752300456071,2024-04-01,0.54103552977055,0.521486004171291,0.451110453613069,0.385114896530735,0.373420074493155,277.236740345955
0.939883428755014,0.95846665721697,1.06655480831184,1.19878579959343,1.40081675688949,2024 Q2,2589474.9,2,2024,2024,7,31,1.03826132932034,2024-07-01,0.44761109993255,0.41631478254546,0.26730122664089,0.25757718104205,0.27735441466543,295.504347541571
1.26779422163539,1.21850792135681,1.19704278574211,1.13337121406835,1.21574029091716,2024 Q3,2620468,3,2024,2024,10,30,1.5059636166852,2024-10-01,0.327635854763658,0.314130987273105,0.30215449217067,0.267949690353948,0.282636139228745,323.444330309838
1.07343996100115,1.34034863849343,1.37105244645055,1.35051687953472,1.15564334932051,2024 Q4,2620997.3,4,2024,2025,1,30,0.116529019983003,2025-01-01,0.221587864454028,0.288107330745112,0.319229011494605,0.334415403992415,0.339477534825027,452.160395740979
NA,1.23893660158761,1.41514656970272,1.44563956423364,1.44295277655669,2025 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1.33823458593948,1.46002532842829,1.4903918349035,2025 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1.38788357811542,1.48246470779108,2025 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1.40443324217407,2025 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
