rgdp,target_year,target_quarter,origin_year,origin_month,origin_day
2018756.5,2002,2,2016,11,15
2026823.9,2002,3,2016,11,15
2028899.1,2002,4,2016,11,15
2024772.8,2003,1,2016,11,15
2025855.7,2003,2,2016,11,15
2036806.3,2003,3,2016,11,15
2051781.6,2003,4,2016,11,15
2063490.3,2004,1,2016,11,15
2074493.2,2004,2,2016,11,15
2081281,2004,3,2016,11,15
2088596.5,2004,4,2016,11,15
2092853.2,2005,1,2016,11,15
2106122.1,2005,2,2016,11,15
2121992,2005,3,2016,11,15
2135024,2005,4,2016,11,15
2154737.8,2006,1,2016,11,15
2177136.6,2006,2,2016,11,15
2191152.2,2006,3,2016,11,15
2214728.6,2006,4,2016,11,15
2231507.3,2007,1,2016,11,15
2245448.3,2007,2,2016,11,15
2255780,2007,3,2016,11,15
2267871.7,2007,4,2016,11,15
2279171.9,2008,1,2016,11,15
2271462,2008,2,2016,11,15
2258920.6,2008,3,2016,11,15
2219474.4,2008,4,2016,11,15
2153692,2009,1,2016,11,15
2148859.8,2009,2,2016,11,15
2155140.1,2009,3,2016,11,15
2166185,2009,4,2016,11,15
2175989.2,2010,1,2016,11,15
2197350.5,2010,2,2016,11,15
2206420.9,2010,3,2016,11,15
2218842.8,2010,4,2016,11,15
2236413.1,2011,1,2016,11,15
2236583.3,2011,2,2016,11,15
2237063.5,2011,3,2016,11,15
2228997.9,2011,4,2016,11,15
2224747.1,2012,1,2016,11,15
2217819.6,2012,2,2016,11,15
2214776.1,2012,3,2016,11,15
2205235.1,2012,4,2016,11,15
2198829,2013,1,2016,11,15
2208326.9,2013,2,2016,11,15
2215757.9,2013,3,2016,11,15
2220515.8,2013,4,2016,11,15
2227215.7,2014,1,2016,11,15
2231296.8,2014,2,2016,11,15
2239859.6,2014,3,2016,11,15
2249757.4,2014,4,2016,11,15
2267323.5,2015,1,2016,11,15
2275718.9,2015,2,2016,11,15
2283562.6,2015,3,2016,11,15
2293938.9,2015,4,2016,11,15
2305635.2,2016,1,2016,11,15
2312423.8,2016,2,2016,11,15
2320497.1,2016,3,2016,11,15
1695328,1995,1,2016,12,6
1705812.3,1995,2,2016,12,6
1710912.4,1995,3,2016,12,6
1716468.1,1995,4,2016,12,6
1718389.9,1996,1,2016,12,6
1730612.7,1996,2,2016,12,6
1741778.1,1996,3,2016,12,6
1749076.1,1996,4,2016,12,6
1753190.8,1997,1,2016,12,6
1775945.3,1997,2,2016,12,6
1788717.1,1997,3,2016,12,6
1809288.9,1997,4,2016,12,6
1819641.5,1998,1,2016,12,6
1827427,1998,2,2016,12,6
1837659.7,1998,3,2016,12,6
1842671,1998,4,2016,12,6
1859234.2,1999,1,2016,12,6
1871185.7,1999,2,2016,12,6
1891205,1999,3,2016,12,6
1915950.2,1999,4,2016,12,6
1936811.2,2000,1,2016,12,6
1954903,2000,2,2016,12,6
1965431.9,2000,3,2016,12,6
1981263.4,2000,4,2016,12,6
1998538.3,2001,1,2016,12,6
2000356.2,2001,2,2016,12,6
2002055.1,2001,3,2016,12,6
2005582.8,2001,4,2016,12,6
2009131.8,2002,1,2016,12,6
2018764.1,2002,2,2016,12,6
2026842,2002,3,2016,12,6
2028869.3,2002,4,2016,12,6
2024848.3,2003,1,2016,12,6
2025939.3,2003,2,2016,12,6
2036808.3,2003,3,2016,12,6
2051488.2,2003,4,2016,12,6
2063506.7,2004,1,2016,12,6
2074493.9,2004,2,2016,12,6
2081270.9,2004,3,2016,12,6
2088622.7,2004,4,2016,12,6
2092684.5,2005,1,2016,12,6
2106142.7,2005,2,2016,12,6
2122018.2,2005,3,2016,12,6
2135056.8,2005,4,2016,12,6
2154811.3,2006,1,2016,12,6
2177175.8,2006,2,2016,12,6
2191057.4,2006,3,2016,12,6
2214637.9,2006,4,2016,12,6
2231480.7,2007,1,2016,12,6
2245447,2007,2,2016,12,6
2255750.8,2007,3,2016,12,6
2267893.6,2007,4,2016,12,6
2279039.1,2008,1,2016,12,6
2271468,2008,2,2016,12,6
2258971.2,2008,3,2016,12,6
2219478.2,2008,4,2016,12,6
2153566.5,2009,1,2016,12,6
2148737.1,2009,2,2016,12,6
2155179.8,2009,3,2016,12,6
2166295.6,2009,4,2016,12,6
2176034.1,2010,1,2016,12,6
2197403.4,2010,2,2016,12,6
2206397.6,2010,3,2016,12,6
2218762.8,2010,4,2016,12,6
2236195,2011,1,2016,12,6
2236503.4,2011,2,2016,12,6
2237138.8,2011,3,2016,12,6
2229209.2,2011,4,2016,12,6
2224991.1,2012,1,2016,12,6
2217890,2012,2,2016,12,6
2214734.8,2012,3,2016,12,6
2204969.5,2012,4,2016,12,6
2198461.4,2013,1,2016,12,6
2208619.8,2013,2,2016,12,6
2215843.7,2013,3,2016,12,6
2220468.3,2013,4,2016,12,6
2227452.6,2014,1,2016,12,6
2231451.1,2014,2,2016,12,6
2239661.9,2014,3,2016,12,6
2249463.2,2014,4,2016,12,6
2267323.4,2015,1,2016,12,6
2275576.9,2015,2,2016,12,6
2282988.7,2015,3,2016,12,6
2294537.3,2015,4,2016,12,6
2306105.2,2016,1,2016,12,6
2313147.7,2016,2,2016,12,6
2321178.9,2016,3,2016,12,6
1695345.2,1995,1,2017,1,23
1705796.4,1995,2,2017,1,23
1710903.2,1995,3,2017,1,23
1716476.2,1995,4,2017,1,23
1718406.1,1996,1,2017,1,23
1730598.9,1996,2,2017,1,23
1741767.1,1996,3,2017,1,23
1749085.4,1996,4,2017,1,23
1753192.4,1997,1,2017,1,23
1775945.5,1997,2,2017,1,23
1788706.9,1997,3,2017,1,23
1809296.3,1997,4,2017,1,23
1819645.4,1998,1,2017,1,23
1827427.4,1998,2,2017,1,23
1837646,1998,3,2017,1,23
1842680.3,1998,4,2017,1,23
1859235.5,1999,1,2017,1,23
1871185,1999,2,2017,1,23
1891200.3,1999,3,2017,1,23
1915956.1,1999,4,2017,1,23
1936810.1,2000,1,2017,1,23
1954908.2,2000,2,2017,1,23
1965427.3,2000,3,2017,1,23
1981262.9,2000,4,2017,1,23
1998533.2,2001,1,2017,1,23
2000355.1,2001,2,2017,1,23
2002060.4,2001,3,2017,1,23
2005583.6,2001,4,2017,1,23
2009141,2002,1,2017,1,23
2018765.1,2002,2,2017,1,23
2026824.3,2002,3,2017,1,23
2028877.2,2002,4,2017,1,23
2024875.8,2003,1,2017,1,23
2025926,2003,2,2017,1,23
2036803.3,2003,3,2017,1,23
2051480.4,2003,4,2017,1,23
2063516.8,2004,1,2017,1,23
2074475.4,2004,2,2017,1,23
2081260.5,2004,3,2017,1,23
2088643.7,2004,4,2017,1,23
2092686.1,2005,1,2017,1,23
2106125,2005,2,2017,1,23
2122014,2005,3,2017,1,23
2135076.9,2005,4,2017,1,23
2154813.5,2006,1,2017,1,23
2177140.7,2006,2,2017,1,23
2191045.9,2006,3,2017,1,23
2214681,2006,4,2017,1,23
2231476.2,2007,1,2017,1,23
2245438.5,2007,2,2017,1,23
2255737.6,2007,3,2017,1,23
2267920.9,2007,4,2017,1,23
2279067,2008,1,2017,1,23
2271446.2,2008,2,2017,1,23
2258963.3,2008,3,2017,1,23
2219480.3,2008,4,2017,1,23
2153514.9,2009,1,2017,1,23
2148731.4,2009,2,2017,1,23
2155172.4,2009,3,2017,1,23
2166361.3,2009,4,2017,1,23
2176050.5,2010,1,2017,1,23
2197389.1,2010,2,2017,1,23
2206364.4,2010,3,2017,1,23
2218794,2010,4,2017,1,23
2236232,2011,1,2017,1,23
2236466.2,2011,2,2017,1,23
2237062.1,2011,3,2017,1,23
2229260.6,2011,4,2017,1,23
2225022,2012,1,2017,1,23
2217866.7,2012,2,2017,1,23
2214666.8,2012,3,2017,1,23
2204987.9,2012,4,2017,1,23
2198549.8,2013,1,2017,1,23
2208637.2,2013,2,2017,1,23
2215751.2,2013,3,2017,1,23
2220413.7,2013,4,2017,1,23
2227564.8,2014,1,2017,1,23
2231625.9,2014,2,2017,1,23
2239567.3,2014,3,2017,1,23
2249550.3,2014,4,2017,1,23
2267701.7,2015,1,2017,1,23
2276221.4,2015,2,2017,1,23
2282720,2015,3,2017,1,23
2294189.7,2015,4,2017,1,23
2305833.3,2016,1,2017,1,23
2312883,2016,2,2017,1,23
2322951.6,2016,3,2017,1,23
1695345.2,1995,1,2017,1,31
1705796.4,1995,2,2017,1,31
1710903.2,1995,3,2017,1,31
1716476.2,1995,4,2017,1,31
1718406.1,1996,1,2017,1,31
1730598.9,1996,2,2017,1,31
1741767.1,1996,3,2017,1,31
1749085.4,1996,4,2017,1,31
1753192.4,1997,1,2017,1,31
1775945.5,1997,2,2017,1,31
1788706.9,1997,3,2017,1,31
1809296.3,1997,4,2017,1,31
1819645.4,1998,1,2017,1,31
1827427.4,1998,2,2017,1,31
1837646,1998,3,2017,1,31
1842680.3,1998,4,2017,1,31
1859235.5,1999,1,2017,1,31
1871185,1999,2,2017,1,31
1891200.3,1999,3,2017,1,31
1915956.1,1999,4,2017,1,31
1936810.1,2000,1,2017,1,31
1954908.2,2000,2,2017,1,31
1965427.3,2000,3,2017,1,31
1981262.9,2000,4,2017,1,31
1998533.2,2001,1,2017,1,31
2000355.1,2001,2,2017,1,31
2002060.4,2001,3,2017,1,31
2005583.6,2001,4,2017,1,31
2009141,2002,1,2017,1,31
2018765.1,2002,2,2017,1,31
2026824.3,2002,3,2017,1,31
2028877.2,2002,4,2017,1,31
2024875.8,2003,1,2017,1,31
2025926,2003,2,2017,1,31
2036803.3,2003,3,2017,1,31
2051480.4,2003,4,2017,1,31
2063516.8,2004,1,2017,1,31
2074475.4,2004,2,2017,1,31
2081260.5,2004,3,2017,1,31
2088643.7,2004,4,2017,1,31
2092686.1,2005,1,2017,1,31
2106125,2005,2,2017,1,31
2122014,2005,3,2017,1,31
2135076.9,2005,4,2017,1,31
2154813.5,2006,1,2017,1,31
2177140.7,2006,2,2017,1,31
2191045.9,2006,3,2017,1,31
2214681,2006,4,2017,1,31
2231476.2,2007,1,2017,1,31
2245438.5,2007,2,2017,1,31
2255737.6,2007,3,2017,1,31
2267920.9,2007,4,2017,1,31
2279067,2008,1,2017,1,31
2271446.2,2008,2,2017,1,31
2258963.3,2008,3,2017,1,31
2219480.3,2008,4,2017,1,31
2153514.9,2009,1,2017,1,31
2148731.4,2009,2,2017,1,31
2155172.4,2009,3,2017,1,31
2166361.3,2009,4,2017,1,31
2176050.5,2010,1,2017,1,31
2197389.1,2010,2,2017,1,31
2206364.4,2010,3,2017,1,31
2218794,2010,4,2017,1,31
2236232,2011,1,2017,1,31
2236466.2,2011,2,2017,1,31
2237062.1,2011,3,2017,1,31
2229260.6,2011,4,2017,1,31
2225022,2012,1,2017,1,31
2217866.7,2012,2,2017,1,31
2214666.8,2012,3,2017,1,31
2204987.9,2012,4,2017,1,31
2198549.8,2013,1,2017,1,31
2208637.2,2013,2,2017,1,31
2215751.2,2013,3,2017,1,31
2220413.7,2013,4,2017,1,31
2227564.8,2014,1,2017,1,31
2231625.9,2014,2,2017,1,31
2239567.3,2014,3,2017,1,31
2249550.3,2014,4,2017,1,31
2267701.7,2015,1,2017,1,31
2276221.4,2015,2,2017,1,31
2282720,2015,3,2017,1,31
2294189.7,2015,4,2017,1,31
2305833.3,2016,1,2017,1,31
2312883,2016,2,2017,1,31
2322951.6,2016,3,2017,1,31
2334585.1,2016,4,2017,1,31
1695345.2,1995,1,2017,2,14
1705796.4,1995,2,2017,2,14
1710903.2,1995,3,2017,2,14
1716476.2,1995,4,2017,2,14
1718406.1,1996,1,2017,2,14
1730598.9,1996,2,2017,2,14
1741767.1,1996,3,2017,2,14
1749085.4,1996,4,2017,2,14
1753192.4,1997,1,2017,2,14
1775945.5,1997,2,2017,2,14
1788706.9,1997,3,2017,2,14
1809296.3,1997,4,2017,2,14
1819645.4,1998,1,2017,2,14
1827427.4,1998,2,2017,2,14
1837646,1998,3,2017,2,14
1842680.3,1998,4,2017,2,14
1859235.5,1999,1,2017,2,14
1871185,1999,2,2017,2,14
1891200.3,1999,3,2017,2,14
1915956.1,1999,4,2017,2,14
1936810.1,2000,1,2017,2,14
1954908.2,2000,2,2017,2,14
1965427.3,2000,3,2017,2,14
1981262.9,2000,4,2017,2,14
1998533.2,2001,1,2017,2,14
2000355.1,2001,2,2017,2,14
2002060.4,2001,3,2017,2,14
2005583.6,2001,4,2017,2,14
2009141,2002,1,2017,2,14
2018765.1,2002,2,2017,2,14
2026824.3,2002,3,2017,2,14
2028877.2,2002,4,2017,2,14
2024875.8,2003,1,2017,2,14
2025926,2003,2,2017,2,14
2036803.3,2003,3,2017,2,14
2051480.4,2003,4,2017,2,14
2063516.8,2004,1,2017,2,14
2074475.4,2004,2,2017,2,14
2081260.5,2004,3,2017,2,14
2088643.7,2004,4,2017,2,14
2092686.1,2005,1,2017,2,14
2106125,2005,2,2017,2,14
2122014,2005,3,2017,2,14
2135076.9,2005,4,2017,2,14
2154813.5,2006,1,2017,2,14
2177140.7,2006,2,2017,2,14
2191045.9,2006,3,2017,2,14
2214681,2006,4,2017,2,14
2231476.2,2007,1,2017,2,14
2245438.5,2007,2,2017,2,14
2255737.6,2007,3,2017,2,14
2267920.9,2007,4,2017,2,14
2279067,2008,1,2017,2,14
2271446.2,2008,2,2017,2,14
2258963.3,2008,3,2017,2,14
2219480.3,2008,4,2017,2,14
2153514.9,2009,1,2017,2,14
2148731.4,2009,2,2017,2,14
2155172.4,2009,3,2017,2,14
2166361.3,2009,4,2017,2,14
2176050.5,2010,1,2017,2,14
2197389.1,2010,2,2017,2,14
2206364.4,2010,3,2017,2,14
2218794,2010,4,2017,2,14
2236232,2011,1,2017,2,14
2236466.2,2011,2,2017,2,14
2237062.1,2011,3,2017,2,14
2229260.6,2011,4,2017,2,14
2225022,2012,1,2017,2,14
2217866.7,2012,2,2017,2,14
2214666.8,2012,3,2017,2,14
2204987.9,2012,4,2017,2,14
2198549.8,2013,1,2017,2,14
2208637.2,2013,2,2017,2,14
2215751.2,2013,3,2017,2,14
2220413.7,2013,4,2017,2,14
2227564.8,2014,1,2017,2,14
2231625.9,2014,2,2017,2,14
2239567.3,2014,3,2017,2,14
2249550.3,2014,4,2017,2,14
2267701.7,2015,1,2017,2,14
2276221.4,2015,2,2017,2,14
2282720,2015,3,2017,2,14
2294189.7,2015,4,2017,2,14
2305833.3,2016,1,2017,2,14
2312883,2016,2,2017,2,14
2322951.6,2016,3,2017,2,14
2332168.9,2016,4,2017,2,14
1695531.4,1995,1,2017,3,7
1706004.3,1995,2,2017,3,7
1711099.5,1995,3,2017,3,7
1716642.5,1995,4,2017,3,7
1718557,1996,1,2017,3,7
1730778.5,1996,2,2017,3,7
1741950.7,1996,3,2017,3,7
1749270.9,1996,4,2017,3,7
1753378.2,1997,1,2017,3,7
1776154.2,1997,2,2017,3,7
1788913.5,1997,3,2017,3,7
1809482,1997,4,2017,3,7
1819842.1,1998,1,2017,3,7
1827639.3,1998,2,2017,3,7
1837851.2,1998,3,2017,3,7
1842857.8,1998,4,2017,3,7
1859419.4,1999,1,2017,3,7
1871374.2,1999,2,2017,3,7
1891401.7,1999,3,2017,3,7
1916141.5,1999,4,2017,3,7
1936973.3,2000,1,2017,3,7
1955055.9,2000,2,2017,3,7
1965569.9,2000,3,2017,3,7
1981353.4,2000,4,2017,3,7
1998568.5,2001,1,2017,3,7
2000355.8,2001,2,2017,3,7
2002071.6,2001,3,2017,3,7
2005566,2001,4,2017,3,7
2009130.5,2002,1,2017,3,7
2018763.3,2002,2,2017,3,7
2026847,2002,3,2017,3,7
2028889,2002,4,2017,3,7
2024865.1,2003,1,2017,3,7
2025940.1,2003,2,2017,3,7
2036822.9,2003,3,2017,3,7
2051485.5,2003,4,2017,3,7
2063497.9,2004,1,2017,3,7
2074495.3,2004,2,2017,3,7
2081277.1,2004,3,2017,3,7
2088648,2004,4,2017,3,7
2092670.1,2005,1,2017,3,7
2106147.3,2005,2,2017,3,7
2122035.3,2005,3,2017,3,7
2135071.1,2005,4,2017,3,7
2154804.4,2006,1,2017,3,7
2177158.9,2006,2,2017,3,7
2191075.5,2006,3,2017,3,7
2214670,2006,4,2017,3,7
2231472.2,2007,1,2017,3,7
2245456.7,2007,2,2017,3,7
2255784.8,2007,3,2017,3,7
2267886.5,2007,4,2017,3,7
2279072.1,2008,1,2017,3,7
2271456.9,2008,2,2017,3,7
2259012.7,2008,3,2017,3,7
2219443.7,2008,4,2017,3,7
2153534.2,2009,1,2017,3,7
2148733.8,2009,2,2017,3,7
2155206.3,2009,3,2017,3,7
2166328.9,2009,4,2017,3,7
2175810.3,2010,1,2017,3,7
2197373,2010,2,2017,3,7
2206463,2010,3,2017,3,7
2218915.2,2010,4,2017,3,7
2236496,2011,1,2017,3,7
2236316.1,2011,2,2017,3,7
2237013.5,2011,3,2017,3,7
2229204.5,2011,4,2017,3,7
2225159.6,2012,1,2017,3,7
2217806.6,2012,2,2017,3,7
2214669.7,2012,3,2017,3,7
2204908.9,2012,4,2017,3,7
2198297.8,2013,1,2017,3,7
2208784.5,2013,2,2017,3,7
2215837,2013,3,2017,3,7
2220345.1,2013,4,2017,3,7
2227787.5,2014,1,2017,3,7
2231602.6,2014,2,2017,3,7
2239807.4,2014,3,2017,3,7
2249497.8,2014,4,2017,3,7
2267709.3,2015,1,2017,3,7
2276645,2015,2,2017,3,7
2283106.5,2015,3,2017,3,7
2294481.9,2015,4,2017,3,7
2306403,2016,1,2017,3,7
2313937.4,2016,2,2017,3,7
2323675.8,2016,3,2017,3,7
2333156.9,2016,4,2017,3,7
1695644.4,1995,1,2017,4,7
1706174.9,1995,2,2017,4,7
1711169.6,1995,3,2017,4,7
1716779.2,1995,4,2017,4,7
1718723.7,1996,1,2017,4,7
1730904,1996,2,2017,4,7
1742046.7,1996,3,2017,4,7
1749361.7,1996,4,2017,4,7
1753527.1,1997,1,2017,4,7
1776234.8,1997,2,2017,4,7
1789025.1,1997,3,2017,4,7
1809585.6,1997,4,2017,4,7
1819941.5,1998,1,2017,4,7
1827753.3,1998,2,2017,4,7
1837935,1998,3,2017,4,7
1842928.9,1998,4,2017,4,7
1859464.1,1999,1,2017,4,7
1871408.9,1999,2,2017,4,7
1891498.9,1999,3,2017,4,7
1916358,1999,4,2017,4,7
1937080.5,2000,1,2017,4,7
1955145.9,2000,2,2017,4,7
1965558.5,2000,3,2017,4,7
1981523.6,2000,4,2017,4,7
1998525.1,2001,1,2017,4,7
2000465.1,2001,2,2017,4,7
2002177.9,2001,3,2017,4,7
2005756.7,2001,4,2017,4,7
2009252.4,2002,1,2017,4,7
2018840.4,2002,2,2017,4,7
2026954.3,2002,3,2017,4,7
2029017,2002,4,2017,4,7
2024944.6,2003,1,2017,4,7
2026087.7,2003,2,2017,4,7
2036951.4,2003,3,2017,4,7
2051629.6,2003,4,2017,4,7
2063602.9,2004,1,2017,4,7
2074601.3,2004,2,2017,4,7
2081349.4,2004,3,2017,4,7
2088663,2004,4,2017,4,7
2092839.5,2005,1,2017,4,7
2106192.4,2005,2,2017,4,7
2122088.7,2005,3,2017,4,7
2135094.7,2005,4,2017,4,7
2154862.8,2006,1,2017,4,7
2177269.7,2006,2,2017,4,7
2191164.4,2006,3,2017,4,7
2214745.4,2006,4,2017,4,7
2231598.9,2007,1,2017,4,7
2245561.4,2007,2,2017,4,7
2255847,2007,3,2017,4,7
2267940.2,2007,4,2017,4,7
2279127.3,2008,1,2017,4,7
2271414.8,2008,2,2017,4,7
2259040.7,2008,3,2017,4,7
2219597.5,2008,4,2017,4,7
2153699.3,2009,1,2017,4,7
2148904.9,2009,2,2017,4,7
2155313.8,2009,3,2017,4,7
2166427,2009,4,2017,4,7
2175943.7,2010,1,2017,4,7
2197377.7,2010,2,2017,4,7
2206455.8,2010,3,2017,4,7
2219044.2,2010,4,2017,4,7
2236561.5,2011,1,2017,4,7
2236485.4,2011,2,2017,4,7
2237182.3,2011,3,2017,4,7
2229238.4,2011,4,2017,4,7
2225270,2012,1,2017,4,7
2217903.3,2012,2,2017,4,7
2214808.8,2012,3,2017,4,7
2204840.2,2012,4,2017,4,7
2198438.9,2013,1,2017,4,7
2208877.6,2013,2,2017,4,7
2216042.5,2013,3,2017,4,7
2220096.5,2013,4,2017,4,7
2227964.7,2014,1,2017,4,7
2231849.1,2014,2,2017,4,7
2240195.7,2014,3,2017,4,7
2249256.3,2014,4,2017,4,7
2268014.6,2015,1,2017,4,7
2276965.7,2015,2,2017,4,7
2283711.5,2015,3,2017,4,7
2293983.2,2015,4,2017,4,7
2306746.3,2016,1,2017,4,7
2314281.6,2016,2,2017,4,7
2324280.7,2016,3,2017,4,7
2335378.3,2016,4,2017,4,7
1695644.4,1995,1,2017,5,3
1706174.9,1995,2,2017,5,3
1711169.6,1995,3,2017,5,3
1716779.2,1995,4,2017,5,3
1718723.7,1996,1,2017,5,3
1730904,1996,2,2017,5,3
1742046.7,1996,3,2017,5,3
1749361.7,1996,4,2017,5,3
1753527.1,1997,1,2017,5,3
1776234.8,1997,2,2017,5,3
1789025.1,1997,3,2017,5,3
1809585.6,1997,4,2017,5,3
1819941.5,1998,1,2017,5,3
1827753.3,1998,2,2017,5,3
1837935,1998,3,2017,5,3
1842928.9,1998,4,2017,5,3
1859464.1,1999,1,2017,5,3
1871408.9,1999,2,2017,5,3
1891498.9,1999,3,2017,5,3
1916358,1999,4,2017,5,3
1937080.5,2000,1,2017,5,3
1955145.9,2000,2,2017,5,3
1965558.5,2000,3,2017,5,3
1981523.6,2000,4,2017,5,3
1998525.1,2001,1,2017,5,3
2000465.1,2001,2,2017,5,3
2002177.9,2001,3,2017,5,3
2005756.7,2001,4,2017,5,3
2009252.4,2002,1,2017,5,3
2018840.4,2002,2,2017,5,3
2026954.3,2002,3,2017,5,3
2029017,2002,4,2017,5,3
2024944.6,2003,1,2017,5,3
2026087.7,2003,2,2017,5,3
2036951.4,2003,3,2017,5,3
2051629.6,2003,4,2017,5,3
2063602.9,2004,1,2017,5,3
2074601.3,2004,2,2017,5,3
2081349.4,2004,3,2017,5,3
2088663,2004,4,2017,5,3
2092839.5,2005,1,2017,5,3
2106192.4,2005,2,2017,5,3
2122088.7,2005,3,2017,5,3
2135094.7,2005,4,2017,5,3
2154862.8,2006,1,2017,5,3
2177269.7,2006,2,2017,5,3
2191164.4,2006,3,2017,5,3
2214745.4,2006,4,2017,5,3
2231598.9,2007,1,2017,5,3
2245561.4,2007,2,2017,5,3
2255847,2007,3,2017,5,3
2267940.2,2007,4,2017,5,3
2279127.3,2008,1,2017,5,3
2271414.8,2008,2,2017,5,3
2259040.7,2008,3,2017,5,3
2219597.5,2008,4,2017,5,3
2153699.3,2009,1,2017,5,3
2148904.9,2009,2,2017,5,3
2155313.8,2009,3,2017,5,3
2166427,2009,4,2017,5,3
2175943.7,2010,1,2017,5,3
2197377.7,2010,2,2017,5,3
2206455.8,2010,3,2017,5,3
2219044.2,2010,4,2017,5,3
2236561.5,2011,1,2017,5,3
2236485.4,2011,2,2017,5,3
2237182.3,2011,3,2017,5,3
2229238.4,2011,4,2017,5,3
2225270,2012,1,2017,5,3
2217903.3,2012,2,2017,5,3
2214808.8,2012,3,2017,5,3
2204840.2,2012,4,2017,5,3
2198438.9,2013,1,2017,5,3
2208877.6,2013,2,2017,5,3
2216042.5,2013,3,2017,5,3
2220096.5,2013,4,2017,5,3
2227964.7,2014,1,2017,5,3
2231849.1,2014,2,2017,5,3
2240195.7,2014,3,2017,5,3
2249256.3,2014,4,2017,5,3
2268014.6,2015,1,2017,5,3
2276965.7,2015,2,2017,5,3
2283711.5,2015,3,2017,5,3
2293983.2,2015,4,2017,5,3
2306746.3,2016,1,2017,5,3
2314281.6,2016,2,2017,5,3
2324280.7,2016,3,2017,5,3
2335378.3,2016,4,2017,5,3
2346004.9,2017,1,2017,5,3
1695644.4,1995,1,2017,5,16
1706174.9,1995,2,2017,5,16
1711169.6,1995,3,2017,5,16
1716779.2,1995,4,2017,5,16
1718723.7,1996,1,2017,5,16
1730904,1996,2,2017,5,16
1742046.7,1996,3,2017,5,16
1749361.7,1996,4,2017,5,16
1753527.1,1997,1,2017,5,16
1776234.8,1997,2,2017,5,16
1789025.1,1997,3,2017,5,16
1809585.6,1997,4,2017,5,16
1819941.5,1998,1,2017,5,16
1827753.3,1998,2,2017,5,16
1837935,1998,3,2017,5,16
1842928.9,1998,4,2017,5,16
1859464.1,1999,1,2017,5,16
1871408.9,1999,2,2017,5,16
1891498.9,1999,3,2017,5,16
1916358,1999,4,2017,5,16
1937080.5,2000,1,2017,5,16
1955145.9,2000,2,2017,5,16
1965558.5,2000,3,2017,5,16
1981523.6,2000,4,2017,5,16
1998525.1,2001,1,2017,5,16
2000465.1,2001,2,2017,5,16
2002177.9,2001,3,2017,5,16
2005756.7,2001,4,2017,5,16
2009252.4,2002,1,2017,5,16
2018840.4,2002,2,2017,5,16
2026954.3,2002,3,2017,5,16
2029017,2002,4,2017,5,16
2024944.6,2003,1,2017,5,16
2026087.7,2003,2,2017,5,16
2036951.4,2003,3,2017,5,16
2051629.6,2003,4,2017,5,16
2063602.9,2004,1,2017,5,16
2074601.3,2004,2,2017,5,16
2081349.4,2004,3,2017,5,16
2088663,2004,4,2017,5,16
2092839.5,2005,1,2017,5,16
2106192.4,2005,2,2017,5,16
2122088.7,2005,3,2017,5,16
2135094.7,2005,4,2017,5,16
2154862.8,2006,1,2017,5,16
2177269.7,2006,2,2017,5,16
2191164.4,2006,3,2017,5,16
2214745.4,2006,4,2017,5,16
2231598.9,2007,1,2017,5,16
2245561.4,2007,2,2017,5,16
2255847,2007,3,2017,5,16
2267940.2,2007,4,2017,5,16
2279127.3,2008,1,2017,5,16
2271414.8,2008,2,2017,5,16
2259040.7,2008,3,2017,5,16
2219597.5,2008,4,2017,5,16
2153699.3,2009,1,2017,5,16
2148904.9,2009,2,2017,5,16
2155313.8,2009,3,2017,5,16
2166427,2009,4,2017,5,16
2175943.7,2010,1,2017,5,16
2197377.7,2010,2,2017,5,16
2206455.8,2010,3,2017,5,16
2219044.2,2010,4,2017,5,16
2236561.5,2011,1,2017,5,16
2236485.4,2011,2,2017,5,16
2237182.3,2011,3,2017,5,16
2229238.4,2011,4,2017,5,16
2225270,2012,1,2017,5,16
2217903.3,2012,2,2017,5,16
2214808.8,2012,3,2017,5,16
2204840.2,2012,4,2017,5,16
2198438.9,2013,1,2017,5,16
2208877.6,2013,2,2017,5,16
2216042.5,2013,3,2017,5,16
2220096.5,2013,4,2017,5,16
2227964.7,2014,1,2017,5,16
2231849.1,2014,2,2017,5,16
2240195.7,2014,3,2017,5,16
2249256.3,2014,4,2017,5,16
2268014.6,2015,1,2017,5,16
2276965.7,2015,2,2017,5,16
2283711.5,2015,3,2017,5,16
2293983.2,2015,4,2017,5,16
2306746.3,2016,1,2017,5,16
2314281.6,2016,2,2017,5,16
2324280.7,2016,3,2017,5,16
2335378.3,2016,4,2017,5,16
2346813.2,2017,1,2017,5,16
1695702.5,1995,1,2017,6,8
1706159.2,1995,2,2017,6,8
1711166.7,1995,3,2017,6,8
1716740,1995,4,2017,6,8
1718763.4,1996,1,2017,6,8
1730846.5,1996,2,2017,6,8
1742082.7,1996,3,2017,6,8
1749524,1996,4,2017,6,8
1753531.8,1997,1,2017,6,8
1776326.5,1997,2,2017,6,8
1789086.3,1997,3,2017,6,8
1809594.3,1997,4,2017,6,8
1819973.2,1998,1,2017,6,8
1827917.3,1998,2,2017,6,8
1837927.8,1998,3,2017,6,8
1842833.6,1998,4,2017,6,8
1859373,1999,1,2017,6,8
1871515,1999,2,2017,6,8
1891738.7,1999,3,2017,6,8
1916372.3,1999,4,2017,6,8
1937029.7,2000,1,2017,6,8
1955174,2000,2,2017,6,8
1965509.7,2000,3,2017,6,8
1981603.8,2000,4,2017,6,8
1998335.9,2001,1,2017,6,8
