rgdp,target_year,target_quarter,origin_year,origin_month,origin_day
2230969,2011,2,2014,11,14
2230908.4,2011,3,2014,11,14
2224721.2,2011,4,2014,11,14
2222267.1,2012,1,2014,11,14
2216692.3,2012,2,2014,11,14
2214478.1,2012,3,2014,11,14
2204111.6,2012,4,2014,11,14
2196719.8,2013,1,2014,11,14
2203848,2013,2,2014,11,14
2207054.8,2013,3,2014,11,14
2212594.7,2013,4,2014,11,14
2219096.7,2014,1,2014,11,14
2220796.5,2014,2,2014,11,14
2224379.7,2014,3,2014,11,14
1694088.6,1995,1,2014,12,5
1703880,1995,2,2014,12,5
1709859,1995,3,2014,12,5
1715855.3,1995,4,2014,12,5
1716665.2,1996,1,2014,12,5
1729493.6,1996,2,2014,12,5
1740003.7,1996,3,2014,12,5
1745992.1,1996,4,2014,12,5
1751526.6,1997,1,2014,12,5
1773173.3,1997,2,2014,12,5
1786280.5,1997,3,2014,12,5
1805600.7,1997,4,2014,12,5
1816221.7,1998,1,2014,12,5
1825502.4,1998,2,2014,12,5
1834787.8,1998,3,2014,12,5
1839949.3,1998,4,2014,12,5
1856093.9,1999,1,2014,12,5
1868619.8,1999,2,2014,12,5
1888235.9,1999,3,2014,12,5
1911852.1,1999,4,2014,12,5
1933960.6,2000,1,2014,12,5
1952375.3,2000,2,2014,12,5
1962255.5,2000,3,2014,12,5
1977528.5,2000,4,2014,12,5
1994471.8,2001,1,2014,12,5
1996067.7,2001,2,2014,12,5
1997346.1,2001,3,2014,12,5
2000150.2,2001,4,2014,12,5
2004186.3,2002,1,2014,12,5
2014480.7,2002,2,2014,12,5
2021488.5,2002,3,2014,12,5
2022684.4,2002,4,2014,12,5
2018451.7,2003,1,2014,12,5
2020274.1,2003,2,2014,12,5
2030725.5,2003,3,2014,12,5
2046074.3,2003,4,2014,12,5
2055971.8,2004,1,2014,12,5
2067391.1,2004,2,2014,12,5
2074347.7,2004,3,2014,12,5
2081353.1,2004,4,2014,12,5
2084694.6,2005,1,2014,12,5
2099551.8,2005,2,2014,12,5
2114020.8,2005,3,2014,12,5
2126757,2005,4,2014,12,5
2146365.7,2006,1,2014,12,5
2170074.7,2006,2,2014,12,5
2183949.9,2006,3,2014,12,5
2207654.1,2006,4,2014,12,5
2224079.6,2007,1,2014,12,5
2238657.2,2007,2,2014,12,5
2248847.3,2007,3,2014,12,5
2259609.2,2007,4,2014,12,5
2274740.3,2008,1,2014,12,5
2265410.1,2008,2,2014,12,5
2252709.1,2008,3,2014,12,5
2211583.1,2008,4,2014,12,5
2148050.2,2009,1,2014,12,5
2143455.8,2009,2,2014,12,5
2150059,2009,3,2014,12,5
2159898,2009,4,2014,12,5
2168827.6,2010,1,2014,12,5
2191069.2,2010,2,2014,12,5
2199720.4,2010,3,2014,12,5
2210401.9,2010,4,2014,12,5
2230046.1,2011,1,2014,12,5
2230680.9,2011,2,2014,12,5
2230739.5,2011,3,2014,12,5
2224482.9,2011,4,2014,12,5
2222432.9,2012,1,2014,12,5
2216212.6,2012,2,2014,12,5
2213762.8,2012,3,2014,12,5
2203928.2,2012,4,2014,12,5
2195548.2,2013,1,2014,12,5
2202790.4,2013,2,2014,12,5
2206522.2,2013,3,2014,12,5
2211978.7,2013,4,2014,12,5
2218955.1,2014,1,2014,12,5
2220435.2,2014,2,2014,12,5
2223938.7,2014,3,2014,12,5
1694088.6,1995,1,2015,2,13
1703880,1995,2,2015,2,13
1709859,1995,3,2015,2,13
1715855.3,1995,4,2015,2,13
1716665.2,1996,1,2015,2,13
1729493.6,1996,2,2015,2,13
1740003.7,1996,3,2015,2,13
1745992.1,1996,4,2015,2,13
1751526.6,1997,1,2015,2,13
1773173.3,1997,2,2015,2,13
1786280.5,1997,3,2015,2,13
1805600.7,1997,4,2015,2,13
1816221.7,1998,1,2015,2,13
1825502.4,1998,2,2015,2,13
1834787.8,1998,3,2015,2,13
1839949.3,1998,4,2015,2,13
1856093.9,1999,1,2015,2,13
1868619.8,1999,2,2015,2,13
1888235.9,1999,3,2015,2,13
1911852.1,1999,4,2015,2,13
1933960.6,2000,1,2015,2,13
1952375.3,2000,2,2015,2,13
1962255.5,2000,3,2015,2,13
1977528.5,2000,4,2015,2,13
1994471.8,2001,1,2015,2,13
1996067.7,2001,2,2015,2,13
1997346.1,2001,3,2015,2,13
2000150.2,2001,4,2015,2,13
2004186.3,2002,1,2015,2,13
2014480.7,2002,2,2015,2,13
2021488.5,2002,3,2015,2,13
2022684.4,2002,4,2015,2,13
2018451.7,2003,1,2015,2,13
2020274.1,2003,2,2015,2,13
2030725.5,2003,3,2015,2,13
2046074.3,2003,4,2015,2,13
2055971.8,2004,1,2015,2,13
2067391.1,2004,2,2015,2,13
2074347.7,2004,3,2015,2,13
2081353.1,2004,4,2015,2,13
2084694.6,2005,1,2015,2,13
2099551.8,2005,2,2015,2,13
2114020.8,2005,3,2015,2,13
2126757,2005,4,2015,2,13
2146365.7,2006,1,2015,2,13
2170074.7,2006,2,2015,2,13
2183949.9,2006,3,2015,2,13
2207654.1,2006,4,2015,2,13
2224079.6,2007,1,2015,2,13
2238657.2,2007,2,2015,2,13
2248847.3,2007,3,2015,2,13
2259609.2,2007,4,2015,2,13
2274740.3,2008,1,2015,2,13
2265410.1,2008,2,2015,2,13
2252709.1,2008,3,2015,2,13
2211583.1,2008,4,2015,2,13
2148050.2,2009,1,2015,2,13
2143455.8,2009,2,2015,2,13
2150059,2009,3,2015,2,13
2159898,2009,4,2015,2,13
2168827.6,2010,1,2015,2,13
2191069.2,2010,2,2015,2,13
2199720.4,2010,3,2015,2,13
2210401.9,2010,4,2015,2,13
2230046.1,2011,1,2015,2,13
2230680.9,2011,2,2015,2,13
2230739.5,2011,3,2015,2,13
2224482.9,2011,4,2015,2,13
2222432.9,2012,1,2015,2,13
2216212.6,2012,2,2015,2,13
2213762.8,2012,3,2015,2,13
2203928.3,2012,4,2015,2,13
2195548.2,2013,1,2015,2,13
2202790.5,2013,2,2015,2,13
2206522.2,2013,3,2015,2,13
2211978.7,2013,4,2015,2,13
2218955.1,2014,1,2015,2,13
2220435.2,2014,2,2015,2,13
2223938.7,2014,3,2015,2,13
2231498.3,2014,4,2015,2,13
1694230.6,1995,1,2015,3,6
1704001.5,1995,2,2015,3,6
1710243.4,1995,3,2015,3,6
1716219.6,1995,4,2015,3,6
1716855.9,1996,1,2015,3,6
1729678,1996,2,2015,3,6
1739841.6,1996,3,2015,3,6
1745782.7,1996,4,2015,3,6
1751463.7,1997,1,2015,3,6
1773392,1997,2,2015,3,6
1786248.3,1997,3,2015,3,6
1805408.3,1997,4,2015,3,6
1816516.3,1998,1,2015,3,6
1825583,1998,2,2015,3,6
1834837.8,1998,3,2015,3,6
1839881.7,1998,4,2015,3,6
1856057.6,1999,1,2015,3,6
1868657.8,1999,2,2015,3,6
1888504.3,1999,3,2015,3,6
1912098.7,1999,4,2015,3,6
1934214.4,2000,1,2015,3,6
1952360.4,2000,2,2015,3,6
1962256,2000,3,2015,3,6
1977055.1,2000,4,2015,3,6
1994982,2001,1,2015,3,6
1996205.6,2001,2,2015,3,6
1997158.2,2001,3,2015,3,6
1999778.8,2001,4,2015,3,6
2004189.5,2002,1,2015,3,6
2014458.8,2002,2,2015,3,6
2021589,2002,3,2015,3,6
2022753.9,2002,4,2015,3,6
2018341.5,2003,1,2015,3,6
2020352.5,2003,2,2015,3,6
2030719.7,2003,3,2015,3,6
2045978.5,2003,4,2015,3,6
2056016.3,2004,1,2015,3,6
2067535.5,2004,2,2015,3,6
2074416.5,2004,3,2015,3,6
2081643.4,2004,4,2015,3,6
2084852.4,2005,1,2015,3,6
2099377.9,2005,2,2015,3,6
2114078.6,2005,3,2015,3,6
2126702.8,2005,4,2015,3,6
2146244.1,2006,1,2015,3,6
2170174.8,2006,2,2015,3,6
2183697.6,2006,3,2015,3,6
2207566.6,2006,4,2015,3,6
2224240.4,2007,1,2015,3,6
2238466.7,2007,2,2015,3,6
2248951.7,2007,3,2015,3,6
2259631.6,2007,4,2015,3,6
2274617.5,2008,1,2015,3,6
2265267.9,2008,2,2015,3,6
2252787.8,2008,3,2015,3,6
2211849.1,2008,4,2015,3,6
2147815.6,2009,1,2015,3,6
2143328.2,2009,2,2015,3,6
2150049.2,2009,3,2015,3,6
2160472.6,2009,4,2015,3,6
2169064.6,2010,1,2015,3,6
2191020.9,2010,2,2015,3,6
2200036.7,2010,3,2015,3,6
2210359,2010,4,2015,3,6
2230701.9,2011,1,2015,3,6
2231295.1,2011,2,2015,3,6
2230382.4,2011,3,2015,3,6
2223456.9,2011,4,2015,3,6
2221222.8,2012,1,2015,3,6
2214172.1,2012,2,2015,3,6
2211195.7,2012,3,2015,3,6
2202202.8,2012,4,2015,3,6
2193947.8,2013,1,2015,3,6
2201589.1,2013,2,2015,3,6
2205520.7,2013,3,2015,3,6
2211563.4,2013,4,2015,3,6
2217747.3,2014,1,2015,3,6
2219214,2014,2,2015,3,6
2223243.7,2014,3,2015,3,6
2230562.2,2014,4,2015,3,6
1697218.2,1995,1,2015,5,13
1707028.9,1995,2,2015,5,13
1713270.4,1995,3,2015,5,13
1719286.2,1995,4,2015,5,13
1719947.1,1996,1,2015,5,13
1732774.2,1996,2,2015,5,13
1743001.5,1996,3,2015,5,13
1748958.9,1996,4,2015,5,13
1754676.6,1997,1,2015,5,13
1776683.4,1997,2,2015,5,13
1789608.8,1997,3,2015,5,13
1808821.7,1997,4,2015,5,13
1820000.6,1998,1,2015,5,13
1829118,1998,2,2015,5,13
1838402.3,1998,3,2015,5,13
1843448.7,1998,4,2015,5,13
1859588,1999,1,2015,5,13
1872204.1,1999,2,2015,5,13
1892013,1999,3,2015,5,13
1915620.7,1999,4,2015,5,13
1937806,2000,1,2015,5,13
1955993.4,2000,2,2015,5,13
1965931,2000,3,2015,5,13
1980783.2,2000,4,2015,5,13
1998815.3,2001,1,2015,5,13
2000035.2,2001,2,2015,5,13
2001068.4,2001,3,2015,5,13
2003778.4,2001,4,2015,5,13
2008204.8,2002,1,2015,5,13
2018589.4,2002,2,2015,5,13
2025783.2,2002,3,2015,5,13
2027008.1,2002,4,2015,5,13
2022771.6,2003,1,2015,5,13
2024850.3,2003,2,2015,5,13
2035339.4,2003,3,2015,5,13
2050679.2,2003,4,2015,5,13
2060788.6,2004,1,2015,5,13
2072391.7,2004,2,2015,5,13
2079312.8,2004,3,2015,5,13
2086656.1,2004,4,2015,5,13
2089953.3,2005,1,2015,5,13
2104560.3,2005,2,2015,5,13
2119382.8,2005,3,2015,5,13
2132117.7,2005,4,2015,5,13
2151728.4,2006,1,2015,5,13
2175751.7,2006,2,2015,5,13
2189364.5,2006,3,2015,5,13
2213396.3,2006,4,2015,5,13
2230280.6,2007,1,2015,5,13
2244687.5,2007,2,2015,5,13
2255325.6,2007,3,2015,5,13
2266141.3,2007,4,2015,5,13
2281098,2008,1,2015,5,13
2271801.3,2008,2,2015,5,13
2259246.3,2008,3,2015,5,13
2218242.1,2008,4,2015,5,13
2153256.7,2009,1,2015,5,13
2148703.3,2009,2,2015,5,13
2155460,2009,3,2015,5,13
2165780.5,2009,4,2015,5,13
2174428.1,2010,1,2015,5,13
2196474.1,2010,2,2015,5,13
2205486.9,2010,3,2015,5,13
2215963.7,2010,4,2015,5,13
2236425.9,2011,1,2015,5,13
2237130.7,2011,2,2015,5,13
2236257.8,2011,3,2015,5,13
2229407.2,2011,4,2015,5,13
2227272,2012,1,2015,5,13
2220206.2,2012,2,2015,5,13
2217387.3,2012,3,2015,5,13
2208446.4,2012,4,2015,5,13
2200219.7,2013,1,2015,5,13
2207928.3,2013,2,2015,5,13
2211946.7,2013,3,2015,5,13
2218045.3,2013,4,2015,5,13
2224266.8,2014,1,2015,5,13
2225797.9,2014,2,2015,5,13
2229867.2,2014,3,2015,5,13
2237232.1,2014,4,2015,5,13
2246183,2015,1,2015,5,13
1696846.4,1995,1,2015,6,9
1706869.5,1995,2,2015,6,9
1713233.3,1995,3,2015,6,9
1719126.8,1995,4,2015,6,9
1719975.7,1996,1,2015,6,9
1732687.7,1996,2,2015,6,9
1742810.2,1996,3,2015,6,9
1749161.9,1996,4,2015,6,9
1754634.4,1997,1,2015,6,9
1776611,1997,2,2015,6,9
1789567.2,1997,3,2015,6,9
1808732.5,1997,4,2015,6,9
1819922.3,1998,1,2015,6,9
1828966.2,1998,2,2015,6,9
1838515.8,1998,3,2015,6,9
1843432.6,1998,4,2015,6,9
1859423.9,1999,1,2015,6,9
1872282.2,1999,2,2015,6,9
1892061.1,1999,3,2015,6,9
1915470.7,1999,4,2015,6,9
1937939.5,2000,1,2015,6,9
1955701.5,2000,2,2015,6,9
1966023,2000,3,2015,6,9
1980568.7,2000,4,2015,6,9
1998769.4,2001,1,2015,6,9
1999650.8,2001,2,2015,6,9
2001053.6,2001,3,2015,6,9
2003759.1,2001,4,2015,6,9
2007889.4,2002,1,2015,6,9
2018369.3,2002,2,2015,6,9
2025918.9,2002,3,2015,6,9
2026920.3,2002,4,2015,6,9
2022752.4,2003,1,2015,6,9
2024738.9,2003,2,2015,6,9
2035192.5,2003,3,2015,6,9
2050679.3,2003,4,2015,6,9
2061019.9,2004,1,2015,6,9
2072461.6,2004,2,2015,6,9
2079459.7,2004,3,2015,6,9
2086559.6,2004,4,2015,6,9
2089819.9,2005,1,2015,6,9
2104706.8,2005,2,2015,6,9
2119438.1,2005,3,2015,6,9
2132217.1,2005,4,2015,6,9
2151664,2006,1,2015,6,9
2175696,2006,2,2015,6,9
2189412.9,2006,3,2015,6,9
2213234.5,2006,4,2015,6,9
2229898,2007,1,2015,6,9
2244474.5,2007,2,2015,6,9
2255331,2007,3,2015,6,9
2266374.6,2007,4,2015,6,9
2281309.7,2008,1,2015,6,9
2271787.6,2008,2,2015,6,9
2258949,2008,3,2015,6,9
2218065.3,2008,4,2015,6,9
2153220.6,2009,1,2015,6,9
2148716.1,2009,2,2015,6,9
2155421,2009,3,2015,6,9
2165702.7,2009,4,2015,6,9
2174438,2010,1,2015,6,9
2196338.2,2010,2,2015,6,9
2205474.5,2010,3,2015,6,9
2215795.2,2010,4,2015,6,9
2236360.2,2011,1,2015,6,9
2237205,2011,2,2015,6,9
2236216.1,2011,3,2015,6,9
2229383,2011,4,2015,6,9
2225860.9,2012,1,2015,6,9
2218763.8,2012,2,2015,6,9
2216088.7,2012,3,2015,6,9
2208435.5,2012,4,2015,6,9
2200412.8,2013,1,2015,6,9
2208732.3,2013,2,2015,6,9
2212616.4,2013,3,2015,6,9
2218671,2013,4,2015,6,9
2223795.5,2014,1,2015,6,9
2226126.5,2014,2,2015,6,9
2230057,2014,3,2015,6,9
2237990,2014,4,2015,6,9
2246326.8,2015,1,2015,6,9
1696846.4,1995,1,2015,8,14
1706869.5,1995,2,2015,8,14
1713233.3,1995,3,2015,8,14
1719126.9,1995,4,2015,8,14
1719975.7,1996,1,2015,8,14
1732687.7,1996,2,2015,8,14
1742810.2,1996,3,2015,8,14
1749161.9,1996,4,2015,8,14
1754634.4,1997,1,2015,8,14
1776611,1997,2,2015,8,14
1789567.2,1997,3,2015,8,14
1808732.5,1997,4,2015,8,14
1819922.3,1998,1,2015,8,14
1828966.3,1998,2,2015,8,14
1838515.8,1998,3,2015,8,14
1843432.6,1998,4,2015,8,14
1859423.9,1999,1,2015,8,14
1872282.2,1999,2,2015,8,14
1892061.1,1999,3,2015,8,14
1915470.7,1999,4,2015,8,14
1937939.5,2000,1,2015,8,14
1955701.5,2000,2,2015,8,14
1966023,2000,3,2015,8,14
1980568.7,2000,4,2015,8,14
1998769.4,2001,1,2015,8,14
1999650.8,2001,2,2015,8,14
2001053.6,2001,3,2015,8,14
2003759.1,2001,4,2015,8,14
2007889.4,2002,1,2015,8,14
2018369.3,2002,2,2015,8,14
2025918.9,2002,3,2015,8,14
2026920.3,2002,4,2015,8,14
2022752.4,2003,1,2015,8,14
2024738.9,2003,2,2015,8,14
2035192.5,2003,3,2015,8,14
2050679.3,2003,4,2015,8,14
2061019.9,2004,1,2015,8,14
2072461.6,2004,2,2015,8,14
2079459.8,2004,3,2015,8,14
2086559.6,2004,4,2015,8,14
2089819.9,2005,1,2015,8,14
2104706.8,2005,2,2015,8,14
2119438.1,2005,3,2015,8,14
2132217.1,2005,4,2015,8,14
2151664.1,2006,1,2015,8,14
2175696,2006,2,2015,8,14
2189412.9,2006,3,2015,8,14
2213234.5,2006,4,2015,8,14
2229898,2007,1,2015,8,14
2244474.5,2007,2,2015,8,14
2255331,2007,3,2015,8,14
2266374.6,2007,4,2015,8,14
2281309.7,2008,1,2015,8,14
2271787.6,2008,2,2015,8,14
2258949,2008,3,2015,8,14
2218065.3,2008,4,2015,8,14
2153220.6,2009,1,2015,8,14
2148716.1,2009,2,2015,8,14
2155421,2009,3,2015,8,14
2165702.7,2009,4,2015,8,14
2174438,2010,1,2015,8,14
2196338.2,2010,2,2015,8,14
2205474.5,2010,3,2015,8,14
2215795.2,2010,4,2015,8,14
2236360.2,2011,1,2015,8,14
2237205,2011,2,2015,8,14
2236216.1,2011,3,2015,8,14
2229383,2011,4,2015,8,14
2225860.9,2012,1,2015,8,14
2218763.9,2012,2,2015,8,14
2216088.7,2012,3,2015,8,14
2208435.5,2012,4,2015,8,14
2200412.8,2013,1,2015,8,14
2208732.3,2013,2,2015,8,14
2212616.4,2013,3,2015,8,14
2218671,2013,4,2015,8,14
2223795.5,2014,1,2015,8,14
2226126.5,2014,2,2015,8,14
2230057,2014,3,2015,8,14
2237990,2014,4,2015,8,14
2246326.8,2015,1,2015,8,14
2253319.5,2015,2,2015,8,14
1695871.1,1995,1,2015,9,8
1705363.5,1995,2,2015,9,8
1712440.8,1995,3,2015,9,8
1718559.5,1995,4,2015,9,8
1719606.2,1996,1,2015,9,8
1732356.8,1996,2,2015,9,8
1743130.8,1996,3,2015,9,8
1749816.1,1996,4,2015,9,8
1755423.3,1997,1,2015,9,8
1776726.1,1997,2,2015,9,8
1790079,1997,3,2015,9,8
1809425.2,1997,4,2015,9,8
1820693.3,1998,1,2015,9,8
1829632.1,1998,2,2015,9,8
1839012.6,1998,3,2015,9,8
1844672.9,1998,4,2015,9,8
1860282.6,1999,1,2015,9,8
1873616,1999,2,2015,9,8
1893605.4,1999,3,2015,9,8
1916932,1999,4,2015,9,8
1938548,2000,1,2015,9,8
1956655.3,2000,2,2015,9,8
1966569,2000,3,2015,9,8
1982411.7,2000,4,2015,9,8
2000374.5,2001,1,2015,9,8
2001335.8,2001,2,2015,9,8
2003189.6,2001,3,2015,9,8
2005234.4,2001,4,2015,9,8
2010117.4,2002,1,2015,9,8
2019811.8,2002,2,2015,9,8
2027433.5,2002,3,2015,9,8
2029139.3,2002,4,2015,9,8
2024963.7,2003,1,2015,9,8
2026728.3,2003,2,2015,9,8
2036953.5,2003,3,2015,9,8
2052681,2003,4,2015,9,8
2062327.5,2004,1,2015,9,8
2074310.1,2004,2,2015,9,8
2081545.8,2004,3,2015,9,8
2089129.1,2004,4,2015,9,8
2091749.5,2005,1,2015,9,8
2106505.2,2005,2,2015,9,8
2121619.1,2005,3,2015,9,8
2134114.1,2005,4,2015,9,8
2154269.3,2006,1,2015,9,8
2177022.8,2006,2,2015,9,8
2190804.9,2006,3,2015,9,8
2215004.4,2006,4,2015,9,8
2231215.6,2007,1,2015,9,8
2245231.5,2007,2,2015,9,8
2256777.1,2007,3,2015,9,8
2267048.7,2007,4,2015,9,8
2279852.7,2008,1,2015,9,8
2272637.1,2008,2,2015,9,8
2260052.8,2008,3,2015,9,8
2219213.5,2008,4,2015,9,8
2153242.7,2009,1,2015,9,8
2148751.3,2009,2,2015,9,8
2155446.5,2009,3,2015,9,8
2166066,2009,4,2015,9,8
2174893,2010,1,2015,9,8
2196053.4,2010,2,2015,9,8
2206222.2,2010,3,2015,9,8
2217132.2,2010,4,2015,9,8
2237171.6,2011,1,2015,9,8
2237651.3,2011,2,2015,9,8
2236945.4,2011,3,2015,9,8
2230520.4,2011,4,2015,9,8
2227120.2,2012,1,2015,9,8
2220740.5,2012,2,2015,9,8
2218392.1,2012,3,2015,9,8
2208528.6,2012,4,2015,9,8
2203236.1,2013,1,2015,9,8
2211912.7,2013,2,2015,9,8
2216974.4,2013,3,2015,9,8
2222032.6,2013,4,2015,9,8
2226677.6,2014,1,2015,9,8
2228299.3,2014,2,2015,9,8
2234007.3,2014,3,2015,9,8
2242663.1,2014,4,2015,9,8
2254353.5,2015,1,2015,9,8
2262404,2015,2,2015,9,8
1695871.1,1995,1,2015,11,13
1705363.5,1995,2,2015,11,13
1712440.8,1995,3,2015,11,13
1718559.5,1995,4,2015,11,13
1719606.2,1996,1,2015,11,13
1732356.8,1996,2,2015,11,13
1743130.8,1996,3,2015,11,13
1749816.1,1996,4,2015,11,13
1755423.3,1997,1,2015,11,13
1776726.1,1997,2,2015,11,13
1790079,1997,3,2015,11,13
1809425.2,1997,4,2015,11,13
1820693.3,1998,1,2015,11,13
1829632.1,1998,2,2015,11,13
1839012.6,1998,3,2015,11,13
1844672.9,1998,4,2015,11,13
1860282.6,1999,1,2015,11,13
1873616,1999,2,2015,11,13
1893605.4,1999,3,2015,11,13
1916932,1999,4,2015,11,13
1938548,2000,1,2015,11,13
1956655.3,2000,2,2015,11,13
1966569,2000,3,2015,11,13
1982411.7,2000,4,2015,11,13
2000374.5,2001,1,2015,11,13
2001335.8,2001,2,2015,11,13
2003189.6,2001,3,2015,11,13
2005234.4,2001,4,2015,11,13
2010117.4,2002,1,2015,11,13
2019811.8,2002,2,2015,11,13
2027433.5,2002,3,2015,11,13
2029139.3,2002,4,2015,11,13
2024963.7,2003,1,2015,11,13
2026728.3,2003,2,2015,11,13
2036953.5,2003,3,2015,11,13
2052681,2003,4,2015,11,13
2062327.5,2004,1,2015,11,13
2074310.1,2004,2,2015,11,13
2081545.8,2004,3,2015,11,13
2089129.1,2004,4,2015,11,13
2091749.5,2005,1,2015,11,13
2106505.2,2005,2,2015,11,13
2121619.1,2005,3,2015,11,13
2134114.1,2005,4,2015,11,13
2154269.3,2006,1,2015,11,13
2177022.8,2006,2,2015,11,13
2190804.9,2006,3,2015,11,13
2215004.4,2006,4,2015,11,13
2231215.6,2007,1,2015,11,13
2245231.5,2007,2,2015,11,13
2256777.1,2007,3,2015,11,13
2267048.7,2007,4,2015,11,13
2279852.7,2008,1,2015,11,13
2272637.1,2008,2,2015,11,13
2260052.8,2008,3,2015,11,13
2219213.5,2008,4,2015,11,13
2153242.7,2009,1,2015,11,13
2148751.3,2009,2,2015,11,13
2155446.5,2009,3,2015,11,13
2166066,2009,4,2015,11,13
2174893,2010,1,2015,11,13
