origin_quarter,origin_year,cy_logLik,cyandny_logLik,cy_rw_sd,cyandny_rw_sd
1,2001,91.3942472838215,93.3336386435409,2.11104149586185,2.08409923544548
2,2001,91.4053703259464,93.2294898615196,2.01734531270945,1.99277840761484
3,2001,93.5624028519376,95.430266499604,2.04843318755711,2.03206249354398
4,2001,95.9689011122817,97.7741001775638,2.10071021845687,2.08682324299413
1,2002,99.5701348801768,101.525398351698,2.08661420923522,2.06377499202016
2,2002,102.123300098137,104.016296961098,2.12475773817737,2.10190688568356
3,2002,103.094356901731,104.824471128571,2.09489554606684,2.07278045900891
4,2002,104.081610189271,105.699400984312,2.07602349038995,2.05666107294359
1,2003,106.243567377635,108.1798515153,2.00025840175855,1.98117729648188
2,2003,107.286776020292,109.145460640059,1.9713301890489,1.95364983908834
3,2003,109.668499946956,111.422421618613,2.00701018747609,1.99032589513328
4,2003,112.427190234966,114.052466208698,2.06436595361658,2.04768086133015
1,2004,116.238251422585,118.155785698088,2.06306298891924,2.04294465340626
2,2004,117.38789255689,119.215850172145,2.03856239559685,2.01918766341054
3,2004,118.742231108303,120.463064768902,2.03072448905825,2.01329940849718
4,2004,120.493922475193,122.093265406352,2.04555927372068,2.02913346540917
1,2005,123.449639278153,125.341905871854,2.01170734168897,1.9935063974462
2,2005,124.498511127514,126.312056061603,1.98678671052726,1.96960989408006
3,2005,120.055358023414,121.662899091904,1.78584771275272,1.77202164046709
4,2005,120.290396679949,121.745978192643,1.75457128420181,1.74165888055165
1,2006,123.816845929565,125.577848441357,1.74936114462683,1.7348424883501
2,2006,124.037330270437,125.736255915417,1.70909617788425,1.69628178417644
3,2006,124.546253426018,126.09367451549,1.68455061238414,1.67241896196274
4,2006,126.563850421129,127.983481068865,1.7066104281407,1.69478367167612
1,2007,129.709852460595,131.433005238837,1.69329652227023,1.67999863739242
2,2007,131.327720551347,133.044884639081,1.69476143732776,1.68349420705534
3,2007,132.225603439144,133.75340298394,1.68233947763589,1.67042627579926
4,2007,133.038528506954,134.451024998874,1.67257902782323,1.66180998449375
1,2008,137.187142353771,138.972746308107,1.68546132290344,1.67463519020978
2,2008,137.837180017101,139.476655851248,1.66283360237429,1.65109554764238
3,2008,138.791908423521,140.49625435618,1.65208625879845,1.64386058185708
4,2008,142.217876767374,143.738606168552,1.7078810133799,1.69920064117454
1,2009,145.13238327089,147.728801468629,1.68980388735095,1.69775348538938
2,2009,151.294529356713,153.710018271296,1.80248387896502,1.80819163419805
3,2009,160.849621267714,162.570043781412,2.00739611876543,1.99550641202015
4,2009,165.590005741016,167.303921361304,2.11233512742563,2.1017435471038
1,2010,169.669235240452,171.634185753707,2.11946195192765,2.10593965526382
2,2010,170.882256756114,172.759856010994,2.10328765858552,2.09004087029489
3,2010,172.453216275805,174.230812012371,2.10284588137625,2.09080438409795
4,2010,173.548094297021,175.244147609881,2.09085924259026,2.08043976894328
1,2011,176.696858987057,178.634452953644,2.0750256838111,2.06230396779178
2,2011,177.947885711916,179.805498297052,2.06156888743802,2.0492520618478
3,2011,179.993716301896,181.801131141282,2.07331121011456,2.06248273671919
4,2011,183.845748971685,186.114897534341,2.1046573209566,2.09678671819622
1,2012,185.876347109575,188.340449946457,2.08694916562038,2.08002146043341
2,2012,188.106032587363,190.594399934213,2.09501744949455,2.08926292632692
3,2012,189.774459257964,192.148296913983,2.08846721489493,2.08060729751015
4,2012,191.019073576211,193.302764315858,2.06855541033508,2.06165462414191
1,2013,192.941723211049,195.388858849272,2.04982325954031,2.04383642419509
2,2013,195.058457014922,197.582089813728,2.05263160688742,2.04955012349215
3,2013,196.893891182026,199.317976201489,2.05279252516227,2.04704467452224
4,2013,199.089414634637,201.322173818889,2.05718278309941,2.05000937161284
1,2014,201.535999426774,203.950828330362,2.05096078138345,2.0449125744474
2,2014,202.94918880464,205.330565964921,2.04050346085504,2.03386914378148
3,2014,204.717969519328,207.055233136285,2.0373696230807,2.03036613635021
4,2014,209.589190365864,211.802243891886,2.04863664827369,2.04439919084457
